TaskID,Region,StartHour
37739,RegionB,1021
4258,RegionA,1022
5098,RegionA,1022
10439,RegionB,1022
19065,RegionB,1022
19848,RegionE,1022
20533,RegionB,1022
21936,RegionA,1022
22892,RegionA,1022
24604,RegionA,1022
27253,RegionC,1022
33934,RegionB,1022
47862,RegionC,1022
4803,RegionA,1023
6612,RegionA,1023
6676,RegionC,1023
9418,RegionC,1023
20903,RegionC,1023
31800,RegionA,1023
36326,RegionA,1023
40314,RegionF,1023
42194,RegionB,1023
45324,RegionC,1023
45442,RegionC,1023
47302,RegionA,1023
2907,RegionA,1024
6623,RegionC,1024
16646,RegionC,1024
22647,RegionC,1024
25052,RegionA,1024
30479,RegionB,1024
35997,RegionC,1024
46211,RegionF,1024
47115,RegionC,1024
6520,RegionA,1025
8980,RegionA,1025
9525,RegionA,1025
16075,RegionC,1025
33329,RegionA,1025
36431,RegionA,1025
44780,RegionC,1025
4068,RegionA,1026
20604,RegionA,1026
23987,RegionE,1026
22885,RegionE,1027
26862,RegionA,1027
45730,RegionC,1027
10452,RegionB,1028
17798,RegionB,1028
18721,RegionA,1028
26477,RegionB,1028
29021,RegionB,1028
31784,RegionB,1028
35993,RegionA,1028
39384,RegionA,1028
42963,RegionC,1028
44340,RegionC,1028
47890,RegionE,1028
2398,RegionC,1029
6385,RegionB,1029
10450,RegionA,1029
11115,RegionB,1029
14111,RegionA,1029
20524,RegionA,1029
21520,RegionC,1029
35671,RegionA,1029
42891,RegionC,1029
14204,RegionB,1030
28836,RegionA,1030
36397,RegionC,1030
40026,RegionA,1030
42553,RegionA,1030
2462,RegionB,1031
7547,RegionC,1031
13392,RegionC,1031
15780,RegionC,1031
21005,RegionA,1031
29798,RegionC,1031
38669,RegionA,1031
39779,RegionB,1031
43376,RegionC,1031
47557,RegionA,1031
9443,RegionC,1032
11318,RegionB,1032
12746,RegionA,1032
15560,RegionA,1032
27546,RegionB,1032
34835,RegionC,1032
42518,RegionF,1032
2117,RegionC,1033
10518,RegionB,1033
33664,RegionA,1033
37868,RegionA,1033
39663,RegionC,1033
47091,RegionA,1033
1520,RegionC,1034
6530,RegionB,1034
24975,RegionB,1034
34284,RegionC,1034
43014,RegionB,1034
46341,RegionC,1034
49355,RegionA,1034
14643,RegionB,1035
21158,RegionC,1035
21219,RegionE,1035
21439,RegionB,1035
26026,RegionC,1035
27360,RegionA,1035
32711,RegionD,1035
36405,RegionA,1035
36440,RegionB,1035
41546,RegionC,1035
42644,RegionA,1035
44678,RegionA,1035
12054,RegionC,1036
19707,RegionB,1036
21011,RegionA,1036
23956,RegionA,1037
31514,RegionB,1037
45267,RegionA,1037
4311,RegionA,1038
8704,RegionA,1038
11862,RegionB,1038
17194,RegionA,1038
24848,RegionA,1038
32266,RegionA,1038
32953,RegionC,1038
38788,RegionB,1038
12644,RegionC,1039
13196,RegionC,1039
16419,RegionA,1039
40743,RegionB,1039
45462,RegionC,1039
48239,RegionA,1039
9816,RegionB,1040
16183,RegionA,1040
33950,RegionC,1040
45527,RegionC,1040
2335,RegionA,1041
5473,RegionB,1041
15753,RegionC,1041
15949,RegionB,1041
24816,RegionA,1041
33961,RegionB,1041
42609,RegionC,1041
49801,RegionA,1041
2634,RegionC,1042
10667,RegionA,1042
22303,RegionA,1042
26816,RegionA,1042
34333,RegionA,1042
42328,RegionA,1042
47034,RegionB,1042
8880,RegionC,1043
18823,RegionC,1043
21935,RegionA,1043
23325,RegionA,1043
25165,RegionB,1043
25573,RegionC,1043
30898,RegionB,1043
48533,RegionF,1043
22351,RegionB,1044
49702,RegionA,1044
7802,RegionB,1045
20317,RegionB,1045
20522,RegionC,1045
26154,RegionA,1045
27088,RegionC,1045
35572,RegionA,1045
37422,RegionA,1045
44040,RegionA,1045
44981,RegionB,1045
47204,RegionB,1045
49649,RegionA,1045
772,RegionC,1046
3115,RegionA,1046
4683,RegionA,1046
10529,RegionA,1046
23948,RegionF,1046
32595,RegionA,1046
36948,RegionC,1046
37376,RegionA,1046
38151,RegionA,1046
39537,RegionB,1046
43855,RegionC,1046
47150,RegionA,1046
8717,RegionA,1047
13865,RegionC,1047
22282,RegionA,1047
25098,RegionA,1047
27426,RegionA,1047
27613,RegionC,1047
29255,RegionA,1047
32354,RegionB,1047
33918,RegionD,1047
36661,RegionA,1047
37473,RegionC,1047
806,RegionF,1048
5725,RegionC,1048
7518,RegionA,1048
7597,RegionA,1048
14708,RegionB,1048
14725,RegionE,1048
17314,RegionB,1048
28533,RegionF,1048
33497,RegionC,1048
43710,RegionC,1048
47048,RegionB,1048
3041,RegionC,1049
8572,RegionD,1049
29222,RegionA,1049
31585,RegionA,1049
34143,RegionA,1049
36406,RegionA,1049
37700,RegionB,1049
47631,RegionB,1049
36700,RegionA,1050
19712,RegionA,1051
36247,RegionF,1051
49088,RegionB,1051
622,RegionE,1052
13000,RegionF,1052
16011,RegionA,1052
18510,RegionF,1052
45123,RegionA,1052
11088,RegionB,1053
16697,RegionB,1053
19471,RegionB,1053
21091,RegionB,1053
22181,RegionB,1053
27454,RegionB,1053
36136,RegionA,1053
48481,RegionA,1053
16296,RegionB,1054
21519,RegionC,1054
22488,RegionB,1054
23622,RegionA,1054
30405,RegionB,1054
34433,RegionB,1054
39035,RegionA,1054
5327,RegionA,1055
20452,RegionA,1055
29001,RegionA,1055
39783,RegionA,1055
43239,RegionD,1055
11097,RegionC,1056
14900,RegionB,1056
22713,RegionC,1056
29923,RegionC,1056
2599,RegionA,1057
3599,RegionC,1057
7174,RegionC,1057
16421,RegionB,1057
16596,RegionA,1057
19099,RegionC,1057
21724,RegionE,1057
27671,RegionB,1057
35392,RegionB,1057
47216,RegionA,1057
4189,RegionC,1058
31671,RegionB,1058
32022,RegionC,1058
32622,RegionA,1058
40333,RegionC,1058
40408,RegionA,1058
40885,RegionA,1058
40931,RegionA,1058
48044,RegionB,1058
1537,RegionB,1059
2103,RegionC,1059
2156,RegionC,1059
12850,RegionA,1059
19173,RegionA,1059
21641,RegionA,1059
28701,RegionB,1059
31501,RegionB,1059
34998,RegionB,1059
13447,RegionA,1060
14985,RegionB,1060
30342,RegionC,1060
5339,RegionA,1061
6709,RegionD,1061
18340,RegionA,1061
21607,RegionA,1061
23147,RegionC,1061
38870,RegionC,1061
45346,RegionA,1061
45479,RegionB,1061
4431,RegionB,1062
5264,RegionB,1062
5996,RegionA,1062
7485,RegionA,1062
11807,RegionA,1062
3947,RegionC,1063
4780,RegionC,1063
9602,RegionE,1063
15736,RegionA,1063
17394,RegionC,1063
23763,RegionC,1063
32283,RegionC,1063
32910,RegionA,1063
36419,RegionA,1063
45235,RegionA,1063
7462,RegionC,1064
31177,RegionA,1064
34541,RegionC,1064
35093,RegionA,1064
45354,RegionA,1064
16489,RegionC,1065
17080,RegionE,1065
22436,RegionB,1065
24616,RegionC,1065
25010,RegionC,1065
26226,RegionA,1065
35165,RegionA,1065
37020,RegionC,1065
37198,RegionE,1065
38492,RegionA,1065
39808,RegionC,1065
46153,RegionA,1065
4317,RegionA,1066
24035,RegionA,1066
26053,RegionD,1066
27461,RegionB,1066
28885,RegionB,1066
29910,RegionD,1066
34360,RegionA,1066
36960,RegionC,1066
41626,RegionA,1066
44580,RegionA,1066
11424,RegionC,1067
14650,RegionB,1067
14994,RegionE,1067
31493,RegionA,1067
38966,RegionB,1067
40585,RegionA,1067
1370,RegionF,1068
30346,RegionB,1068
35284,RegionA,1068
37577,RegionC,1068
41098,RegionB,1068
46278,RegionA,1068
49508,RegionB,1068
234,RegionC,1069
7258,RegionB,1069
11804,RegionB,1069
17083,RegionB,1069
21317,RegionD,1069
25498,RegionA,1069
26799,RegionB,1069
30688,RegionB,1069
37382,RegionA,1069
44576,RegionC,1069
46388,RegionF,1069
47852,RegionA,1069
48732,RegionA,1069
6398,RegionB,1070
9647,RegionC,1070
23209,RegionA,1070
42988,RegionB,1070
43420,RegionB,1070
1236,RegionB,1071
2284,RegionA,1071
15379,RegionC,1071
20028,RegionB,1071
23440,RegionB,1071
23702,RegionB,1071
31355,RegionA,1071
42733,RegionC,1071
44746,RegionC,1071
48588,RegionB,1071
198,RegionA,1072
1007,RegionB,1072
4273,RegionB,1072
4895,RegionB,1072
22378,RegionB,1072
27000,RegionA,1072
30289,RegionC,1072
31995,RegionC,1072
32070,RegionA,1072
32937,RegionB,1072
49258,RegionB,1072
1743,RegionC,1073
16690,RegionB,1073
19854,RegionC,1073
27849,RegionC,1073
40335,RegionA,1073
40509,RegionC,1073
41601,RegionA,1073
47470,RegionD,1073
1581,RegionA,1074
13405,RegionC,1074
13575,RegionB,1074
26442,RegionA,1074
26995,RegionB,1074
34113,RegionC,1074
47978,RegionB,1074
48911,RegionB,1074
8818,RegionB,1075
15049,RegionA,1075
15612,RegionA,1075
17717,RegionA,1075
17852,RegionC,1075
18386,RegionA,1075
18551,RegionA,1075
25555,RegionF,1075
31725,RegionB,1075
34167,RegionC,1075
34349,RegionB,1075
34435,RegionC,1075
35079,RegionD,1075
48642,RegionB,1075
7583,RegionA,1076
8617,RegionC,1076
8778,RegionA,1076
26239,RegionA,1076
34909,RegionA,1076
41242,RegionB,1076
45298,RegionC,1076
25945,RegionB,1077
27756,RegionB,1077
8376,RegionA,1078
12518,RegionB,1078
28211,RegionC,1078
43551,RegionB,1078
49926,RegionA,1078
11363,RegionB,1079
20168,RegionC,1079
38943,RegionF,1079
42336,RegionA,1079
44022,RegionA,1079
14744,RegionC,1080
17048,RegionA,1080
17816,RegionA,1080
21839,RegionB,1080
23874,RegionC,1080
25063,RegionF,1080
25454,RegionB,1080
27648,RegionA,1080
35873,RegionE,1080
40233,RegionB,1080
192,RegionB,1081
26802,RegionA,1081
42372,RegionC,1081
3547,RegionC,1082
6955,RegionB,1082
9360,RegionA,1082
16097,RegionA,1082
17216,RegionC,1082
21328,RegionB,1082
39721,RegionB,1082
186,RegionB,1083
630,RegionA,1083
12845,RegionA,1083
26106,RegionF,1083
26986,RegionA,1083
29323,RegionB,1083
31604,RegionA,1083
33963,RegionC,1083
38363,RegionB,1083
39441,RegionD,1083
43065,RegionB,1083
44097,RegionC,1083
52,RegionA,1084
10630,RegionC,1084
16025,RegionA,1084
29172,RegionB,1084
33568,RegionB,1084
10039,RegionB,1085
11821,RegionA,1085
24494,RegionA,1085
27724,RegionB,1085
45857,RegionA,1085
6357,RegionA,1086
10326,RegionA,1086
16460,RegionB,1086
22208,RegionC,1086
26111,RegionC,1086
36100,RegionB,1086
36992,RegionB,1086
37115,RegionA,1086
37370,RegionA,1086
46751,RegionA,1086
49163,RegionA,1086
49601,RegionC,1086
169,RegionC,1087
9103,RegionC,1087
20501,RegionB,1087
33577,RegionE,1087
38694,RegionA,1087
41145,RegionC,1087
10166,RegionE,1088
10632,RegionF,1088
28522,RegionA,1088
48372,RegionB,1088
49473,RegionA,1088
10509,RegionA,1089
30367,RegionB,1089
47885,RegionA,1089
3084,RegionA,1090
4286,RegionB,1090
22460,RegionA,1090
28226,RegionA,1090
36694,RegionA,1090
43028,RegionC,1090
47220,RegionC,1090
47794,RegionA,1090
14769,RegionC,1091
18091,RegionA,1091
33393,RegionC,1091
33644,RegionA,1091
34157,RegionB,1091
34695,RegionB,1091
34809,RegionC,1091
36158,RegionB,1091
35776,RegionA,1092
39540,RegionF,1092
2382,RegionA,1093
19147,RegionA,1093
28039,RegionC,1093
35631,RegionA,1093
8639,RegionA,1094
9173,RegionB,1094
19392,RegionB,1094
23688,RegionB,1094
31944,RegionF,1094
45949,RegionA,1094
49267,RegionC,1094
740,RegionE,1095
23551,RegionB,1095
24901,RegionA,1095
40843,RegionB,1095
5759,RegionA,1096
9469,RegionC,1096
10896,RegionA,1096
14747,RegionA,1096
15760,RegionC,1096
23726,RegionA,1096
31621,RegionC,1096
42043,RegionB,1096
45011,RegionA,1096
47492,RegionA,1096
48462,RegionA,1096
48834,RegionC,1096
1459,RegionB,1097
1624,RegionC,1097
4476,RegionB,1097
13863,RegionB,1097
17028,RegionA,1097
17399,RegionB,1097
22318,RegionB,1097
26938,RegionC,1097
28231,RegionE,1097
30430,RegionA,1097
6989,RegionB,1098
34501,RegionC,1098
40393,RegionA,1098
47510,RegionA,1098
1345,RegionA,1099
6907,RegionA,1099
35585,RegionA,1099
39865,RegionB,1099
1772,RegionA,1100
2020,RegionA,1100
13479,RegionF,1100
17419,RegionC,1100
18809,RegionB,1100
27139,RegionB,1100
37258,RegionA,1100
41115,RegionA,1100
43353,RegionA,1100
45654,RegionA,1100
16016,RegionC,1101
48192,RegionF,1101
49389,RegionB,1101
4705,RegionB,1102
5896,RegionE,1102
14303,RegionB,1102
17372,RegionB,1102
26314,RegionC,1102
38477,RegionE,1102
49877,RegionC,1102
4699,RegionB,1103
5477,RegionA,1103
23170,RegionB,1103
32377,RegionF,1103
37610,RegionC,1103
44887,RegionA,1103
49941,RegionB,1103
20673,RegionC,1104
21383,RegionE,1104
23706,RegionA,1104
24700,RegionB,1104
40479,RegionA,1104
40630,RegionA,1104
49686,RegionC,1104
2779,RegionC,1105
3190,RegionB,1105
5884,RegionA,1105
6343,RegionA,1105
6942,RegionB,1105
12662,RegionB,1105
22737,RegionB,1105
43487,RegionC,1105
44005,RegionC,1105
5486,RegionB,1106
17012,RegionB,1106
19761,RegionC,1106
45489,RegionD,1106
48126,RegionE,1106
13322,RegionA,1107
26269,RegionC,1107
29294,RegionF,1107
30535,RegionA,1107
37466,RegionC,1107
42614,RegionB,1107
42664,RegionA,1107
43642,RegionA,1107
46501,RegionA,1107
6586,RegionA,1108
12199,RegionC,1108
18504,RegionA,1108
19230,RegionC,1108
29562,RegionC,1108
32571,RegionB,1108
45199,RegionC,1108
47352,RegionE,1108
47495,RegionC,1108
49351,RegionC,1108
11881,RegionB,1109
13329,RegionA,1109
16658,RegionB,1109
19208,RegionB,1109
22394,RegionA,1109
25506,RegionB,1109
37890,RegionB,1109
22601,RegionB,1110
28594,RegionA,1110
32741,RegionB,1110
37059,RegionC,1110
38958,RegionA,1110
7512,RegionA,1111
18697,RegionB,1111
20641,RegionC,1111
28949,RegionB,1111
33087,RegionA,1111
37082,RegionA,1111
303,RegionA,1112
10694,RegionB,1112
13618,RegionA,1112
20851,RegionC,1112
25291,RegionC,1112
45827,RegionB,1112
8640,RegionA,1113
15396,RegionA,1113
23536,RegionA,1113
27963,RegionA,1113
37865,RegionB,1113
14871,RegionA,1114
17017,RegionB,1114
26270,RegionF,1114
33826,RegionC,1114
40596,RegionF,1114
45759,RegionA,1114
48014,RegionC,1114
189,RegionE,1115
6939,RegionF,1115
9005,RegionE,1115
19024,RegionA,1115
23378,RegionA,1115
27394,RegionA,1115
35889,RegionB,1115
48638,RegionF,1115
49237,RegionA,1115
3953,RegionC,1116
8134,RegionA,1116
32239,RegionE,1116
32658,RegionC,1116
39185,RegionC,1116
41041,RegionC,1116
45074,RegionC,1116
45638,RegionB,1116
49020,RegionA,1116
8319,RegionB,1117
14310,RegionC,1117
23966,RegionC,1117
29893,RegionA,1117
19316,RegionC,1118
19714,RegionB,1118
19960,RegionA,1118
20441,RegionB,1118
22042,RegionB,1118
32524,RegionB,1118
42128,RegionB,1118
24439,RegionC,1119
28013,RegionC,1119
30950,RegionB,1119
37270,RegionE,1119
41335,RegionB,1119
48901,RegionA,1119
3376,RegionC,1120
5493,RegionB,1120
9262,RegionA,1120
17961,RegionA,1120
46686,RegionB,1120
47888,RegionB,1120
3679,RegionF,1121
5629,RegionA,1121
5992,RegionB,1121
15120,RegionA,1121
27064,RegionA,1121
31428,RegionA,1121
33734,RegionC,1121
33856,RegionB,1121
36614,RegionD,1121
41086,RegionC,1121
1685,RegionA,1122
4240,RegionB,1122
27757,RegionC,1122
32607,RegionA,1122
34429,RegionC,1122
37726,RegionB,1122
41183,RegionB,1122
425,RegionD,1123
8605,RegionE,1123
14605,RegionC,1123
19731,RegionA,1123
22312,RegionB,1123
29120,RegionB,1123
29633,RegionC,1123
30152,RegionC,1123
36478,RegionA,1123
42321,RegionE,1123
43112,RegionB,1123
44161,RegionB,1123
49428,RegionB,1123
3282,RegionB,1124
7040,RegionB,1124
16830,RegionC,1124
28503,RegionB,1124
35933,RegionA,1124
37070,RegionB,1124
46222,RegionC,1124
48681,RegionB,1124
14453,RegionB,1125
15276,RegionE,1125
41175,RegionA,1125
2,RegionB,1126
7098,RegionA,1126
18633,RegionC,1126
40013,RegionA,1126
45760,RegionA,1126
9543,RegionE,1127
21542,RegionA,1127
29509,RegionC,1127
33201,RegionB,1127
49422,RegionB,1127
49753,RegionE,1127
6298,RegionA,1128
7860,RegionB,1128
10411,RegionA,1128
24401,RegionA,1128
31706,RegionC,1128
34021,RegionB,1128
38743,RegionB,1128
42221,RegionC,1128
37279,RegionA,1129
40270,RegionA,1129
42312,RegionB,1129
49221,RegionC,1129
2928,RegionB,1130
3032,RegionB,1130
5662,RegionA,1130
6288,RegionC,1130
8002,RegionA,1130
36750,RegionC,1130
37549,RegionB,1130
49850,RegionC,1130
530,RegionD,1131
13052,RegionD,1131
20908,RegionB,1131
29232,RegionB,1131
29442,RegionB,1131
41852,RegionB,1131
48095,RegionA,1131
6694,RegionB,1132
21814,RegionC,1132
21881,RegionC,1132
32795,RegionC,1132
34657,RegionB,1132
39851,RegionB,1132
47959,RegionB,1132
5270,RegionB,1133
19892,RegionC,1133
20124,RegionA,1133
25690,RegionB,1133
31459,RegionA,1133
32620,RegionA,1133
35381,RegionE,1133
47354,RegionA,1133
1721,RegionB,1134
11333,RegionC,1134
12589,RegionA,1134
26356,RegionA,1134
27085,RegionA,1134
30554,RegionA,1134
32895,RegionE,1134
38044,RegionE,1134
298,RegionB,1135
1649,RegionB,1135
3596,RegionA,1135
17555,RegionB,1135
24243,RegionE,1135
28833,RegionC,1135
39617,RegionC,1135
44266,RegionB,1135
45486,RegionB,1135
49519,RegionA,1135
4010,RegionB,1136
4771,RegionB,1136
11319,RegionC,1136
15134,RegionA,1136
16208,RegionA,1136
19881,RegionF,1136
33988,RegionB,1136
37775,RegionD,1136
7074,RegionB,1137
12786,RegionA,1137
18710,RegionB,1137
21215,RegionB,1137
33694,RegionC,1137
3893,RegionB,1138
4795,RegionA,1138
11873,RegionA,1138
14589,RegionA,1138
24307,RegionC,1138
32981,RegionA,1138
41694,RegionB,1138
43575,RegionA,1138
5154,RegionC,1139
10339,RegionA,1139
16084,RegionA,1139
21484,RegionB,1139
23523,RegionA,1139
37770,RegionA,1139
39407,RegionC,1139
47344,RegionC,1139
113,RegionB,1140
132,RegionA,1140
1575,RegionA,1140
5977,RegionA,1140
7836,RegionC,1140
11041,RegionA,1140
40880,RegionA,1140
43949,RegionA,1140
45735,RegionB,1140
6828,RegionA,1141
12717,RegionC,1141
15500,RegionA,1141
26476,RegionB,1141
44319,RegionB,1141
45437,RegionF,1141
46948,RegionA,1141
382,RegionB,1142
7153,RegionB,1142
10863,RegionA,1142
23161,RegionA,1142
33447,RegionA,1142
33536,RegionC,1142
38630,RegionA,1142
38752,RegionC,1142
41289,RegionB,1142
44486,RegionA,1142
6649,RegionC,1143
16122,RegionD,1143
20473,RegionA,1143
24865,RegionC,1143
24965,RegionA,1143
32869,RegionA,1143
44420,RegionE,1143
49414,RegionA,1143
7799,RegionA,1144
15146,RegionA,1144
16243,RegionB,1144
16721,RegionA,1144
28487,RegionE,1144
37100,RegionA,1144
38928,RegionC,1144
39231,RegionC,1144
40345,RegionC,1144
47661,RegionA,1144
10101,RegionA,1145
15285,RegionA,1145
21578,RegionC,1145
28378,RegionA,1145
31022,RegionB,1145
31398,RegionC,1145
44321,RegionC,1145
47871,RegionA,1145
8613,RegionA,1146
9940,RegionB,1146
25458,RegionA,1146
34590,RegionB,1146
35922,RegionB,1146
7611,RegionB,1147
21172,RegionC,1147
32712,RegionA,1147
36186,RegionC,1147
3334,RegionB,1148
9520,RegionB,1148
11013,RegionA,1148
15794,RegionD,1148
21405,RegionA,1148
28957,RegionB,1148
39153,RegionF,1148
39880,RegionC,1148
49984,RegionA,1148
3747,RegionB,1149
22519,RegionA,1149
24661,RegionC,1149
26758,RegionB,1149
29344,RegionB,1149
36981,RegionC,1149
38803,RegionB,1149
46748,RegionC,1149
1906,RegionC,1150
3529,RegionA,1150
10780,RegionB,1150
16104,RegionA,1150
16818,RegionA,1150
23930,RegionA,1150
32645,RegionC,1150
6149,RegionB,1151
17640,RegionA,1151
25806,RegionA,1151
29427,RegionA,1151
35419,RegionC,1151
49836,RegionB,1151
1098,RegionB,1152
8568,RegionA,1152
12056,RegionA,1152
18611,RegionB,1152
30998,RegionC,1152
35352,RegionB,1152
47607,RegionC,1152
11419,RegionE,1153
35605,RegionA,1153
38060,RegionB,1153
41730,RegionC,1153
5786,RegionA,1154
15395,RegionA,1154
17110,RegionB,1154
18681,RegionA,1154
23885,RegionB,1154
29390,RegionB,1154
33715,RegionF,1154
40834,RegionA,1154
2891,RegionC,1155
10389,RegionD,1155
27138,RegionA,1155
38802,RegionB,1155
3413,RegionB,1156
13608,RegionC,1156
15451,RegionB,1156
17429,RegionA,1156
24526,RegionA,1156
43956,RegionA,1156
49904,RegionF,1156
20588,RegionC,1157
23728,RegionB,1157
23869,RegionE,1157
39739,RegionA,1157
41605,RegionC,1157
44345,RegionB,1157
44914,RegionA,1157
48436,RegionA,1157
533,RegionB,1158
4373,RegionC,1158
9477,RegionC,1158
22586,RegionB,1158
24721,RegionC,1158
29178,RegionA,1158
30003,RegionA,1158
35843,RegionB,1158
39062,RegionA,1158
39123,RegionB,1158
42303,RegionA,1158
42425,RegionC,1158
46238,RegionA,1158
6379,RegionB,1159
21889,RegionA,1159
39253,RegionA,1159
42581,RegionB,1159
49807,RegionA,1159
2636,RegionF,1160
3383,RegionC,1160
5361,RegionB,1160
6478,RegionC,1160
9451,RegionD,1160
12457,RegionA,1160
18638,RegionB,1160
28496,RegionA,1160
31250,RegionA,1160
15557,RegionC,1161
21034,RegionC,1161
21319,RegionA,1161
33875,RegionB,1161
15014,RegionA,1162
30546,RegionC,1162
36606,RegionC,1162
41866,RegionB,1162
42332,RegionB,1162
2840,RegionA,1163
4889,RegionB,1163
16365,RegionE,1163
35684,RegionA,1163
3271,RegionC,1164
12053,RegionB,1164
13779,RegionC,1164
16305,RegionC,1164
26774,RegionC,1164
36852,RegionA,1164
39180,RegionA,1164
2806,RegionC,1165
9176,RegionA,1165
10391,RegionA,1165
17632,RegionA,1165
18946,RegionB,1165
19688,RegionB,1165
20656,RegionA,1165
20966,RegionB,1165
24400,RegionD,1165
26039,RegionC,1165
33365,RegionB,1165
44260,RegionB,1165
9888,RegionB,1166
15204,RegionF,1166
18384,RegionC,1166
22043,RegionB,1166
25994,RegionD,1166
26418,RegionB,1166
30060,RegionC,1166
38828,RegionB,1166
46253,RegionB,1166
894,RegionB,1167
2512,RegionA,1167
6197,RegionC,1167
7337,RegionB,1167
9354,RegionA,1167
13880,RegionA,1167
18573,RegionB,1167
20346,RegionC,1167
27093,RegionB,1167
42812,RegionC,1167
43524,RegionB,1167
45190,RegionA,1167
5649,RegionA,1168
27302,RegionA,1168
30539,RegionC,1168
33250,RegionA,1168
36975,RegionE,1168
43534,RegionC,1168
1009,RegionE,1169
10438,RegionB,1169
14831,RegionA,1169
25336,RegionB,1169
25868,RegionC,1169
26522,RegionB,1169
28779,RegionB,1169
46343,RegionA,1169
302,RegionA,1170
5532,RegionB,1170
11988,RegionC,1170
25453,RegionB,1170
28074,RegionA,1170
43255,RegionA,1170
29023,RegionC,1171
24387,RegionD,1172
43104,RegionA,1172
46773,RegionC,1172
2383,RegionB,1173
3371,RegionA,1173
9148,RegionC,1173
32090,RegionA,1173
43807,RegionB,1173
8215,RegionB,1174
12827,RegionB,1174
22616,RegionE,1174
26110,RegionB,1174
42030,RegionB,1174
909,RegionC,1175
1281,RegionB,1175
11777,RegionB,1175
26955,RegionB,1175
27840,RegionA,1175
31630,RegionA,1175
33065,RegionC,1175
38188,RegionC,1175
39792,RegionB,1175
2726,RegionC,1176
9450,RegionC,1176
11554,RegionB,1176
25909,RegionE,1176
28026,RegionC,1176
28297,RegionA,1176
34696,RegionB,1176
37701,RegionB,1176
567,RegionB,1177
12274,RegionA,1177
15518,RegionC,1177
23372,RegionA,1177
3935,RegionA,1178
10480,RegionC,1178
16928,RegionC,1178
44368,RegionA,1178
511,RegionA,1179
6823,RegionA,1179
17475,RegionA,1179
21602,RegionA,1179
21876,RegionA,1179
30501,RegionA,1179
35103,RegionB,1179
38488,RegionB,1179
43940,RegionC,1179
459,RegionA,1180
21921,RegionF,1180
24174,RegionB,1180
6826,RegionC,1181
13031,RegionC,1181
14774,RegionB,1181
19233,RegionA,1181
20341,RegionA,1181
30751,RegionA,1181
35740,RegionC,1181
48574,RegionA,1181
49023,RegionC,1181
10930,RegionB,1182
16055,RegionC,1182
24339,RegionB,1182
35032,RegionC,1182
36695,RegionA,1182
46438,RegionB,1182
47950,RegionA,1182
49948,RegionC,1182
12177,RegionB,1183
37504,RegionB,1183
45103,RegionA,1183
10679,RegionA,1184
13949,RegionB,1184
14703,RegionB,1184
22000,RegionA,1184
31910,RegionC,1184
32265,RegionD,1184
48639,RegionA,1184
1207,RegionA,1185
25493,RegionB,1185
28271,RegionA,1185
31560,RegionB,1185
35996,RegionC,1185
9727,RegionA,1186
13773,RegionC,1186
14785,RegionA,1186
20378,RegionC,1186
24177,RegionD,1186
45042,RegionC,1186
2476,RegionB,1187
3956,RegionA,1187
6053,RegionD,1187
6560,RegionA,1187
18988,RegionC,1187
19925,RegionC,1187
24011,RegionB,1187
40576,RegionE,1187
4294,RegionC,1188
7017,RegionC,1188
23272,RegionE,1188
32989,RegionA,1188
36788,RegionB,1188
40100,RegionB,1188
44054,RegionA,1188
17662,RegionC,1189
2505,RegionA,1190
4403,RegionB,1190
5960,RegionC,1190
8955,RegionA,1190
23745,RegionA,1190
24881,RegionA,1190
30056,RegionA,1190
41374,RegionB,1190
2544,RegionE,1191
5340,RegionA,1191
6393,RegionC,1191
6730,RegionA,1191
6898,RegionC,1191
24656,RegionE,1191
27703,RegionB,1191
29339,RegionC,1191
30044,RegionA,1191
30392,RegionB,1191
36098,RegionA,1191
3211,RegionB,1192
13192,RegionA,1192
14271,RegionC,1192
20925,RegionA,1192
27242,RegionA,1192
30553,RegionD,1192
44739,RegionB,1192
48745,RegionA,1192
20141,RegionB,1193
38226,RegionC,1193
1837,RegionA,1194
34802,RegionC,1194
37502,RegionA,1194
40927,RegionB,1194
44803,RegionA,1194
2008,RegionA,1195
5708,RegionA,1195
8178,RegionC,1195
14898,RegionA,1195
42205,RegionA,1195
42298,RegionB,1195
48194,RegionA,1195
4524,RegionC,1196
21028,RegionC,1196
35790,RegionA,1196
36130,RegionA,1196
7479,RegionA,1197
7913,RegionB,1197
9281,RegionA,1197
21184,RegionB,1197
31333,RegionC,1197
37144,RegionC,1197
12354,RegionB,1198
34088,RegionC,1198
37774,RegionC,1198
3280,RegionA,1199
8091,RegionB,1199
10624,RegionC,1199
21645,RegionD,1199
25172,RegionB,1199
40658,RegionB,1199
46179,RegionA,1199
5268,RegionA,1200
8983,RegionB,1200
9930,RegionE,1200
17465,RegionC,1200
32944,RegionB,1200
33493,RegionA,1200
44950,RegionC,1200
953,RegionB,1201
4488,RegionA,1201
6790,RegionA,1201
25572,RegionB,1201
34483,RegionA,1201
39270,RegionC,1201
45585,RegionB,1201
73,RegionA,1202
4081,RegionA,1202
10381,RegionC,1202
10835,RegionD,1202
23578,RegionB,1202
31144,RegionA,1202
33767,RegionD,1202
42213,RegionB,1202
2154,RegionB,1203
23009,RegionC,1203
26359,RegionB,1203
38292,RegionC,1203
42657,RegionA,1203
5080,RegionB,1204
6286,RegionB,1204
9061,RegionB,1204
10771,RegionA,1204
14989,RegionA,1204
