Hour,energy|RegionA|renewable_pred,energy|RegionA|renewable_actual,energy|RegionB|renewable_pred,energy|RegionB|renewable_actual,energy|RegionC|renewable_pred,energy|RegionC|renewable_actual,energy|RegionD|renewable_pred,energy|RegionD|renewable_actual,energy|RegionE|renewable_pred,energy|RegionE|renewable_actual,energy|RegionF|renewable_pred,energy|RegionF|renewable_actual,energy|RegionA|price_pred,energy|RegionA|price_actual,energy|RegionB|price_pred,energy|RegionB|price_actual,energy|RegionC|price_pred,energy|RegionC|price_actual,energy|RegionD|price_pred,energy|RegionD|price_actual,energy|RegionE|price_pred,energy|RegionE|price_actual,energy|RegionF|price_pred,energy|RegionF|price_actual,energy|RegionA|carbon_pred,energy|RegionA|carbon_actual,energy|RegionB|carbon_pred,energy|RegionB|carbon_actual,energy|RegionC|carbon_pred,energy|RegionC|carbon_actual,energy|RegionD|carbon_pred,energy|RegionD|carbon_actual,energy|RegionE|carbon_pred,energy|RegionE|carbon_actual,energy|RegionF|carbon_pred,energy|RegionF|carbon_actual,energy|RegionA|nonai_pred,energy|RegionA|nonai_actual,energy|RegionB|nonai_pred,energy|RegionB|nonai_actual,energy|RegionC|nonai_pred,energy|RegionC|nonai_actual,energy|RegionD|nonai_pred,energy|RegionD|nonai_actual,energy|RegionE|nonai_pred,energy|RegionE|nonai_actual,energy|RegionF|nonai_pred,energy|RegionF|nonai_actual
542,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,799.5278819094879,755.59,759.370093357098,724.11,729.4439351274141,703.12,474.6137856031591,451.25,411.5509968993677,398.78,448.096418631612,419.77,0.5889284671719356,0.5905,0.5508945522093964,0.5524,0.5223900473900989,0.5238,0.3989277767243761,0.4,0.2089571031872482,0.2095,0.24696950837357742,0.2476,323.8606297041206,317.314333,278.31922031757136,280.012,271.05211148999496,270.242,184.4305701503995,295.214667,172.38500144271546,235.362667,223.28027784961773,250.512
543,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,799.6915217114037,755.65,759.5071525236988,724.17,729.6048330172069,703.18,474.6904879114783,451.29,411.59142769063027,398.82,448.1689368493917,419.81,0.5941831193768209,0.5955,0.5557063215034033,0.5571,0.5269452812005213,0.5283,0.40245127245763035,0.4034,0.21075331660165408,0.2113,0.24908239482507386,0.2497,297.20197694257604,271.119333,255.43505916853445,273.034333,238.6275589115086,212.273,170.63348381968626,214.963333,148.5120195428354,207.509667,201.72963245715516,199.349
544,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,799.7774387473318,755.7,759.5917388354242,724.21,729.6184174637057,703.22,474.7781791523022,451.32,411.60402429962176,398.84,448.2194561340229,419.83,0.6016637414426168,0.6035,0.5626544931973105,0.5645,0.5336647624767455,0.5353,0.4076665599508391,0.4088,0.21343616703623394,0.2141,0.25237810945120875,0.2531,265.1837086681736,249.696667,234.57866917540426,247.462667,210.21967704222834,214.642333,116.86956721265062,162.091333,125.0801321723707,132.696667,164.14461048121402,124.917667
545,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,1139.2237586381818,1095.81,1085.2249902907402,1050.15,1046.4185795220892,1019.71,677.0153933125043,654.44,590.7112492055201,578.34,636.3833470652087,608.78,0.6122241462693143,0.6138,0.5727371179390938,0.5742,0.543140756725002,0.5445,0.41479530865160613,0.4158,0.21723485985088173,0.2178,0.25666602405276806,0.2574,246.56674070217286,226.774,219.81719455638734,227.978,199.00441468625198,198.317333,110.045494373297,140.446667,92.36075213436919,74.651333,129.3583699369863,132.342
546,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,1138.6360182637645,1095.84,1084.8972612632851,1050.18,1045.946974349145,1019.74,676.7175205225672,654.46,590.2922561503656,578.36,636.2740959127404,608.8,0.6238220622975245,0.6258,0.5835125749520147,0.5854,0.5533045683354065,0.5551,0.42249828853192994,0.4239,0.22127960498911928,0.222,0.26156681940570004,0.2624,242.6203025219494,230.750333,211.94019741772408,218.61,198.96045898321742,221.206,99.63591890723103,161.824333,82.94425460273746,53.826,135.72778683058704,141.49
547,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,1139.4633106011788,1095.84,1085.064489512265,1050.18,1046.2320508771256,1019.74,677.023527243449,654.46,590.5070912939161,578.36,636.4996719938958,608.8,0.6364215066012018,0.6386,0.5953011618786099,0.5974,0.5645470168538274,0.5665,0.431043927876585,0.4326,0.22579708592642803,0.2266,0.26687880383293927,0.2678,248.60180784230647,191.380667,213.17767458465536,227.479333,208.36170643042536,232.496667,120.48340242309433,77.826667,84.97719559958111,45.676667,148.84917442972002,170.386667
548,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,1138.4316267275283,1095.82,1084.0197865840128,1050.16,1044.680540114153,1019.72,676.4343027110442,654.45,589.8587366279148,578.35,635.8847148773648,608.79,0.6491283698605912,0.6514,0.6072863166166893,0.6094,0.5757895681180477,0.5778,0.4397833016375377,0.4413,0.2303008858556173,0.2311,0.2722384704922385,0.2732,247.28087668261313,236.476,228.5086407354666,233.398,223.77581649155465,228.543333,96.77688159312112,100.469,88.49877081622472,104.25,170.6249079245664,180.344667
549,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,1138.344120244576,1095.78,1084.0024088413657,1050.12,1044.6287204485322,1019.68,676.4375759697064,654.42,589.8197470661144,578.33,635.8823768162597,608.76,0.6609183224104834,0.6633,0.6183183419509843,0.6205,0.5861950983656411,0.5884,0.4477146808550554,0.4493,0.23452686628597408,0.2354,0.27719109503202927,0.2782,278.30773871634864,241.448,249.29268224259357,264.114,235.67162666394046,243.623333,141.70825490009048,177.097,105.10160891336668,122.746,181.55755241882815,204.045333
550,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,725.3455477769418,680.1,688.189140294277,651.76,660.3617202674943,632.87,430.57268597164006,406.17,372.3041010486053,358.94,407.1384833884093,377.83,0.6713272295524131,0.6735,0.6280067106469511,0.63,0.595513479300169,0.5974,0.4547266399472805,0.4562,0.2382234237167864,0.239,0.2814663323514985,0.2824,293.9793193642831,293.987667,274.33186645880716,257.42,261.2319254579042,267.31,179.8735556913245,195.57,117.27676072247161,146.573333,215.4163086803127,266.864
551,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,725.9769571183093,680.04,689.0726974617199,651.71,660.6791653776779,632.82,431.1314016070665,406.14,372.5196406748208,358.91,407.5444637629112,377.8,0.6789841082169699,0.6812,0.6351879621403345,0.6373,0.6023623812539891,0.6043,0.45998082114695515,0.4615,0.2408916400278408,0.2417,0.284762179772369,0.2857,327.2330966169219,287.56,291.49063163674674,300.858,288.4652887319194,292.522333,199.88041516040852,237.175333,137.59200619591746,217.480333,251.27071355809522,293.12
552,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,537.0742650670736,491.09,508.39326161189933,470.63,485.0298636703317,456.99,318.16599199432386,293.29,273.3194054245121,259.19,302.35173963313343,272.83,0.6835249605000612,0.686,0.6394601203349437,0.6418,0.6063397908072536,0.6086,0.46303578762437175,0.4647,0.242513623340393,0.2434,0.28664897153293356,0.2877,355.8729902251896,315.507,325.6383835612823,358.99,320.0856070848435,326.126,224.31010442630298,255.445,188.72585407659193,304.992667,288.33358211156167,285.391333
553,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,536.3616994495194,491.04,507.8245737998368,470.58,484.4128827710094,456.94,317.89441310871894,293.26,272.887597469795,259.16,302.06372417216494,272.8,0.6843885408452778,0.6876,0.6402089218374237,0.6432,0.6070694006635218,0.6099,0.4636165242207591,0.4658,0.24283877645496532,0.244,0.2869652861585006,0.2883,377.2702898013049,331.818,359.4969078075833,346.168333,346.4068131094664,382.612333,254.61889798400273,294.02,234.05353948410956,359.509333,308.61434999873626,303.94
554,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,536.0600568725592,490.97,507.32423137126347,470.51,484.1323105636472,456.87,317.68993380755063,293.22,272.71054742723635,259.12,301.92112246935744,272.76,0.6831788831552322,0.6857,0.6390477191174677,0.6414,0.6059950146259144,0.6083,0.4627676914513115,0.4645,0.24238804132939798,0.2433,0.2864419753261729,0.2875,387.5526827346614,372.414,357.445578465332,381.390667,370.8456837016489,386.521333,282.602152257783,315.828667,277.90945489278374,362.236667,321.8750673212873,367.354667
555,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,536.4042633441057,490.89,507.7484832204472,470.44,484.49032752550426,456.8,317.9156780009081,293.17,272.90610069900515,259.08,302.12801239491097,272.72,0.6779739988454757,0.6805,0.6342134074248633,0.6366,0.6014312079115571,0.6037,0.4592942521968307,0.461,0.24057686967696404,0.2415,0.28433398282863476,0.2854,407.0148329125486,378.221333,372.60148013986964,373.657333,372.35380850249584,369.99,323.7451296683551,322.899333,299.94545597785583,415.353333,363.82101644390406,327.326
556,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,536.3922156223213,490.81,507.693592084865,470.36,484.5357631279148,456.72,317.8847883433281,293.12,272.9538705329913,259.04,302.09488941640797,272.67,0.66953718197866,0.6724,0.6263370674863318,0.629,0.5940081119066956,0.5965,0.4535792737438673,0.4555,0.23756833133163582,0.2386,0.28080425777093104,0.282,409.64180105325505,381.878667,369.50039442739893,361.629333,360.6699870463307,385.58,336.244493072391,341.788,325.9434959803376,377.88,357.56064132474086,295.105333
557,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,536.1774432277141,490.71,507.3791223621154,470.26,484.35808987121953,456.63,317.7338377246578,293.06,272.82763736720744,258.99,302.0519857145075,272.62,0.6590230539748739,0.6618,0.6164925969852718,0.6191,0.584663753729758,0.5871,0.44645530641340087,0.4483,0.2338508719330557,0.2348,0.2763367948649168,0.2775,413.7078301459348,381.432,362.40706717259314,365.752,372.7020356731321,373.168333,352.9350026960077,373.346667,327.1946126628563,399.36,351.4467668164353,323.626333
558,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,535.6857357281325,490.61,506.9446822338844,470.16,484.1223145087525,456.54,317.41711644147756,293.0,272.6571310651228,258.93,301.81587481964533,272.56,0.64680413675484,0.6496,0.6050832290838111,0.6077,0.5737602470806042,0.5763,0.43814898457266166,0.44,0.22952313648754796,0.2305,0.271223060092469,0.2724,412.72123016728034,377.510667,365.7484277697989,380.289667,362.01714496341464,372.24,358.435737801763,396.685333,341.970354057623,378.924,348.5154219384703,370.925333
559,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,798.9149937323448,754.6,758.6858813674826,723.16,728.5121581178496,702.2,474.4344353189769,450.67,410.9660029464728,398.26,447.9196984533259,419.22,0.6332943933381946,0.6364,0.5924384487820067,0.5954,0.5618084339737757,0.5646,0.4289544597381847,0.4311,0.224705130736893,0.2258,0.26560671125420304,0.2669,405.3977298634518,373.238667,377.0794448017324,378.0,363.5105799087209,369.629333,356.8758110968377,429.347333,332.2980525970428,400.377667,357.04479404463694,354.471333
560,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,797.9105351723967,754.42,757.5537456670104,722.98,727.7273019452105,702.03,473.7138500857049,450.55,410.58970814247493,398.16,447.2775657604213,419.12,0.6200959450307724,0.6233,0.5800775653777062,0.5831,0.5501146202539164,0.5529,0.4200349367937543,0.4222,0.2199980725739351,0.2212,0.2600693098543465,0.2614,402.9313189017715,388.942,373.92667549432963,378.869333,360.7538365179626,358.642,353.153176793712,405.913333,329.0914261720711,395.304667,341.49982211211795,359.393
561,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,798.082436390207,754.21,757.7141414271457,722.79,727.9543551663618,701.84,473.73147773503143,450.43,410.8439876605263,398.06,447.31774624124625,419.01,0.6071962835612854,0.6109,0.5681082219429241,0.5715,0.5387308179368835,0.542,0.41150865024562494,0.4139,0.21553725859214565,0.2168,0.2547206430127679,0.2562,415.4289047717341,391.602,373.3817118328505,385.783333,351.70718507056665,355.749333,344.9821751037507,414.490667,309.19979246333196,365.45,335.41162789687354,339.379333
562,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,798.117080724332,754.0,757.7230722594788,722.58,728.0364570569119,701.64,473.73913498655895,450.3,410.8483431632665,397.94,447.263715829087,418.89,0.5968261900427401,0.6003,0.5584223760617313,0.5616,0.5295319832294114,0.5325,0.404481044239212,0.4067,0.21177212109636656,0.213,0.25023108518864745,0.2517,414.8440914665951,374.548,376.8747854726385,384.312333,349.7493046477404,363.917333,319.75383062468313,334.904,276.4629768622929,335.006,320.3210531397771,371.354
563,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,798.1297132015538,753.77,757.8236855758303,722.36,728.1696512119884,701.43,473.75343580000543,450.17,410.94632565150914,397.82,447.3252047155298,418.76,0.5888676724665594,0.592,0.5504011208205934,0.5538,0.5222890647433831,0.5252,0.39889143558532014,0.401,0.20889291821448008,0.2101,0.24672799069628398,0.2483,382.11916048256836,345.886667,364.0989057375128,359.824667,348.62441298871966,356.451667,270.0034989218596,264.943333,246.29735831813247,332.594667,294.6111658290304,370.842667
564,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,798.0944294765303,753.53,757.7503844170627,722.13,728.136594332965,701.2,473.71325814769295,450.03,410.9438098958087,397.7,447.2595190011381,418.63,0.5833033751991734,0.5866,0.5454706896075531,0.5488,0.5171096509112256,0.5204,0.3950131862550259,0.3974,0.20691093605210123,0.2082,0.24456576079317346,0.246,351.69092205918645,332.142667,328.6367255492732,340.542,329.2524973192651,314.372,242.87081338396848,238.774667,224.4016909874547,305.97,275.8123928929658,299.754
565,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,797.9626173364749,753.28,757.5887439566433,721.89,728.0882687577777,700.97,473.40695998656327,449.88,410.8966147496065,397.56,447.1147520885762,418.49,0.5803089668338288,0.5845,0.5429865160866095,0.5468,0.5150371436471377,0.5185,0.3932457720540604,0.396,0.2059962189724179,0.2074,0.24337196561620839,0.2451,336.20084070959456,318.234333,312.74824956704146,338.809333,301.8626677194889,309.989333,182.49874293053028,194.414,203.03684708296078,259.383333,238.49643374043225,257.804667
566,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,797.7448180446254,753.02,757.4699024622711,721.64,727.802323336228,700.72,473.30561446572653,449.72,410.7487983266028,397.43,447.0096877168478,418.34,0.5819739835380777,0.5857,0.5441020494961811,0.5479,0.5159835013352769,0.5196,0.394010899771408,0.3968,0.20642114349454949,0.2078,0.24380444514711358,0.2456,322.73090542406766,270.850667,299.47161615535737,308.247,283.15368656395907,294.293,139.76381561229863,156.249,172.51805275565266,265.131,212.64467686049716,258.833
567,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,797.6089462862418,752.74,757.3576650550548,721.38,727.8029573342666,700.47,473.2198712065149,449.55,410.721423313005,397.28,446.9137861917932,418.19,0.5862058014190125,0.5902,0.5483803489443585,0.5521,0.5199590606720659,0.5236,0.39707775758313346,0.3998,0.20798538171026032,0.2094,0.24578704898231676,0.2475,285.17408707695995,244.692333,269.0438626903872,293.576667,256.17778160452906,279.268333,107.39686566694172,100.394,160.76732013006534,245.675333,196.31397731005546,236.918
568,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,797.3145096217701,752.46,757.1386047622159,721.11,727.592871619185,700.2,473.1264057675445,449.38,410.6010823465066,397.13,446.8203874484596,418.03,0.5938082156346474,0.5976,0.5555336123259468,0.559,0.5266857425825429,0.5301,0.40222964064485006,0.4048,0.21064955335564023,0.212,0.24898613594114327,0.2506,255.71673552359712,198.507,243.39830908454582,249.5,229.67275859724037,229.511,86.0298988082431,139.860667,133.42035482714522,191.234333,173.43886232350263,206.839667
569,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,1134.605025494249,1090.63,1080.5925884864514,1045.19,1041.8146104300258,1014.9,674.2684579591846,651.35,588.61290657784,575.61,633.8038601620551,605.91,0.6034750170157177,0.6073,0.5644126682916252,0.5681,0.5354036284502701,0.5388,0.40872289837433284,0.4114,0.214167772790613,0.2155,0.25305066128290854,0.2547,237.05443767405666,196.224,220.1415517965727,200.294667,210.82953428802966,234.507333,99.0765916501303,109.486667,101.41498234717461,212.983,157.8753352876959,233.800667
570,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,1133.6890990159677,1090.19,1079.7598676245157,1044.77,1040.7117784887598,1014.48,673.6287582073705,651.09,587.8435961799671,575.38,633.4239642301604,605.66,0.614947081041036,0.6188,0.5751271115836059,0.5788,0.5454439417872023,0.5489,0.41651204941159825,0.4192,0.21821038548473334,0.2196,0.25786068972863224,0.2595,232.65438986307655,201.489333,199.78564213571426,206.762667,211.94299704532185,181.859333,97.43973874779647,114.313333,95.89649684393515,196.1,157.41979729797026,214.53
571,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,1134.6603412669717,1089.73,1080.2782806513956,1044.33,1041.7020514848484,1014.06,673.9821935806585,650.81,587.9990151382542,575.14,633.7158185780509,605.41,0.6271026152617065,0.631,0.5867053735915653,0.5903,0.5563422300078525,0.5598,0.4248468340493907,0.4275,0.22253870186841662,0.2239,0.26297126154150896,0.2646,239.2708039863478,191.047333,204.10137588305736,211.159667,203.2886997602706,183.99,101.7389488574587,116.753333,94.55542516463177,171.156667,161.71557826495888,204.891333
572,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,1132.8871432376131,1089.26,1078.7183930066967,1043.88,1039.9979560697222,1013.62,673.0737807167761,650.53,587.2213063978807,574.89,632.8259413173175,605.15,0.6394210466021096,0.6433,0.5982072088423512,0.6018,0.5672900056071477,0.5707,0.43319726311893086,0.4358,0.22692172705470098,0.2283,0.26818281112460296,0.2698,247.36272659737588,198.974667,223.91420347319828,240.728333,211.7504954657167,219.213333,120.65488317194337,194.289667,101.70984487846624,177.854,167.33596521085863,203.763333
573,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,1132.3911501391106,1088.78,1078.2284457591786,1043.41,1039.2641480701277,1013.17,672.8323145609004,650.24,586.9271825492494,574.63,632.6273581423295,604.88,0.6508712018182019,0.6547,0.6089158624158786,0.6125,0.5774581423607258,0.5808,0.4408942423116591,0.4435,0.23096668940911,0.2323,0.27291934880768165,0.2745,263.9348447096625,224.322667,250.44781565458015,242.33,232.04702522235377,247.12,151.7631045534436,198.313333,123.3756745364921,169.21,180.8673046928977,226.006667
574,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,721.9187551022623,675.49,684.7855149017637,647.34,657.2033328455744,628.58,428.525501288287,403.42,370.7474220040654,356.51,405.2549925810782,375.27,0.6604686442939923,0.6644,0.6177911196843772,0.6215,0.5858842784254422,0.5894,0.44739441934043067,0.4501,0.23430237064700354,0.2357,0.2769283417406616,0.2786,281.5425665796574,231.068,270.3194133923013,292.652667,265.45653434316523,289.932667,177.12385857341104,209.122,145.9496290802787,171.94,204.2480484936606,226.142667
575,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,722.3837448993751,675.17,685.416130802325,647.04,657.1576365783826,628.29,428.7640529543588,403.23,370.77525197068616,356.34,405.5890499313195,375.1,0.6678760818084768,0.6716,0.6248028185743959,0.6283,0.5925125291963034,0.5958,0.4525201661222497,0.455,0.2369762186114291,0.2383,0.2801404583182544,0.2817,296.92970143813517,280.804,298.68180766080803,285.058,298.79762901145426,296.805333,184.70022626835436,212.448667,181.45895992631364,228.537,232.86491560849146,256.928
576,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,534.3379267231998,487.39,505.782382782093,467.09,482.6328084154767,453.55,316.46517887552227,291.08,272.1819293973281,257.24,300.874361408197,270.77,0.6719956255027111,0.676,0.6286238546678568,0.6324,0.5961277283242343,0.5997,0.45517382253621075,0.4579,0.23844886991356767,0.2399,0.2818024157955246,0.2835,341.56012294308726,298.194667,325.4244271644056,305.448667,324.88954511522894,343.46,206.1622363865688,253.58,214.59978850262073,250.256667,267.75509401601255,304.308667
577,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,533.6606142963816,487.16,505.20638541834455,466.86,481.9579750275949,453.33,316.12407490433213,290.94,271.76950446974143,257.11,300.5977495759723,270.64,0.6730974579855116,0.677,0.6297696362103948,0.6334,0.5971391559561577,0.6006,0.4559355984701208,0.4586,0.23880553714729558,0.2402,0.2822735466611548,0.2839,372.03144811073173,333.674,345.894395656684,350.797333,355.1389803148941,377.383,239.9593902042243,275.108667,252.9091018697465,310.102,292.46352078583806,292.5
578,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,533.0774438318673,486.92,504.66857617547396,466.63,481.3179198623422,453.1,315.8482095526203,290.8,271.37898932021227,256.98,300.3779462717798,270.51,0.6708285136056578,0.6747,0.6275558914417955,0.6312,0.5951043565283395,0.5985,0.4544404156379479,0.4571,0.23802125640971045,0.2394,0.2812888686823757,0.2829,389.7745767048027,367.865333,361.1881208297516,359.2,369.9572922737564,379.916333,268.27559628518554,357.07,280.2642022066527,348.932,298.8441269924286,381.821333
579,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,533.5310721936953,486.67,505.00276842207285,466.4,481.71964460102424,452.88,316.06380868232395,290.65,271.6351689365961,256.86,300.5391230210858,270.37,0.665290568824713,0.6691,0.6223079846681301,0.6259,0.5901917720374564,0.5936,0.4506568522056726,0.4533,0.23603296404237165,0.2374,0.2789930215289303,0.2806,406.8385332404825,376.328667,359.47140687804136,360.113333,369.51334026832876,382.944,321.04473066301273,383.599333,307.2248076323674,388.137667,345.59642781580425,368.396
580,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,533.561756761999,486.43,504.8304258527009,466.16,481.7356104439551,452.65,316.0036231808803,290.5,271.57905624105535,256.73,300.5077472464995,270.24,0.656690242479878,0.6606,0.614254352110897,0.6179,0.5831492050368372,0.586,0.4449230366402013,0.4475,0.2331332560588625,0.2344,0.27538791175567195,0.277,408.92239462308055,387.814667,361.4936189455386,360.522667,371.05448774719497,366.630667,323.2119489043967,429.25,324.5624913965701,381.72,361.2701713085186,417.697667
581,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,533.0972434947568,486.18,504.4422873796436,465.92,481.4468730318769,452.41,315.7352513381299,290.36,271.3780930269758,256.59,300.45435181150333,270.1,0.6457781921726444,0.6496,0.6040609266464233,0.6077,0.5728520764857605,0.5763,0.437438743868202,0.4401,0.22913139180898529,0.2305,0.2707589787465546,0.2724,419.39554306362066,386.840333,364.25763878117044,380.358333,356.7483470893626,365.777333,346.10574796980785,427.011333,331.2938604477957,441.384,386.6023959040635,375.685
582,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,532.5112997865078,485.92,503.90000512837787,465.68,481.010105517412,452.18,315.3568453882908,290.2,271.10390019047986,256.46,300.0364702694208,269.96,0.6332374662790061,0.637,0.5924354928307768,0.5959,0.5617042504665787,0.5651,0.42895486634515356,0.4315,0.22468421599813668,0.226,0.2655050758123406,0.2671,418.5463834484463,375.075333,378.00420313599756,366.712,357.4887688545375,365.904,359.7705852224287,424.900333,341.66723824233225,438.704667,370.2734074485655,389.837667
583,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,792.1606008691068,747.18,752.3322534219507,716.05,722.1765182410019,695.3,470.17269603699043,446.23,407.65269388114916,394.35,444.00485648825014,415.1,0.61977993979525,0.6235,0.5798882738106068,0.5832,0.5499216444055123,0.5531,0.4198773530638048,0.4223,0.21995920986010956,0.2212,0.2599762362006908,0.2615,404.0803505352166,381.030333,366.51324678210585,365.967667,358.9068369300379,364.872667,345.3792246008748,408.04,342.72699342182955,442.651333,362.0487287692618,397.027333
584,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,792.012226438642,746.79,751.9715368255319,715.67,721.994238944412,694.93,470.00183972136534,446.0,407.5301761213845,394.14,443.88875092906665,414.88,0.6063147324425305,0.6099,0.5671803429127553,0.5706,0.5377676433528712,0.5411,0.410737346161109,0.4132,0.21511059339606772,0.2164,0.25428474035642945,0.2558,411.90176564026086,383.030667,365.6051871775262,367.898,358.09839349697273,363.458667,340.3025299582062,411.957333,335.5776276315133,432.560667,362.6691014901975,417.916667
585,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,792.6432386515175,746.39,752.515266583941,715.29,722.434558170688,694.56,470.23443333705114,445.76,407.83142060018855,393.93,444.1065891066747,414.66,0.5941979383313142,0.5973,0.5555578638769285,0.5587,0.5273624088115623,0.5298,0.40255406946461325,0.4046,0.21075447526133528,0.2119,0.24920387897358404,0.2505,412.0520283934866,386.516,365.9461211948957,371.005333,356.45375077458357,361.062667,306.57885415120126,382.636667,312.20442893063284,382.556667,355.31554935852813,432.06
586,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,792.5881747483945,745.99,752.4582681469436,714.91,722.3265995468645,694.19,470.02403097204575,445.52,407.66092575066904,393.72,443.9497150090182,414.44,0.5838381205973089,0.5863,0.5461996985895564,0.5485,0.5171600086855386,0.5201,0.3954417291914722,0.3972,0.2070768964982378,0.208,0.24475412883252493,0.2459,411.59936882187617,387.545333,370.22483310040803,387.104667,353.21448176189114,374.732,287.767185099986,331.186667,277.6664072982505,350.28,331.11292967716605,331.458333
587,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,791.7549124124961,745.59,752.0467475168181,714.52,722.0193430210895,693.81,469.81338059044543,445.28,407.4762988776167,393.51,443.7394546429121,414.22,0.5744003182456924,0.5777,0.537403165264871,0.5405,0.5093074750990461,0.5125,0.3890881071541811,0.3914,0.20379527897670488,0.205,0.2409564958402113,0.2423,389.406901445896,339.426,368.21442573972746,369.956,354.46895880522186,330.742667,246.07712234896843,344.42,256.95911226385783,322.096,282.9632442081267,304.794
