Hour,n_tasks,gpu_hours
1189,13,2162.45
1190,26,2023.6166666666666
1191,25,2306.4
1192,21,2595.9166666666665
1193,23,2595.4666666666667
1194,17,1582.7
1195,28,3087.95
1196,16,1864.4333333333334
1197,21,1898.6666666666667
1198,15,1671.25
1199,17,1952.55
1200,19,2296.2
1201,25,2620.05
1202,21,1154.2166666666667
1203,22,3983.8
1204,26,2681.5666666666666
1205,17,1047.1666666666667
1206,21,3203.45
1207,17,903.9
1208,21,2862.5333333333333
1209,18,1486.6666666666665
1210,22,1722.6833333333334
1211,28,4656.416666666667
1212,17,1524.8833333333332
1213,19,1993.75
1214,13,1324.8166666666666
1215,21,2635.85
1216,23,1464.4833333333333
1217,21,2646.7166666666667
1218,21,2602.516666666667
1219,19,1618.8833333333334
1220,13,2168.883333333333
1221,20,1977.6833333333334
1222,34,3714.75
1223,17,2609.3
1224,22,2734.0666666666666
1225,27,2676.133333333333
1226,22,1847.25
1227,24,1444.4833333333333
1228,24,3064.233333333333
1229,30,1809.7
1230,19,1726.3166666666666
1231,30,4169.1
1232,22,3476.016666666667
1233,23,2903.2333333333336
1234,22,1856.15
1235,27,2990.35
1236,20,1466.4666666666667
1237,18,1361.5
1238,17,1719.1333333333334
1239,29,3223.2833333333333
1240,26,3151.133333333333
1241,17,2345.4333333333334
1242,24,1962.9833333333333
1243,17,1403.6833333333334
1244,18,1892.4666666666667
1245,30,3175.0666666666666
1246,15,3523.5
1247,22,1664.3166666666666
1248,18,1446.5
1249,15,800.4333333333333
1250,20,2068.7999999999997
1251,24,1841.95
1252,31,4397.4
1253,22,2280.383333333333
1254,19,2270.866666666667
1255,17,1655.2333333333333
1256,15,1103.7166666666667
1257,13,1543.9833333333336
1258,19,1800.1666666666667
1259,28,1945.2333333333333
1260,12,955.0833333333334
1261,22,2690.0666666666666
1262,22,1589.3833333333334
1263,21,2048.8166666666666
1264,14,2129.25
1265,17,2400.366666666667
1266,23,1803.35
1267,24,1988.5166666666667
1268,22,1696.4166666666667
1269,17,1093.4
1270,26,3009.616666666667
1271,24,4063.7166666666667
1272,16,990.2833333333334
1273,22,2556.6
1274,16,1336.7833333333333
1275,16,1107.9666666666667
1276,22,2657.3333333333335
1277,23,2549.2166666666667
1278,25,2880.65
1279,17,2528.3333333333335
1280,12,881.8833333333333
1281,24,2077.1833333333334
1282,29,2765.6833333333334
1283,21,2223.4
1284,25,3360.766666666667
1285,12,1842.9
1286,15,1353.3166666666666
1287,17,1623.7666666666667
1288,24,2383.55
1289,20,1427.1166666666666
1290,18,1564.15
1291,23,1710.2833333333333
1292,16,773.8166666666666
1293,15,2016.8833333333332
1294,25,1006.0166666666667
1295,23,1839.6166666666666
1296,20,1078.9166666666667
1297,26,1222.5833333333333
1298,28,4138.15
1299,29,2406.9500000000003
1300,18,2815.9
1301,20,1600.7333333333333
1302,19,2111.55
1303,28,2691.6
1304,21,2102.6
1305,13,1319.55
1306,23,2137.2833333333333
1307,23,2361.05
1308,26,1494.5833333333333
1309,25,1668.0333333333333
1310,21,1826.4333333333334
1311,28,3640.133333333333
1312,30,3178.15
1313,18,2148.9
1314,23,2302.0666666666666
1315,27,1977.7
1316,15,1066.0
1317,32,4553.6
1318,25,1748.1833333333332
1319,28,2618.866666666667
1320,14,1030.8
1321,21,2965.266666666667
1322,19,1494.35
1323,18,1501.6833333333334
1324,24,2716.766666666667
1325,24,1508.2166666666667
1326,15,1416.0833333333333
1327,19,1970.9333333333334
1328,22,1732.0833333333333
1329,19,1423.1833333333334
1330,18,1668.4666666666665
1331,17,3209.0333333333333
1332,22,2441.1833333333334
1333,14,2143.9
1334,18,2279.233333333333
1335,26,1203.55
1336,18,727.3166666666666
1337,23,1406.9166666666667
1338,20,2161.9666666666667
1339,19,3042.4
1340,28,2422.6666666666665
1341,18,2162.483333333333
1342,27,1660.4666666666667
1343,17,1260.7
1344,24,3426.233333333333
1345,18,2616.5
1346,15,2574.25
1347,14,1721.5333333333333
1348,19,1744.05
1349,14,1136.0333333333333
1350,23,2983.8333333333335
1351,16,1390.0166666666667
1352,21,1486.8166666666668
1353,26,1723.7666666666667
1354,22,2431.633333333333
1355,22,2557.2833333333333
1356,26,2586.85
1357,26,2775.0166666666664
1358,18,2322.5
1359,21,2746.0
1360,21,1838.9166666666665
1361,18,2265.6833333333334
1362,17,2024.9666666666667
1363,25,2228.233333333333
1364,18,1495.0666666666666
1365,19,1293.1666666666667
1366,26,2724.8166666666666
1367,16,1697.4166666666667
1368,21,2606.1666666666665
1369,25,2541.05
1370,19,3205.65
1371,25,2577.55
1372,22,3007.9333333333334
1373,15,1645.5
1374,21,2284.75
1375,17,2693.45
1376,19,1384.3999999999999
1377,28,3339.4
1378,21,2147.883333333333
1379,31,2185.616666666667
1380,12,985.3000000000001
1381,31,2439.016666666667
1382,22,1358.8333333333333
1383,18,2313.4166666666665
1384,28,3399.166666666667
1385,18,1993.4666666666667
1386,19,2021.2
1387,18,1636.4666666666667
1388,23,1154.6333333333334
1389,18,2040.1666666666667
1390,21,2458.2999999999997
1391,15,920.45
1392,20,1842.5833333333333
1393,27,2262.366666666667
1394,17,815.8166666666667
1395,20,2847.6000000000004
1396,16,1421.4166666666667
1397,17,1700.9833333333333
1398,24,2534.7
1399,23,3186.45
1400,11,889.9833333333333
1401,18,1303.7
1402,19,1516.05
1403,20,1473.8833333333332
1404,21,2429.616666666667
1405,16,1908.9166666666667
1406,24,1802.0333333333333
1407,14,1247.6666666666667
1408,24,843.05
1409,20,1897.25
1410,25,2002.0666666666666
1411,22,1654.65
1412,22,1971.9
1413,18,1531.1166666666668
1414,27,2956.5833333333335
1415,14,672.4166666666667
1416,20,1886.6166666666666
1417,12,1552.9666666666667
1418,28,2882.1833333333334
1419,20,1621.15
1420,17,1357.4833333333333
1421,22,1568.3333333333333
1422,18,1304.5333333333333
1423,23,2270.1
1424,21,1591.1666666666667
1425,16,2367.45
1426,20,2563.5333333333333
1427,18,2579.383333333333
1428,17,1523.6000000000001
1429,18,511.1166666666667
1430,16,1727.8999999999999
1431,19,2224.5833333333335
1432,17,2227.883333333333
1433,21,2975.4333333333334
1434,17,975.1
1435,11,915.5166666666667
1436,16,2118.133333333333
1437,18,1373.0666666666666
1438,20,1941.2166666666667
1439,17,2012.7666666666667
1440,19,2204.133333333333
1441,19,2314.633333333333
1442,14,2390.1833333333334
1443,17,2321.4666666666667
1444,27,2218.5499999999997
1445,18,2520.5333333333333
1446,23,1448.8
1447,12,518.9833333333333
1448,16,1368.1166666666668
1449,29,3651.6666666666665
1450,14,1685.5500000000002
1451,15,1335.45
1452,20,2111.7666666666664
1453,22,829.3333333333334
1454,21,3042.1
1455,18,1344.9833333333333
1456,20,1848.9166666666667
1457,22,2815.0
1458,22,2009.1166666666666
1459,22,1011.1333333333333
1460,23,1540.8333333333333
1461,16,1524.7333333333333
1462,19,1057.1333333333334
1463,16,3272.0166666666664
1464,19,1402.1833333333334
1465,20,1397.5666666666666
1466,27,2016.0
1467,22,2952.9333333333334
1468,19,2524.083333333333
1469,24,2479.75
1470,19,2116.75
1471,18,2674.0166666666664
1472,26,1887.9333333333334
1473,16,1876.3833333333334
1474,25,2804.5833333333335
1475,24,1446.8833333333332
1476,35,3046.2999999999997
1477,29,2869.8833333333337
1478,12,1355.3500000000001
1479,20,1074.6833333333334
1480,19,845.3833333333333
1481,24,2925.4333333333334
1482,20,2505.3333333333335
1483,25,2227.5666666666666
1484,23,2293.2166666666667
1485,19,950.5
1486,17,1798.5166666666667
1487,23,2159.8166666666666
1488,23,2194.4
1489,23,2842.55
1490,29,1794.35
1491,19,1187.7833333333333
1492,23,3750.1833333333334
1493,22,1896.75
1494,16,758.5666666666667
1495,23,2083.6
1496,21,3293.9666666666667
1497,18,2346.9
1498,21,1948.1833333333334
1499,19,1861.8
1500,21,1824.0333333333333
1501,14,866.55
1502,16,1810.4666666666667
1503,18,2113.35
1504,14,1963.9666666666667
1505,22,1941.7333333333333
1506,18,1662.3999999999999
1507,26,2402.0499999999997
1508,23,2444.65
1509,25,2629.8
1510,13,1451.45
1511,25,4705.966666666667
1512,18,2828.6666666666665
1513,15,1426.3333333333333
1514,21,1141.6
1515,24,1886.6
1516,15,1926.5666666666666
1517,24,1575.8500000000001
1518,18,1287.95
1519,30,3107.25
1520,14,877.4833333333333
1521,19,1769.8
1522,19,2782.866666666667
1523,14,676.9499999999999
1524,20,1951.5166666666667
1525,18,1071.0
1526,15,1806.85
1527,26,1978.4499999999998
1528,34,4377.366666666667
1529,19,1549.2166666666667
1530,27,1595.7166666666667
1531,20,2519.25
1532,25,2746.1833333333334
1533,19,1297.8
1534,21,1571.2833333333333
1535,16,676.7333333333333
1536,20,2285.45
1537,24,2986.866666666667
1538,13,1950.0666666666666
1539,26,1950.75
1540,21,1791.0833333333333
1541,27,3703.5166666666664
1542,19,1833.5666666666666
1543,24,2191.2166666666667
1544,25,2262.4166666666665
1545,25,1454.5166666666667
1546,26,5171.816666666667
1547,26,1592.2333333333333
1548,17,724.3333333333334
1549,11,1443.3166666666666
1550,24,2060.883333333333
1551,21,1629.55
1552,15,1547.6999999999998
1553,17,2221.0166666666664
1554,12,1073.4666666666667
1555,28,2554.45
1556,27,2629.766666666667
1557,24,3786.5666666666666
1558,23,2006.5666666666666
1559,24,2873.0666666666666
1560,19,3178.866666666667
1561,27,2695.7333333333336
1562,27,2298.9666666666667
1563,16,1614.0
1564,22,1656.7833333333333
1565,15,2250.9333333333334
1566,23,1253.6499999999999
1567,21,1764.1166666666668
1568,17,1571.9666666666667
1569,20,1626.55
1570,19,2691.65
1571,20,1144.9166666666667
1572,26,1539.5
1573,25,2462.0666666666666
1574,27,5302.883333333333
1575,17,788.5666666666667
1576,25,2293.233333333333
1577,18,1211.75
1578,28,2779.55
1579,21,1601.3833333333334
1580,17,1555.0166666666667
1581,16,1515.0833333333333
1582,27,3806.7333333333336
1583,19,1168.0833333333333
1584,19,1596.5
1585,20,2010.4666666666667
1586,23,2652.35
1587,33,1829.5833333333333
1588,23,1617.9833333333333
1589,16,1776.0833333333335
1590,21,2742.0333333333333
1591,20,2398.4
1592,18,2757.883333333333
1593,28,2456.95
1594,21,2881.5666666666666
1595,21,3164.7
1596,25,3331.7
1597,26,2232.1666666666665
1598,22,4107.45
1599,27,4083.133333333333
1600,22,2777.0
1601,19,660.5333333333333
1602,23,1269.0666666666666
1603,16,1110.8
1604,19,1395.6
1605,20,2583.266666666667
1606,19,2255.6
1607,21,2286.2833333333333
1608,20,2334.2166666666667
1609,31,2211.983333333333
1610,19,2318.7666666666664
1611,27,2136.2166666666667
1612,14,1268.9833333333333
1613,20,2131.15
1614,19,2798.5333333333333
1615,18,2200.25
1616,25,1898.1166666666668
1617,24,2872.95
1618,24,2707.9166666666665
1619,17,2528.4666666666667
1620,19,800.75
1621,21,843.0666666666667
1622,21,2153.266666666667
1623,25,1317.1166666666668
1624,21,2158.5333333333333
1625,26,1367.85
1626,22,2253.1833333333334
1627,21,1667.5166666666667
1628,22,3165.7833333333333
1629,27,3895.4
1630,26,2089.7333333333336
1631,21,2814.616666666667
1632,21,2766.3166666666666
1633,11,1057.5666666666666
1634,25,3228.1666666666665
1635,23,3737.65
1636,13,1455.1333333333334
1637,21,1728.7166666666667
1638,18,823.8666666666667
1639,35,4080.75
1640,16,1495.3166666666666
1641,25,3175.65
1642,17,1822.7333333333333
1643,18,823.25
1644,32,3265.416666666667
1645,25,3076.1
1646,22,2860.7666666666664
1647,20,1391.6833333333334
1648,18,1309.7333333333333
1649,18,2253.55
1650,26,1817.1833333333334
1651,23,1904.5166666666667
1652,25,1252.05
1653,17,1498.2
1654,22,3012.7
1655,29,2887.483333333333
1656,26,2517.35
1657,26,4263.4
1658,20,2236.4166666666665
1659,23,1998.4
1660,24,2693.05
1661,17,826.2
1662,20,1691.5166666666667
1663,24,2252.883333333333
1664,26,2994.983333333333
1665,21,1262.3
1666,13,678.2666666666667
1667,30,3697.483333333333
1668,22,1360.3500000000001
1669,22,1302.9833333333333
1670,22,1259.1
1671,27,2719.5833333333335
1672,17,2651.883333333333
1673,27,2760.8166666666666
1674,19,2151.3333333333335
1675,14,1374.6333333333332
1676,21,2088.233333333333
1677,18,1081.65
1678,22,3169.2166666666667
1679,21,1212.8
1680,18,1848.95
1681,19,1919.7166666666667
1682,26,2405.516666666667
1683,28,2430.133333333333
1684,27,2275.4166666666665
1685,16,1459.0666666666666
1686,19,2159.616666666667
1687,20,1886.9666666666667
1688,17,3417.85
1689,19,1805.3666666666668
1690,24,1503.3
1691,28,4192.283333333334
1692,29,3414.7166666666667
1693,15,774.1666666666667
1694,23,1598.7666666666667
1695,26,3557.866666666667
1696,22,1565.8666666666668
1697,25,2567.35
1698,19,2099.4166666666665
1699,19,1239.0666666666666
1700,21,1287.0333333333333
1701,24,2254.1833333333334
1702,21,2321.0666666666666
1703,19,1762.4666666666667
1704,17,1157.6833333333334
1705,19,2218.766666666667
1706,23,1481.2
1707,23,3426.9166666666665
1708,14,2139.2166666666667
1709,18,2771.866666666667
1710,27,1808.8833333333332
1711,18,1618.8333333333333
1712,18,2063.6833333333334
1713,20,2216.916666666667
1714,24,2194.6833333333334
1715,25,3023.7833333333333
1716,20,1704.4166666666667
1717,28,1963.4
1718,22,1927.3833333333332
1719,21,1596.1333333333334
1720,21,944.2
1721,17,881.7666666666667
1722,21,3729.2833333333333
1723,17,3032.733333333333
1724,23,1336.7666666666667
1725,17,2779.666666666667
1726,13,1653.5333333333335
1727,24,3401.65
1728,23,1687.8833333333334
1729,18,1635.1833333333334
1730,23,2480.2833333333333
1731,18,2224.5833333333335
1732,22,2911.5833333333335
1733,25,2278.5833333333335
1734,23,1405.75
1735,22,1709.8833333333334
1736,24,2087.4666666666667
1737,30,3787.9
1738,17,1333.7
1739,15,1054.1666666666667
1740,16,2686.25
1741,18,2089.45
1742,12,1821.2333333333333
1743,25,1520.2166666666667
1744,18,2163.9
1745,17,1576.3833333333332
1746,24,2201.633333333333
1747,22,3760.5833333333335
1748,15,1556.4833333333333
1749,24,2075.7166666666667
1750,17,2084.1666666666665
1751,12,1825.05
1752,21,2389.9333333333334
1753,19,855.6666666666666
1754,20,2202.0
1755,26,2501.9666666666667
1756,19,2140.7
1757,20,1770.8999999999999
1758,29,2560.1666666666665
1759,20,1558.1666666666667
1760,18,1272.5666666666666
1761,17,2460.866666666667
1762,8,511.6
1763,25,4331.183333333333
1764,25,3209.4166666666665
1765,24,1340.65
1766,21,1617.0
1767,25,1906.0
1768,20,2426.5666666666666
1769,23,1689.4666666666667
1770,26,1911.65
1771,25,2284.45
1772,24,2681.2
1773,13,740.1999999999999
1774,15,1580.3166666666666
1775,27,3584.983333333333
1776,32,3071.6666666666665
1777,20,2922.116666666667
1778,24,2398.8166666666666
1779,24,3316.4
1780,21,2303.5666666666666
1781,13,2093.083333333333
1782,25,3738.9166666666665
1783,21,2352.116666666667
1784,17,1432.7833333333333
1785,16,935.0666666666666
1786,21,1860.7166666666667
1787,16,782.95
1788,18,2122.95
1789,24,3522.75
1790,14,1803.0666666666666
1791,15,556.7
1792,29,3355.5
1793,22,2358.1666666666665
1794,19,2333.9
1795,18,1721.75
1796,22,1771.15
1797,23,1577.1666666666667
1798,35,2146.016666666667
1799,16,1428.3333333333333
1800,24,2293.65
1801,27,2587.116666666667
1802,24,2842.45
1803,18,3231.916666666667
1804,17,1003.6666666666666
1805,16,1577.2166666666667
1806,16,1282.7666666666667
1807,26,2963.383333333333
1808,19,2030.95
1809,16,1129.75
1810,21,2119.133333333333
1811,28,3826.616666666667
1812,29,1963.6
1813,31,4130.883333333333
1814,25,2364.6
1815,16,507.8
1816,23,2160.35
1817,29,2440.7833333333333
1818,24,2146.65
1819,17,2635.0
1820,20,2651.5333333333333
1821,31,4335.283333333333
1822,25,2901.483333333333
1823,29,2663.75
1824,20,2614.8166666666666
1825,18,1027.1666666666667
1826,21,781.7666666666667
1827,20,2800.366666666667
1828,14,1722.35
1829,21,2690.233333333333
1830,17,1192.8999999999999
1831,17,1486.8666666666668
1832,27,2948.9333333333334
1833,21,2467.9333333333334
1834,18,3326.916666666667
1835,19,1633.2166666666667
1836,17,1280.9
1837,18,1786.2666666666667
1838,25,5457.883333333333
1839,23,929.7666666666667
1840,17,1468.3
1841,23,2154.4
1842,20,1774.3166666666666
1843,15,921.95
1844,21,2027.8999999999999
1845,22,3929.2000000000003
1846,15,1672.4666666666667
1847,21,1932.6333333333334
1848,17,1995.6333333333332
1849,28,3122.766666666667
1850,19,1631.1166666666668
1851,34,2349.5333333333333
1852,18,1541.8
1853,19,2191.9166666666665
1854,19,1232.3
1855,23,1946.4
1856,19,1990.2333333333333
1857,25,2254.633333333333
1858,26,1741.5333333333333
1859,28,2486.9
1860,22,1428.0166666666667
1861,21,2031.2166666666667
1862,15,472.55
1863,23,1427.5333333333333
1864,14,992.9833333333333
1865,18,1229.5
1866,22,2928.7833333333333
1867,20,2399.55
1868,25,2795.3166666666666
1869,24,1657.5666666666666
1870,27,2961.7833333333333
1871,20,1456.85
1872,16,464.96666666666664
1873,16,2102.8166666666666
1874,23,3023.55
1875,21,2724.7333333333336
1876,21,2550.7833333333333
1877,23,1466.7333333333333
1878,21,1221.4166666666667
1879,18,2526.6833333333334
1880,22,1827.4
1881,14,535.2833333333333
1882,24,3234.4
1883,15,2287.9166666666665
1884,21,2810.666666666667
1885,16,965.75
1886,19,1526.7
1887,19,1452.1166666666668
1888,29,2024.75
1889,24,2277.0
1890,16,1588.8333333333333
1891,26,2470.9333333333334
1892,26,2031.5166666666667
1893,14,1543.7
1894,19,670.5666666666667
1895,18,1024.9499999999998
1896,29,3606.35
1897,18,1060.85
1898,14,987.5
1899,15,1364.0
1900,20,2144.516666666667
1901,23,1874.0333333333333
1902,15,819.8333333333334
1903,30,2023.3
1904,21,1419.1166666666668
1905,17,1789.8
1906,17,889.3166666666667
1907,18,1485.5
1908,19,2076.5499999999997
1909,23,2711.7999999999997
1910,19,1277.9833333333333
1911,19,2750.55
1912,25,2381.083333333333
1913,17,1366.3666666666666
1914,25,3160.9333333333334
1915,19,1510.0166666666667
1916,13,775.5
1917,25,2926.5666666666666
1918,25,3263.2833333333333
1919,18,2021.2333333333333
1920,22,1464.45
1921,19,2339.45
1922,18,2757.9833333333336
1923,20,1856.0666666666666
1924,29,2485.2333333333336
1925,19,1959.8666666666668
1926,20,3853.3
1927,18,2305.8
1928,27,1618.2833333333333
1929,19,2262.6
1930,17,1309.6333333333332
1931,17,2135.9833333333336
1932,17,1958.5
1933,16,1670.25
1934,34,4295.85
1935,26,2189.8166666666666
1936,11,1326.75
1937,20,2645.9833333333336
1938,16,1141.0666666666666
1939,27,3642.75
1940,23,1032.1166666666666
1941,23,1829.6999999999998
1942,22,2758.9
1943,23,1763.25
1944,26,2262.5666666666666
1945,21,1756.2833333333333
1946,21,1960.5500000000002
1947,11,419.4
1948,30,3586.5
1949,21,1876.1
1950,20,1751.1833333333334
1951,20,1858.7666666666667
1952,28,3174.366666666667
1953,24,1673.8666666666668
1954,16,2406.266666666667
1955,17,1964.3
1956,21,2000.7166666666667
1957,11,1591.4333333333334
1958,26,1127.7666666666667
1959,25,2699.2833333333333
1960,21,1960.7666666666667
1961,31,3413.8333333333335
1962,19,3438.866666666667
1963,10,966.1666666666666
1964,17,2335.883333333333
1965,15,1886.6
1966,23,3117.2
1967,20,1631.1666666666667
1968,23,2832.4666666666667
1969,19,3466.766666666667
1970,16,1310.7666666666667
1971,21,921.3333333333333
1972,13,1630.2833333333333
1973,11,455.5833333333333
1974,20,3387.95
1975,22,2969.0499999999997
1976,22,1755.05
1977,18,1691.3666666666666
1978,21,2638.9666666666667
1979,24,3094.5166666666664
1980,23,2473.1666666666665
1981,24,2797.9
1982,20,1741.0
1983,26,2198.4166666666665
1984,23,2545.3
1985,16,1557.2333333333333
1986,19,1838.1499999999999
1987,18,2244.3
1988,21,1638.3333333333335
1989,17,2733.6
1990,27,1842.3333333333335
1991,22,3308.05
1992,20,2463.133333333333
1993,22,2038.6333333333332
1994,23,2039.8166666666666
1995,16,1417.0
1996,22,624.3333333333334
1997,15,690.0166666666667
1998,21,2305.0666666666666
1999,24,1789.0166666666667
2000,19,1014.0999999999999
2001,16,3242.7833333333333
2002,19,823.8333333333334
2003,20,2548.2833333333333
2004,18,2713.95
2005,17,1392.0833333333333
2006,19,2782.5833333333335
2007,30,3091.0
2008,20,3413.55
2009,25,2577.25
2010,27,3637.1833333333334
2011,31,3035.7833333333333
2012,23,2412.5833333333335
2013,32,5233.2
2014,23,2698.7000000000003
2015,29,3120.983333333333
2016,15,1636.8333333333333
2017,20,1643.1166666666666
2018,21,3520.6
2019,20,3530.6666666666665
2020,15,1709.1333333333332
2021,23,3241.3
2022,15,806.2666666666667
2023,23,2689.65
2024,27,2712.7833333333333
2025,19,1851.3166666666666
2026,17,2162.4666666666667
2027,21,2771.0666666666666
2028,27,2180.4500000000003
2029,29,2845.65
2030,20,1339.7833333333333
2031,20,1798.7666666666667
2032,20,1596.5666666666666
2033,21,1985.3333333333333
2034,20,2194.7666666666664
2035,24,2672.1
2036,13,712.7333333333333
2037,21,3495.5
2038,19,3570.133333333333
2039,23,2774.116666666667
2040,23,2946.5333333333333
2041,12,1513.95
2042,14,706.1666666666666
2043,21,1324.7
2044,21,1511.0833333333333
2045,18,2346.133333333333
2046,30,1921.0333333333333
2047,18,1283.3166666666666
2048,25,2949.5333333333333
2049,18,3105.3333333333335
2050,27,1298.0833333333333
2051,16,1598.8333333333333
2052,22,2827.55
2053,22,1801.3
2054,15,555.7333333333333
2055,24,2832.3166666666666
2056,28,2725.5666666666666
2057,33,3733.75
2058,18,895.3833333333333
2059,19,1400.3
2060,19,2150.266666666667
2061,25,1137.0
2062,19,1602.0666666666666
2063,28,4479.016666666666
2064,18,1378.4166666666667
2065,19,1525.3833333333334
2066,22,3199.1833333333334
2067,19,1937.3166666666666
2068,25,3029.9
2069,17,1465.9666666666665
2070,19,1744.8
2071,16,1156.3333333333333
2072,18,1355.05
2073,18,1959.0833333333333
2074,21,2949.7333333333336
2075,14,1372.25
2076,27,2219.85
2077,28,1874.15
2078,26,3829.0
2079,24,1335.7166666666667
2080,20,1848.0666666666668
2081,22,3965.4
2082,18,1084.9166666666667
2083,26,3393.4666666666667
2084,22,2755.383333333333
2085,14,1410.9499999999998
2086,18,1153.1166666666668
2087,24,2988.983333333333
2088,20,3200.4166666666665
2089,19,3378.016666666667
2090,19,1989.1
2091,22,2365.6
2092,28,4272.25
2093,24,2349.016666666667
2094,31,3579.016666666667
2095,26,3103.55
2096,16,1627.8999999999999
2097,22,2983.483333333333
2098,15,1419.45
2099,27,1430.5
2100,14,2073.7999999999997
2101,14,1274.25
2102,20,976.3833333333333
2103,18,1216.3
2104,16,697.8666666666667
2105,20,1513.7333333333333
2106,22,1535.65
2107,14,1718.7166666666667
2108,22,2725.2833333333333
2109,24,2195.9666666666667
2110,17,1688.4833333333331
2111,22,1402.8
2112,15,1495.35
2113,15,515.9166666666666
2114,19,2637.7333333333336
2115,15,2111.2166666666667
2116,19,2626.083333333333
2117,25,3856.5666666666666
2118,17,2332.9666666666667
2119,21,1782.2
2120,23,1464.1
2121,18,2254.25
2122,16,2049.1833333333334
2123,20,1080.5166666666667
2124,11,921.1333333333332
2125,21,2126.5833333333335
2126,15,1665.4666666666667
2127,23,2207.85
2128,26,1856.1666666666665
2129,23,2719.6833333333334
2130,18,1396.4666666666667
2131,15,1533.4666666666667
2132,27,3424.9833333333336
2133,20,881.8666666666667
2134,24,1653.85
2135,22,2079.2000000000003
2136,11,435.78333333333336
2137,27,2822.8166666666666
2138,20,3103.133333333333
2139,24,2930.0666666666666
2140,20,3746.1
2141,19,1877.5833333333333
2142,17,1549.0
2143,23,2531.8166666666666
2144,16,1087.9833333333333
2145,25,1886.7
2146,18,1645.25
2147,14,862.5
2148,27,2784.9
2149,26,3468.3166666666666
2150,19,2552.7833333333333
2151,21,2866.0
2152,19,1759.1
2153,17,1975.0333333333333
2154,19,1270.45
2155,19,2293.2833333333333
2156,24,1953.8666666666666
2157,17,2160.2833333333333
2158,18,1803.8
2159,16,1087.9666666666667
2160,15,1536.3
2161,20,1530.1833333333334
2162,18,1134.7166666666667
2163,23,2904.35
2164,20,1965.1333333333334
2165,18,2089.9166666666665
2166,22,2647.9333333333334
2167,21,2088.5
2168,19,3401.2166666666667
2169,20,1498.2666666666667
2170,16,1093.1333333333332
2171,15,436.1333333333333
2172,22,1078.0166666666667
2173,25,2251.866666666667
2174,27,3318.2
2175,20,3446.983333333333
2176,15,618.6333333333333
2177,19,1334.0
2178,18,2799.9833333333336
2179,14,825.6333333333333
2180,17,2148.883333333333
2181,20,1953.1166666666666
2182,26,2372.0333333333333
2183,24,2009.8166666666666
2184,24,3256.7833333333333
2185,24,3689.6833333333334
2186,16,1959.15
2187,29,2205.3333333333335
2188,24,2825.0833333333335
2189,25,1158.5666666666666
2190,20,3131.65
2191,23,2844.7
2192,22,3308.633333333333
2193,22,3288.8166666666666
2194,21,2252.633333333333
2195,14,1656.85
2196,27,4087.2
2197,23,2087.7666666666664
2198,16,2055.9166666666665
2199,23,1661.7833333333333
2200,22,1700.7333333333333
2201,27,3414.133333333333
2202,22,1160.9666666666667
2203,24,3878.75
2204,21,1974.7166666666667
2205,16,4309.866666666667
2206,23,1944.1999999999998
2207,26,1815.1666666666667
2208,21,3072.9333333333334
2209,14,1153.3666666666668
2210,21,2302.733333333333
2211,24,3015.1
2212,26,4653.633333333333
2213,18,1979.35
2214,20,642.35
2215,24,3007.083333333333
2216,14,1333.8833333333334
2217,29,4694.083333333333
2218,18,1076.7666666666667
2219,25,4275.716666666667
2220,21,2555.85
2221,16,1573.5166666666667
2222,13,974.75
2223,21,2648.5833333333335
2224,18,2540.633333333333
2225,30,2952.2
2226,23,1862.85
2227,11,520.0500000000001
2228,19,1252.1833333333334
2229,17,1914.6
2230,24,2002.3333333333333
2231,19,2159.1833333333334
2232,18,1216.2666666666667
2233,14,1915.6666666666665
2234,24,3009.016666666667
2235,24,1002.7666666666667
2236,29,2688.8333333333335
2237,32,2193.8333333333335
2238,20,2303.9333333333334
2239,23,2352.9833333333336
2240,18,1580.9833333333333
2241,23,1539.5333333333333
2242,20,1054.75
2243,15,1654.4
2244,29,3237.35
2245,22,1458.1333333333332
2246,19,1768.2333333333333
2247,19,1237.8
2248,20,1713.95
2249,13,2400.9166666666665
2250,16,1210.7333333333333
2251,21,1938.8666666666668
2252,17,884.3833333333333
2253,23,1166.7833333333333
2254,20,1592.85
2255,27,3168.116666666667
2256,21,2049.9666666666667
2257,18,1973.95
2258,22,3037.5
2259,24,2311.25
2260,19,2155.383333333333
2261,24,3359.3166666666666
2262,20,1793.6333333333332
2263,22,1858.4333333333334
2264,19,1172.8
2265,15,1238.1666666666665
2266,23,2764.116666666667
2267,22,2099.9333333333334
2268,23,1156.0333333333333
2269,20,1466.85
2270,21,2354.9666666666667
2271,21,1400.4833333333333
2272,26,2403.45
2273,12,555.0166666666667
2274,24,1217.2666666666667
2275,23,2106.05
2276,22,3836.4166666666665
2277,22,3229.233333333333
2278,20,2010.5833333333335
2279,22,2249.3166666666666
2280,25,2784.633333333333
2281,21,2489.583333333333
2282,23,2157.4
2283,23,1574.0666666666666
2284,17,1609.2333333333333
2285,29,2287.233333333333
2286,19,1283.0333333333333
2287,26,3174.1
2288,23,2251.116666666667
2289,24,1390.0333333333333
2290,19,1427.9833333333333
2291,22,1811.3
2292,14,904.2333333333333
2293,13,1541.3166666666666
2294,32,3390.7
2295,23,3157.75
2296,16,1535.45
2297,32,3233.2
2298,17,589.6833333333333
2299,21,2645.766666666667
2300,22,2730.85
2301,24,2054.916666666667
