Region,Hour,SOC_data_MWh,SOC_rebuilt_MWh,diff_MWh
RegionA,1791,350.0,350.00000204347583,2.0434758312148915e-06
RegionA,1792,350.0,350.00000204347583,2.0434758312148915e-06
RegionA,1793,301.087,301.08695856521496,-4.1434785032379295e-05
RegionA,1794,252.1739,252.17391508695408,1.5086954078924464e-05
RegionA,1795,203.2609,203.2608716086932,-2.8391306784669723e-05
RegionA,1796,154.3478,154.34782813043233,2.8130432326634036e-05
RegionA,1797,105.4348,105.43478465217146,-1.534782853696015e-05
RegionA,1798,155.9649,155.96484665217145,-5.334782855470621e-05
RegionA,1799,206.9702,206.97013865217144,-6.134782856292986e-05
RegionA,1800,274.8602,274.86013865217143,-6.134782859135157e-05
RegionA,1801,342.7502,342.7501386521714,-6.134782859135157e-05
RegionA,1802,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1803,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1804,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1805,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1806,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1807,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1808,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1809,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1810,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1811,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1812,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1813,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1814,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1815,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1816,350.0,349.9999536521714,-4.634782857237951e-05
RegionA,1817,301.087,301.08691017391055,-8.98260894359737e-05
RegionA,1818,252.1739,252.17386669564968,-3.330435032466994e-05
RegionA,1819,203.2609,203.2608232173888,-7.678261118826413e-05
RegionA,1820,154.3478,154.34777973912793,-2.0260872076960368e-05
RegionA,1821,105.4348,105.43473626086706,-6.373913294055455e-05
RegionA,1822,155.8904,155.89030526086705,-9.473913294755221e-05
RegionA,1823,207.0404,207.04030526086706,-9.473913294755221e-05
RegionA,1824,274.9304,274.93030526086704,-9.473913297597392e-05
RegionA,1825,342.8204,342.82030526086703,-9.473913297597392e-05
RegionA,1826,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1827,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1828,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1829,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1830,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1831,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1832,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1833,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1834,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1835,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1836,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1837,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1838,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1839,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1840,350.0,349.999905260867,-9.473913297597392e-05
RegionA,1841,301.087,301.08686178260615,-0.0001382173938395681
RegionA,1842,252.1739,252.17381830434528,-8.169565472826434e-05
RegionA,1843,203.2609,203.2607748260844,-0.00012517391559185853
RegionA,1844,154.3478,154.34773134782353,-6.865217648055477e-05
RegionA,1845,105.4348,105.43468786956265,-0.00011213043734414896
RegionA,1846,156.0175,156.01738786956264,-0.00011213043737257067
RegionA,1847,206.8587,206.85853486956265,-0.00016513043735244537
RegionA,1848,274.7487,274.74853486956266,-0.00016513043732402366
RegionA,1849,342.6387,342.63853486956265,-0.00016513043732402366
RegionA,1850,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1851,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1852,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1853,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1854,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1855,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1856,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1857,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1858,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1859,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1860,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1861,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1862,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1863,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1864,350.0,349.9998568695626,-0.00014313043737956832
RegionA,1865,301.087,301.08681339130175,-0.0001866086982431625
RegionA,1866,252.1739,252.17376991304087,-0.00013008695913185875
RegionA,1867,203.2609,203.26072643478,-0.00017356521999545294
RegionA,1868,154.3478,154.34768295651912,-0.00011704348088414918
RegionA,1869,105.4348,105.43463947825825,-0.00016052174174774336
RegionA,1870,156.2196,156.21942847825824,-0.00017152174177681445
RegionA,1871,207.1539,207.15366847825823,-0.00023152174176743756
RegionA,1872,275.0439,275.0436684782582,-0.00023152174179585927
RegionA,1873,342.9339,342.9336684782582,-0.00023152174179585927
RegionA,1874,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1875,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1876,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1877,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1878,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1879,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1880,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1881,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1882,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1883,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1884,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1885,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1886,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1887,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1888,350.0,349.9998084782582,-0.00019152174178316272
RegionA,1889,301.087,301.08676499999734,-0.0002350000026467569
RegionA,1890,252.1739,252.17372152173647,-0.00017847826353545315
RegionA,1891,203.2609,203.2606780434756,-0.00022195652439904734
RegionA,1892,154.3478,154.34763456521472,-0.00016543478528774358
RegionA,1893,105.4348,105.43459108695384,-0.00020891304615133777
RegionA,1894,156.2711,156.27090208695384,-0.0001979130461506884
RegionA,1895,207.298,207.29777008695385,-0.00022991304615516128
RegionA,1896,275.188,275.18777008695383,-0.00022991304615516128
RegionA,1897,343.078,343.0777700869538,-0.00022991304615516128
RegionA,1898,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1899,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1900,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1901,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1902,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1903,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1904,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1905,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1906,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1907,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1908,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1909,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1910,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1911,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1912,350.0,349.9997600869538,-0.00023991304618675713
RegionA,1913,301.087,301.08671660869294,-0.0002833913070503513
RegionA,1914,252.1739,252.17367313043206,-0.00022686956793904756
RegionA,1915,203.2609,203.2606296521712,-0.00027034782880264174
RegionA,1916,154.3478,154.34758617391032,-0.00021382608969133798
RegionA,1917,105.4348,105.43454269564944,-0.00025730435055493217
RegionA,1918,155.6432,155.64301069564945,-0.0001893043505560854
RegionA,1919,206.7932,206.79301069564946,-0.0001893043505560854
RegionA,1920,274.6832,274.68301069564944,-0.0001893043505560854
RegionA,1921,342.5732,342.57301069564943,-0.0001893043505560854
RegionA,1922,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1923,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1924,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1925,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1926,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1927,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1928,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1929,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1930,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1931,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1932,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1933,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1934,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1935,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1936,350.0,349.99980469564946,-0.00019530435054093687
RegionA,1937,301.087,301.0867612173886,-0.00023878261140453105
RegionA,1938,252.1739,252.1737177391277,-0.0001822608722932273
RegionA,1939,203.2609,203.26067426086684,-0.00022573913315682148
RegionA,1940,154.3478,154.34763078260596,-0.00016921739404551772
RegionA,1941,105.4348,105.43458730434509,-0.0002126956549091119
RegionA,1942,155.7233,155.7231283043451,-0.00017169565489894012
RegionA,1943,206.8733,206.8731283043451,-0.00017169565489894012
RegionA,1944,274.7633,274.7631283043451,-0.00017169565489894012
RegionA,1945,342.6533,342.6531283043451,-0.00017169565489894012
RegionA,1946,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1947,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1948,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1949,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1950,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1951,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1952,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1953,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1954,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1955,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1956,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1957,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1958,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1959,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1960,350.0,349.9997563043451,-0.00024369565488768785
RegionA,1961,301.087,301.08671282608424,-0.00028717391575128204
RegionA,1962,252.1739,252.17366934782336,-0.00023065217663997828
RegionA,1963,203.2609,203.2606258695625,-0.00027413043750357247
RegionA,1964,154.3478,154.34758239130161,-0.0002176086983922687
RegionA,1965,105.4348,105.43453891304074,-0.0002610869592558629
RegionA,1966,155.7705,155.77032391304073,-0.0001760869592715153
RegionA,1967,206.2767,206.27648491304072,-0.0002150869592867366
RegionA,1968,274.1667,274.16648491304073,-0.0002150869592583149
RegionA,1969,342.0567,342.0564849130407,-0.0002150869592583149
RegionA,1970,350.0,349.9998009130407,-0.000199086959298711
RegionA,1971,350.0,349.9998009130407,-0.000199086959298711
RegionA,1972,350.0,349.9998009130407,-0.000199086959298711
RegionA,1973,350.0,349.9998009130407,-0.000199086959298711
RegionA,1974,350.0,349.9998009130407,-0.000199086959298711
RegionA,1975,350.0,349.9998009130407,-0.000199086959298711
RegionA,1976,350.0,349.9998009130407,-0.000199086959298711
RegionA,1977,350.0,349.9998009130407,-0.000199086959298711
RegionA,1978,350.0,349.9998009130407,-0.000199086959298711
RegionA,1979,350.0,349.9998009130407,-0.000199086959298711
RegionA,1980,350.0,349.9998009130407,-0.000199086959298711
RegionA,1981,350.0,349.9998009130407,-0.000199086959298711
RegionA,1982,350.0,349.9998009130407,-0.000199086959298711
RegionA,1983,350.0,349.9998009130407,-0.000199086959298711
RegionA,1984,350.0,349.9998009130407,-0.000199086959298711
RegionA,1985,301.087,301.0867574347798,-0.0002425652201623052
RegionA,1986,252.1739,252.17371395651895,-0.00018604348105100144
RegionA,1987,203.2609,203.26067047825808,-0.00022952174191459562
RegionA,1988,154.3478,154.3476269999972,-0.00017300000280329186
RegionA,1989,105.4348,105.43458352173633,-0.00021647826366688605
RegionA,1990,156.0524,156.05215852173632,-0.00024147826368903225
RegionA,1991,207.2024,207.20215852173632,-0.00024147826368903225
RegionA,1992,275.0924,275.09215852173634,-0.00024147826366061054
RegionA,1993,342.9824,342.9821585217363,-0.00024147826366061054
RegionA,1994,350.0,349.9997525217363,-0.0002474782637023054
RegionA,1995,350.0,349.9997525217363,-0.0002474782637023054
RegionA,1996,350.0,349.9997525217363,-0.0002474782637023054
RegionA,1997,350.0,349.9997525217363,-0.0002474782637023054
RegionA,1998,350.0,349.9997525217363,-0.0002474782637023054
RegionA,1999,350.0,349.9997525217363,-0.0002474782637023054
RegionA,2000,350.0,349.9997525217363,-0.0002474782637023054
RegionA,2001,350.0,349.9997525217363,-0.0002474782637023054
RegionA,2002,350.0,349.9997525217363,-0.0002474782637023054
RegionA,2003,350.0,349.9997525217363,-0.0002474782637023054
RegionA,2004,350.0,349.9997525217363,-0.0002474782637023054
RegionA,2005,350.0,349.9997525217363,-0.0002474782637023054
RegionA,2006,350.0,349.9997525217363,-0.0002474782637023054
RegionA,2007,350.0,349.9997525217363,-0.0002474782637023054
RegionA,2008,350.0,349.9997525217363,-0.0002474782637023054
RegionA,2009,301.087,301.0867090434754,-0.0002909565245658996
RegionA,2010,252.1739,252.17366556521455,-0.00023443478545459584
RegionA,2011,203.2609,203.26062208695367,-0.00027791304631819
RegionA,2012,154.3478,154.3475786086928,-0.00022139130720688627
RegionA,2013,105.4348,105.43453513043193,-0.00026486956807048045
RegionA,2014,156.2917,156.29149213043192,-0.00020786956807228307
RegionA,2015,207.3443,207.34402813043192,-0.00027186956808122886
RegionA,2016,275.2343,275.2340281304319,-0.00027186956810965057
RegionA,2017,343.1243,343.1240281304319,-0.00027186956810965057
RegionA,2018,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2019,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2020,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2021,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2022,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2023,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2024,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2025,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2026,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2027,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2028,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2029,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2030,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2031,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2032,350.0,349.9997971304319,-0.00020286956811332857
RegionA,2033,301.087,301.086753652171,-0.00024634782897692276
RegionA,2034,252.1739,252.17371017391014,-0.000189826089865619
RegionA,2035,203.2609,203.26066669564926,-0.00023330435072921318
RegionA,2036,154.3478,154.3476232173884,-0.00017678261161790942
RegionA,2037,105.4348,105.43457973912751,-0.0002202608724815036
RegionA,2038,156.0598,156.0595947391275,-0.00020526087249095326
RegionA,2039,207.2098,207.2095947391275,-0.00020526087249095326
RegionA,2040,275.0998,275.0995947391275,-0.00020526087251937497
RegionA,2041,342.9898,342.9895947391275,-0.00020526087251937497
RegionA,2042,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2043,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2044,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2045,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2046,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2047,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2048,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2049,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2050,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2051,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2052,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2053,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2054,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2055,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2056,350.0,349.9998417391275,-0.00015826087252435173
RegionA,2057,301.087,301.0867982608666,-0.0002017391333879459
RegionA,2058,252.1739,252.17375478260573,-0.00014521739427664215
RegionA,2059,203.2609,203.26071130434485,-0.00018869565514023634
RegionA,2060,154.3478,154.34766782608398,-0.00013217391602893258
RegionA,2061,105.4348,105.4346243478231,-0.00017565217689252677
RegionA,2062,155.9206,155.9204183478231,-0.00018165217690579993
RegionA,2063,207.0706,207.0704183478231,-0.00018165217690579993
RegionA,2064,274.9606,274.9604183478231,-0.00018165217687737822
RegionA,2065,342.8506,342.8504183478231,-0.00018165217687737822
RegionA,2066,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2067,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2068,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2069,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2070,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2071,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2072,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2073,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2074,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2075,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2076,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2077,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2078,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2079,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2080,350.0,349.99979334782313,-0.0002066521768711027
RegionA,2081,301.087,301.08674986956225,-0.0002501304377346969
RegionA,2082,252.1739,252.17370639130138,-0.00019360869862339314
RegionA,2083,203.2609,203.2606629130405,-0.00023708695948698733
RegionA,2084,154.3478,154.34761943477963,-0.00018056522037568357
RegionA,2085,105.4348,105.43457595651876,-0.00022404348123927775
RegionA,2086,155.8949,155.89470195651876,-0.00019804348124807802
RegionA,2087,207.0449,207.04470195651876,-0.00019804348124807802
RegionA,2088,274.9349,274.9347019565188,-0.00019804348124807802
RegionA,2089,342.8249,342.82470195651877,-0.00019804348124807802
RegionA,2090,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2091,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2092,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2093,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2094,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2095,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2096,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2097,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2098,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2099,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2100,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2101,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2102,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2103,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2104,350.0,349.9998379565188,-0.00016204348122528245
RegionA,2105,301.087,301.0867944782579,-0.00020552174208887664
RegionA,2106,252.1739,252.17375099999703,-0.00014900000297757288
RegionA,2107,203.2609,203.26070752173615,-0.00019247826384116706
RegionA,2108,154.3478,154.34766404347528,-0.0001359565247298633
RegionA,2109,105.4348,105.4346205652144,-0.0001794347855934575
RegionA,2110,156.1449,156.1448235652144,-7.643478559771211e-05
RegionA,2111,207.2949,207.29482356521441,-7.643478559771211e-05
RegionA,2112,275.1849,275.1848235652144,-7.643478562613382e-05
RegionA,2113,343.0749,343.0748235652144,-7.643478562613382e-05
RegionA,2114,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2115,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2116,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2117,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2118,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2119,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2120,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2121,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2122,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2123,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2124,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2125,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2126,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2127,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2128,350.0,349.99988256521436,-0.0001174347856363056
RegionA,2129,301.087,301.0868390869535,-0.0001609130464998998
RegionA,2130,252.1739,252.17379560869261,-0.00010439130738859603
RegionA,2131,203.2609,203.26075213043174,-0.00014786956825219022
RegionA,2132,154.3478,154.34770865217087,-9.134782914088646e-05
RegionA,2133,105.4348,105.43466517390999,-0.00013482609000448065
RegionA,2134,155.4919,155.49182217391,-7.782608997786156e-05
RegionA,2135,206.6419,206.64182217391001,-7.782608997786156e-05
RegionA,2136,274.5319,274.53182217391003,-7.782608997786156e-05
RegionA,2137,342.4219,342.42182217391,-7.782608997786156e-05
RegionA,2138,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2139,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2140,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2141,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2142,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2143,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2144,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2145,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2146,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2147,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2148,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2149,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2150,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2151,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2152,350.0,349.99992717391,-7.282608999048534e-05
RegionA,2153,301.087,301.08688369564914,-0.00011630435085407953
RegionA,2154,252.1739,252.17384021738826,-5.978261174277577e-05
RegionA,2155,203.2609,203.2607967391274,-0.00010326087260636996
RegionA,2156,154.3478,154.3477532608665,-4.67391334950662e-05
RegionA,2157,105.4348,105.43470978260564,-9.021739435866039e-05
RegionA,2158,155.828,155.82796878260564,-3.121739436551252e-05
RegionA,2159,206.978,206.97796878260564,-3.121739436551252e-05
RegionA,2160,274.868,274.86796878260566,-3.121739433709081e-05
RegionA,2161,342.758,342.75796878260564,-3.121739433709081e-05
RegionA,2162,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2163,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2164,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2165,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2166,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2167,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2168,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2169,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2170,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2171,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2172,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2173,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2174,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2175,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2176,350.0,349.99997178260566,-2.821739434466508e-05
RegionA,2177,301.087,301.0869283043448,-7.169565520825927e-05
RegionA,2178,252.1739,252.1738848260839,-1.5173916096955509e-05
RegionA,2179,203.2609,203.26084134782303,-5.8652176960549696e-05
RegionA,2180,154.3478,154.34779786956216,-2.1304378492459364e-06
RegionA,2181,105.4348,105.43475439130128,-4.560869871284012e-05
RegionA,2182,155.7342,155.73417639130128,-2.3608698711541365e-05
RegionA,2183,206.8842,206.88417639130128,-2.3608698711541365e-05
RegionA,2184,274.7742,274.7741763913013,-2.3608698711541365e-05
RegionA,2185,342.6642,342.6641763913013,-2.3608698711541365e-05
RegionA,2186,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2187,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2188,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2189,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2190,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2191,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2192,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2193,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2194,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2195,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2196,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2197,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2198,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2199,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2200,350.0,350.0000163913013,1.639130130115518e-05
RegionA,2201,301.087,301.0869729130404,-2.7086959562439006e-05
RegionA,2202,252.1739,252.17392943477955,2.9434779548864753e-05
RegionA,2203,203.2609,203.26088595651868,-1.4043481314729434e-05
RegionA,2204,154.3478,154.3478424782578,4.2478257796574326e-05
RegionA,2205,105.4348,105.43479899999693,-1.0000030670198612e-06
RegionA,2206,155.7709,155.77086299999692,-3.7000003089815436e-05
RegionA,2207,206.9209,206.92086299999693,-3.700000306139373e-05
RegionA,2208,274.8109,274.8108629999969,-3.7000003089815436e-05
RegionA,2209,342.7009,342.7008629999969,-3.7000003089815436e-05
RegionA,2210,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2211,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2212,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2213,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2214,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2215,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2216,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2217,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2218,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2219,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2220,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2221,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2222,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2223,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2224,350.0,349.9999679999969,-3.200000310243922e-05
RegionA,2225,301.087,301.086924521736,-7.547826396603341e-05
RegionA,2226,252.1739,252.17388104347515,-1.895652485472965e-05
RegionA,2227,203.2609,203.26083756521427,-6.243478571832384e-05
RegionA,2228,154.3478,154.3477940869534,-5.913046607020078e-06
RegionA,2229,105.4348,105.43475060869253,-4.9391307470614265e-05
RegionA,2230,155.7038,155.70376160869253,-3.8391307469964886e-05
RegionA,2231,206.8538,206.85376160869254,-3.8391307469964886e-05
RegionA,2232,274.7438,274.7437616086925,-3.8391307498386595e-05
