TaskID,Region,Hour,GPU_Demand
4617,RegionF,1876,4
4617,RegionF,1877,4
4617,RegionF,1878,4
4617,RegionF,1879,4
4618,RegionA,2102,4
4618,RegionA,2103,4
4618,RegionA,2104,4
4618,RegionA,2105,4
4618,RegionA,2106,4
4618,RegionA,2107,4
4618,RegionA,2108,4
4619,RegionD,483,117
4619,RegionD,484,117
4620,RegionD,870,104
4620,RegionD,871,104
4620,RegionD,872,104
4620,RegionD,873,104
4620,RegionD,874,104
4621,RegionD,1938,7
4621,RegionD,1939,7
4622,RegionC,642,4
4622,RegionC,643,4
4622,RegionC,644,4
4622,RegionC,645,4
4623,RegionF,1512,120
4623,RegionF,1513,120
4623,RegionF,1514,120
4623,RegionF,1515,120
4623,RegionF,1516,120
4623,RegionF,1517,120
4624,RegionA,1673,1
4625,RegionA,495,7
4625,RegionA,496,7
4625,RegionA,497,7
4625,RegionA,498,7
4625,RegionA,499,7
4625,RegionA,500,7
4625,RegionA,501,7
4626,RegionB,2341,16
4626,RegionB,2342,16
4626,RegionB,2343,16
4626,RegionB,2344,16
4626,RegionB,2345,16
4627,RegionC,164,7
4627,RegionC,165,7
4627,RegionC,166,7
4627,RegionC,167,7
4627,RegionC,168,7
4627,RegionC,169,7
4627,RegionC,170,7
4628,RegionE,627,63
4628,RegionE,628,63
4629,RegionC,1521,6
4629,RegionC,1522,6
4629,RegionC,1523,6
4630,RegionF,1533,15
4630,RegionF,1534,15
4630,RegionF,1535,15
4630,RegionF,1536,15
4630,RegionF,1537,15
4631,RegionA,1204,21
4631,RegionA,1205,21
4631,RegionA,1206,21
4631,RegionA,1207,21
4631,RegionA,1208,21
4631,RegionA,1209,21
4632,RegionB,114,11
4632,RegionB,115,11
4632,RegionB,116,11
4632,RegionB,117,11
4632,RegionB,118,11
4633,RegionB,582,6
4633,RegionB,583,6
4633,RegionB,584,6
4633,RegionB,585,6
4634,RegionE,1727,76
4634,RegionE,1728,76
4634,RegionE,1729,76
4634,RegionE,1730,76
4634,RegionE,1731,76
4635,RegionC,1249,1
4635,RegionC,1250,1
4635,RegionC,1251,1
4636,RegionF,883,15
4636,RegionF,884,15
4637,RegionA,2002,7
4637,RegionA,2003,7
4637,RegionA,2004,7
4637,RegionA,2005,7
4637,RegionA,2006,7
4637,RegionA,2007,7
4638,RegionA,501,1
4638,RegionA,502,1
4638,RegionA,503,1
4639,RegionD,1428,58
4639,RegionD,1429,58
4640,RegionB,183,6
4640,RegionB,184,6
4640,RegionB,185,6
4640,RegionB,186,6
4640,RegionB,187,6
4641,RegionD,1970,14
4641,RegionD,1971,14
4641,RegionD,1972,14
4642,RegionF,1268,115
4642,RegionF,1269,115
4642,RegionF,1270,115
4642,RegionF,1271,115
4643,RegionF,1852,21
4643,RegionF,1853,21
4643,RegionF,1854,21
4643,RegionF,1855,21
4643,RegionF,1856,21
4643,RegionF,1857,21
4644,RegionA,1545,21
4644,RegionA,1546,21
4644,RegionA,1547,21
4644,RegionA,1548,21
4645,RegionB,543,11
4645,RegionB,544,11
4645,RegionB,545,11
4645,RegionB,546,11
4646,RegionB,2067,1
4646,RegionB,2068,1
4646,RegionB,2069,1
4646,RegionB,2070,1
4646,RegionB,2071,1
4647,RegionE,1887,94
4647,RegionE,1888,94
4647,RegionE,1889,94
4647,RegionE,1890,94
4648,RegionD,1839,6
4649,RegionC,1332,7
4649,RegionC,1333,7
4649,RegionC,1334,7
4649,RegionC,1335,7
4650,RegionA,1677,7
4650,RegionA,1678,7
4651,RegionA,953,8
4652,RegionB,1388,23
4652,RegionB,1389,23
4652,RegionB,1390,23
4652,RegionB,1391,23
4652,RegionB,1392,23
4652,RegionB,1393,23
4653,RegionD,187,108
4653,RegionD,188,108
4653,RegionD,189,108
4653,RegionD,190,108
4653,RegionD,191,108
4654,RegionE,1814,113
4654,RegionE,1815,113
4654,RegionE,1816,113
4654,RegionE,1817,113
4654,RegionE,1818,113
4654,RegionE,1819,113
4655,RegionF,1136,83
4655,RegionF,1137,83
4655,RegionF,1138,83
4656,RegionF,362,101
4656,RegionF,363,101
4656,RegionF,364,101
4656,RegionF,365,101
4657,RegionA,101,2
4657,RegionA,102,2
4657,RegionA,103,2
4657,RegionA,104,2
4657,RegionA,105,2
4658,RegionD,1265,30
4658,RegionD,1266,30
4658,RegionD,1267,30
4658,RegionD,1268,30
4658,RegionD,1269,30
4658,RegionD,1270,30
4658,RegionD,1271,30
4659,RegionD,507,88
4659,RegionD,508,88
4659,RegionD,509,88
4659,RegionD,510,88
4659,RegionD,511,88
4660,RegionE,2291,68
4660,RegionE,2292,68
4660,RegionE,2293,68
4661,RegionC,788,1
4661,RegionC,789,1
4661,RegionC,790,1
4662,RegionF,2219,127
4662,RegionF,2220,127
4662,RegionF,2221,127
4663,RegionF,216,122
4663,RegionF,217,122
4664,RegionD,2137,108
4664,RegionD,2138,108
4664,RegionD,2139,108
4664,RegionD,2140,108
4664,RegionD,2141,108
4664,RegionD,2142,108
4665,RegionA,1949,6
4665,RegionA,1950,6
4665,RegionA,1951,6
4665,RegionA,1952,6
4665,RegionA,1953,6
4665,RegionA,1954,6
4666,RegionD,76,35
4666,RegionD,77,35
4667,RegionB,2178,4
4667,RegionB,2179,4
4668,RegionC,77,7
4668,RegionC,78,7
4668,RegionC,79,7
4668,RegionC,80,7
4669,RegionF,842,14
4669,RegionF,843,14
4669,RegionF,844,14
4669,RegionF,845,14
4670,RegionA,2373,2
4670,RegionA,2374,2
4670,RegionA,2375,2
4670,RegionA,2376,2
4670,RegionA,2377,2
4671,RegionB,346,15
4671,RegionB,347,15
4672,RegionD,1312,66
4672,RegionD,1313,66
4672,RegionD,1314,66
4672,RegionD,1315,66
4672,RegionD,1316,66
4672,RegionD,1317,66
4673,RegionC,184,20
4673,RegionC,185,20
4673,RegionC,186,20
4673,RegionC,187,20
4673,RegionC,188,20
4673,RegionC,189,20
4673,RegionC,190,20
4674,RegionD,95,22
4674,RegionD,96,22
4674,RegionD,97,22
4675,RegionE,1790,19
4675,RegionE,1791,19
4675,RegionE,1792,19
4675,RegionE,1793,19
4675,RegionE,1794,19
4675,RegionE,1795,19
4676,RegionF,1699,5
4676,RegionF,1700,5
4677,RegionA,2162,1
4677,RegionA,2163,1
4677,RegionA,2164,1
4677,RegionA,2165,1
4678,RegionB,1564,8
4678,RegionB,1565,8
4679,RegionC,372,20
4679,RegionC,373,20
4679,RegionC,374,20
4679,RegionC,375,20
4680,RegionB,406,2
4681,RegionE,688,127
4682,RegionF,589,12
4682,RegionF,590,12
4683,RegionA,1046,7
4683,RegionA,1047,7
4684,RegionA,631,6
4684,RegionA,632,6
4685,RegionB,1668,22
4685,RegionB,1669,22
4685,RegionB,1670,22
4685,RegionB,1671,22
4685,RegionB,1672,22
4686,RegionE,693,125
4686,RegionE,694,125
4686,RegionE,695,125
4686,RegionE,696,125
4687,RegionC,1332,6
4687,RegionC,1333,6
4687,RegionC,1334,6
4688,RegionC,111,3
4689,RegionF,239,107
4689,RegionF,240,107
4690,RegionA,1597,23
4691,RegionA,1310,3
4691,RegionA,1311,3
4691,RegionA,1312,3
4691,RegionA,1313,3
4692,RegionB,1690,4
4692,RegionB,1691,4
4693,RegionD,1056,10
4693,RegionD,1057,10
4693,RegionD,1058,10
4693,RegionD,1059,10
4693,RegionD,1060,10
4694,RegionD,495,10
4695,RegionC,829,2
4695,RegionC,830,2
4695,RegionC,831,2
4695,RegionC,832,2
4695,RegionC,833,2
4696,RegionA,968,5
4696,RegionA,969,5
4697,RegionA,2083,16
4697,RegionA,2084,16
4697,RegionA,2085,16
4697,RegionA,2086,16
4697,RegionA,2087,16
4698,RegionD,1577,96
4699,RegionB,1103,1
4699,RegionB,1104,1
4699,RegionB,1105,1
4699,RegionB,1106,1
4699,RegionB,1107,1
4700,RegionB,1303,5
4700,RegionB,1304,5
4700,RegionB,1305,5
4700,RegionB,1306,5
4700,RegionB,1307,5
4701,RegionE,2265,5
4701,RegionE,2266,5
4701,RegionE,2267,5
4701,RegionE,2268,5
4702,RegionF,268,12
4702,RegionF,269,12
4702,RegionF,270,12
4702,RegionF,271,12
4702,RegionF,272,12
4702,RegionF,273,12
4703,RegionA,118,7
4704,RegionB,957,11
4704,RegionB,958,11
4704,RegionB,959,11
4704,RegionB,960,11
4704,RegionB,961,11
4704,RegionB,962,11
4705,RegionB,1102,7
4705,RegionB,1103,7
4705,RegionB,1104,7
4706,RegionE,415,30
4706,RegionE,416,30
4706,RegionE,417,30
4706,RegionE,418,30
4706,RegionE,419,30
4707,RegionC,2272,2
4707,RegionC,2273,2
4708,RegionF,514,61
4708,RegionF,515,61
4709,RegionA,2327,10
4709,RegionA,2328,10
4710,RegionA,1826,19
4710,RegionA,1827,19
4710,RegionA,1828,19
4710,RegionA,1829,19
4710,RegionA,1830,19
4710,RegionA,1831,19
4710,RegionA,1832,19
4711,RegionA,2049,7
4711,RegionA,2050,7
4711,RegionA,2051,7
4711,RegionA,2052,7
4712,RegionB,583,6
4712,RegionB,584,6
4713,RegionD,2213,18
4713,RegionD,2214,18
4713,RegionD,2215,18
4713,RegionD,2216,18
4713,RegionD,2217,18
4714,RegionC,1004,1
4714,RegionC,1005,1
4714,RegionC,1006,1
4715,RegionF,1735,58
4715,RegionF,1736,58
4715,RegionF,1737,58
4715,RegionF,1738,58
4715,RegionF,1739,58
4715,RegionF,1740,58
4715,RegionF,1741,58
4716,RegionB,1850,79
4716,RegionB,1851,79
4716,RegionB,1852,79
4716,RegionB,1853,79
4716,RegionB,1854,79
4717,RegionA,4,4
4717,RegionA,5,4
4717,RegionA,6,4
4717,RegionA,7,4
4718,RegionB,1184,4
4718,RegionB,1185,4
4718,RegionB,1186,4
4719,RegionE,685,102
4719,RegionE,686,102
4720,RegionC,246,5
4720,RegionC,247,5
4720,RegionC,248,5
4720,RegionC,249,5
4720,RegionC,250,5
4720,RegionC,251,5
4721,RegionE,1119,16
4721,RegionE,1120,16
4721,RegionE,1121,16
4721,RegionE,1122,16
4721,RegionE,1123,16
4721,RegionE,1124,16
4721,RegionE,1125,16
4722,RegionF,1027,92
4723,RegionC,1557,75
4724,RegionB,871,21
4724,RegionB,872,21
4724,RegionB,873,21
4724,RegionB,874,21
4724,RegionB,875,21
4724,RegionB,876,21
4725,RegionD,2090,25
4725,RegionD,2091,25
4725,RegionD,2092,25
4725,RegionD,2093,25
4725,RegionD,2094,25
4725,RegionD,2095,25
4725,RegionD,2096,25
4726,RegionD,186,18
4726,RegionD,187,18
4726,RegionD,188,18
4727,RegionC,2187,4
4727,RegionC,2188,4
4727,RegionC,2189,4
4727,RegionC,2190,4
4727,RegionC,2191,4
4728,RegionF,286,38
4728,RegionF,287,38
4728,RegionF,288,38
4729,RegionA,367,9
4729,RegionA,368,9
4729,RegionA,369,9
4729,RegionA,370,9
4729,RegionA,371,9
4729,RegionA,372,9
4730,RegionB,503,6
4730,RegionB,504,6
4730,RegionB,505,6
4730,RegionB,506,6
4730,RegionB,507,6
4730,RegionB,508,6
4731,RegionB,2279,7
4732,RegionC,1769,20
4732,RegionC,1770,20
4733,RegionC,2067,6
4733,RegionC,2068,6
4733,RegionC,2069,6
4734,RegionE,1403,16
4734,RegionE,1404,16
4734,RegionE,1405,16
4734,RegionE,1406,16
4734,RegionE,1407,16
4735,RegionF,1070,65
4735,RegionF,1071,65
4735,RegionF,1072,65
4735,RegionF,1073,65
4735,RegionF,1074,65
4736,RegionC,1854,118
4736,RegionC,1855,118
4736,RegionC,1856,118
4737,RegionB,1007,4
4737,RegionB,1008,4
4737,RegionB,1009,4
4737,RegionB,1010,4
4737,RegionB,1011,4
4737,RegionB,1012,4
4738,RegionD,1317,103
4738,RegionD,1318,103
4738,RegionD,1319,103
4738,RegionD,1320,103
4738,RegionD,1321,103
4738,RegionD,1322,103
4739,RegionD,862,22
4739,RegionD,863,22
4739,RegionD,864,22
4740,RegionD,1345,15
4740,RegionD,1346,15
4740,RegionD,1347,15
4740,RegionD,1348,15
4740,RegionD,1349,15
4741,RegionC,547,5
4741,RegionC,548,5
4741,RegionC,549,5
4742,RegionA,8,80
4742,RegionA,9,80
4742,RegionA,10,80
4742,RegionA,11,80
4742,RegionA,12,80
4743,RegionD,1951,25
4743,RegionD,1952,25
4743,RegionD,1953,25
4743,RegionD,1954,25
4743,RegionD,1955,25
4743,RegionD,1956,25
4744,RegionA,39,7
4744,RegionA,40,7
4744,RegionA,41,7
4744,RegionA,42,7
4745,RegionD,710,32
4745,RegionD,711,32
4745,RegionD,712,32
4746,RegionD,2276,17
4746,RegionD,2277,17
4746,RegionD,2278,17
4747,RegionF,2002,61
4747,RegionF,2003,61
4748,RegionF,2204,14
4748,RegionF,2205,14
4748,RegionF,2206,14
4748,RegionF,2207,14
4749,RegionA,317,2
4749,RegionA,318,2
4749,RegionA,319,2
4749,RegionA,320,2
4749,RegionA,321,2
4750,RegionD,126,42
4750,RegionD,127,42
4750,RegionD,128,42
4750,RegionD,129,42
4750,RegionD,130,42
4750,RegionD,131,42
4750,RegionD,132,42
4751,RegionD,1823,75
4751,RegionD,1824,75
4751,RegionD,1825,75
4751,RegionD,1826,75
4751,RegionD,1827,75
4752,RegionE,505,121
4752,RegionE,506,121
4752,RegionE,507,121
4752,RegionE,508,121
4752,RegionE,509,121
4752,RegionE,510,121
4752,RegionE,511,121
4753,RegionD,1541,9
4753,RegionD,1542,9
4754,RegionF,1466,77
4754,RegionF,1467,77
4754,RegionF,1468,77
4754,RegionF,1469,77
4755,RegionA,725,5
4755,RegionA,726,5
4755,RegionA,727,5
4755,RegionA,728,5
4755,RegionA,729,5
4755,RegionA,730,5
4755,RegionA,731,5
4756,RegionD,34,57
4756,RegionD,35,57
4756,RegionD,36,57
4757,RegionA,1895,2
4757,RegionA,1896,2
4757,RegionA,1897,2
4757,RegionA,1898,2
4757,RegionA,1899,2
4757,RegionA,1900,2
4757,RegionA,1901,2
4758,RegionC,790,7
4758,RegionC,791,7
4758,RegionC,792,7
4758,RegionC,793,7
4758,RegionC,794,7
4758,RegionC,795,7
4759,RegionD,38,13
4759,RegionD,39,13
4759,RegionD,40,13
4759,RegionD,41,13
4759,RegionD,42,13
4760,RegionC,81,1
4760,RegionC,82,1
4760,RegionC,83,1
4761,RegionF,1465,8
4761,RegionF,1466,8
4761,RegionF,1467,8
4761,RegionF,1468,8
4762,RegionA,368,6
4762,RegionA,369,6
4762,RegionA,370,6
4762,RegionA,371,6
4762,RegionA,372,6
4763,RegionD,1241,93
4763,RegionD,1242,93
4763,RegionD,1243,93
4763,RegionD,1244,93
4764,RegionD,905,114
4765,RegionB,2022,1
4765,RegionB,2023,1
4766,RegionD,150,16
4766,RegionD,151,16
4766,RegionD,152,16
4767,RegionE,2018,17
4768,RegionA,856,43
4768,RegionA,857,43
4768,RegionA,858,43
4768,RegionA,859,43
4768,RegionA,860,43
4769,RegionA,803,5
4770,RegionD,1622,52
4770,RegionD,1623,52
4770,RegionD,1624,52
4770,RegionD,1625,52
4770,RegionD,1626,52
4770,RegionD,1627,52
4771,RegionB,1136,5
4772,RegionE,2049,80
4772,RegionE,2050,80
4772,RegionE,2051,80
4772,RegionE,2052,80
4772,RegionE,2053,80
4772,RegionE,2054,80
4772,RegionE,2055,80
4773,RegionE,698,20
4774,RegionF,793,24
4774,RegionF,794,24
4774,RegionF,795,24
4775,RegionB,2317,28
4775,RegionB,2318,28
4775,RegionB,2319,28
4775,RegionB,2320,28
4775,RegionB,2321,28
4775,RegionB,2322,28
4776,RegionD,2314,16
4776,RegionD,2315,16
4776,RegionD,2316,16
4776,RegionD,2317,16
4776,RegionD,2318,16
4777,RegionB,267,4
4777,RegionB,268,4
4777,RegionB,269,4
4777,RegionB,270,4
4778,RegionE,525,25
4778,RegionE,526,25
4778,RegionE,527,25
4778,RegionE,528,25
4778,RegionE,529,25
4778,RegionE,530,25
4778,RegionE,531,25
4779,RegionE,266,21
4779,RegionE,267,21
4779,RegionE,268,21
4779,RegionE,269,21
4779,RegionE,270,21
4780,RegionC,1063,4
4780,RegionC,1064,4
4780,RegionC,1065,4
4780,RegionC,1066,4
4781,RegionF,933,82
4781,RegionF,934,82
4782,RegionC,1123,110
4782,RegionC,1124,110
4782,RegionC,1125,110
4782,RegionC,1126,110
4782,RegionC,1127,110
4782,RegionC,1128,110
4783,RegionA,94,6
4783,RegionA,95,6
4783,RegionA,96,6
4784,RegionD,2182,125
4784,RegionD,2183,125
4785,RegionE,1035,101
4785,RegionE,1036,101
4785,RegionE,1037,101
4785,RegionE,1038,101
4786,RegionE,2294,91
4786,RegionE,2295,91
4786,RegionE,2296,91
4786,RegionE,2297,91
4786,RegionE,2298,91
4786,RegionE,2299,91
4787,RegionF,8,13
4787,RegionF,9,13
4787,RegionF,10,13
4787,RegionF,11,13
4787,RegionF,12,13
4787,RegionF,13,13
4787,RegionF,14,13
4788,RegionA,212,6
4788,RegionA,213,6
4788,RegionA,214,6
4788,RegionA,215,6
4788,RegionA,216,6
4789,RegionB,1771,14
4790,RegionB,1122,6
4790,RegionB,1123,6
4790,RegionB,1124,6
4790,RegionB,1125,6
4790,RegionB,1126,6
4790,RegionB,1127,6
4791,RegionB,2122,6
4791,RegionB,2123,6
4791,RegionB,2124,6
4791,RegionB,2125,6
4792,RegionD,2029,13
4792,RegionD,2030,13
4792,RegionD,2031,13
4792,RegionD,2032,13
4793,RegionE,2118,4
4793,RegionE,2119,4
4793,RegionE,2120,4
4793,RegionE,2121,4
4793,RegionE,2122,4
4793,RegionE,2123,4
4794,RegionE,919,4
4794,RegionE,920,4
4794,RegionE,921,4
4795,RegionA,1138,3
4796,RegionB,2180,9
4796,RegionB,2181,9
4796,RegionB,2182,9
4796,RegionB,2183,9
4797,RegionC,1295,12
4797,RegionC,1296,12
4797,RegionC,1297,12
4797,RegionC,1298,12
4797,RegionC,1299,12
4797,RegionC,1300,12
4797,RegionC,1301,12
4798,RegionB,1605,3
4798,RegionB,1606,3
4799,RegionC,1370,4
4799,RegionC,1371,4
4799,RegionC,1372,4
4799,RegionC,1373,4
4800,RegionC,2342,3
4800,RegionC,2343,3
4801,RegionA,924,6
4801,RegionA,925,6
4801,RegionA,926,6
4801,RegionA,927,6
4801,RegionA,928,6
4801,RegionA,929,6
4801,RegionA,930,6
4802,RegionD,1735,42
4802,RegionD,1736,42
4802,RegionD,1737,42
4802,RegionD,1738,42
4802,RegionD,1739,42
4803,RegionA,1023,2
4803,RegionA,1024,2
4803,RegionA,1025,2
4803,RegionA,1026,2
4803,RegionA,1027,2
4803,RegionA,1028,2
4804,RegionB,673,3
4804,RegionB,674,3
4804,RegionB,675,3
4804,RegionB,676,3
4805,RegionD,1273,17
4805,RegionD,1274,17
4805,RegionD,1275,17
4806,RegionC,396,4
4806,RegionC,397,4
4806,RegionC,398,4
4806,RegionC,399,4
4806,RegionC,400,4
4807,RegionE,1965,6
4807,RegionE,1966,6
4807,RegionE,1967,6
4807,RegionE,1968,6
4807,RegionE,1969,6
4807,RegionE,1970,6
4808,RegionA,98,11
4808,RegionA,99,11
4808,RegionA,100,11
4809,RegionD,1369,38
4809,RegionD,1370,38
4810,RegionC,1012,18
4810,RegionC,1013,18
4810,RegionC,1014,18
4811,RegionB,1939,2
4812,RegionC,1395,3
4812,RegionC,1396,3
4812,RegionC,1397,3
4812,RegionC,1398,3
4813,RegionC,1366,6
4813,RegionC,1367,6
4813,RegionC,1368,6
4813,RegionC,1369,6
4814,RegionA,969,30
4814,RegionA,970,30
4814,RegionA,971,30
4814,RegionA,972,30
4814,RegionA,973,30
4815,RegionA,1796,2
4815,RegionA,1797,2
4815,RegionA,1798,2
4816,RegionA,1828,1
4817,RegionD,511,63
4817,RegionD,512,63
4817,RegionD,513,63
4817,RegionD,514,63
4817,RegionD,515,63
4817,RegionD,516,63
4818,RegionB,248,2
4819,RegionC,1545,2
4819,RegionC,1546,2
4820,RegionF,266,10
4821,RegionA,253,7
4821,RegionA,254,7
4821,RegionA,255,7
4821,RegionA,256,7
4821,RegionA,257,7
4821,RegionA,258,7
4821,RegionA,259,7
4822,RegionB,224,12
4823,RegionB,1768,20
4823,RegionB,1769,20
4823,RegionB,1770,20
4823,RegionB,1771,20
4823,RegionB,1772,20
4823,RegionB,1773,20
4824,RegionB,417,5
4824,RegionB,418,5
4824,RegionB,419,5
4824,RegionB,420,5
4824,RegionB,421,5
4824,RegionB,422,5
4824,RegionB,423,5
4825,RegionE,228,127
4826,RegionF,213,25
4827,RegionF,1562,17
4828,RegionA,392,13
4828,RegionA,393,13
4828,RegionA,394,13
4828,RegionA,395,13
4829,RegionD,1683,124
4829,RegionD,1684,124
4829,RegionD,1685,124
4829,RegionD,1686,124
4830,RegionB,43,7
4830,RegionB,44,7
4830,RegionB,45,7
4830,RegionB,46,7
4830,RegionB,47,7
4831,RegionD,1572,19
4831,RegionD,1573,19
4832,RegionE,1753,9
4832,RegionE,1754,9
4833,RegionF,414,63
4834,RegionA,106,4
4834,RegionA,107,4
4834,RegionA,108,4
4835,RegionB,2118,11
4835,RegionB,2119,11
4836,RegionB,788,5
4836,RegionB,789,5
4836,RegionB,790,5
4836,RegionB,791,5
4836,RegionB,792,5
4837,RegionB,420,1
4837,RegionB,421,1
4838,RegionC,276,4
4838,RegionC,277,4
4838,RegionC,278,4
4838,RegionC,279,4
4838,RegionC,280,4
4838,RegionC,281,4
4839,RegionF,793,111
4840,RegionF,516,40
4840,RegionF,517,40
4840,RegionF,518,40
4840,RegionF,519,40
4841,RegionC,2084,39
4841,RegionC,2085,39
4841,RegionC,2086,39
4841,RegionC,2087,39
4841,RegionC,2088,39
4842,RegionB,1455,20
4843,RegionC,1971,23
4843,RegionC,1972,23
4844,RegionE,1821,101
4844,RegionE,1822,101
4844,RegionE,1823,101
4844,RegionE,1824,101
4844,RegionE,1825,101
4844,RegionE,1826,101
4845,RegionC,995,5
4845,RegionC,996,5
4845,RegionC,997,5
4845,RegionC,998,5
4845,RegionC,999,5
4845,RegionC,1000,5
4845,RegionC,1001,5
4846,RegionC,180,3
4846,RegionC,181,3
4847,RegionA,522,3
4847,RegionA,523,3
4847,RegionA,524,3
4847,RegionA,525,3
4847,RegionA,526,3
4847,RegionA,527,3
4848,RegionB,2394,17
4848,RegionB,2395,17
4848,RegionB,2396,17
4848,RegionB,2397,17
4849,RegionB,2101,18
4849,RegionB,2102,18
4849,RegionB,2103,18
4850,RegionE,1465,48
4850,RegionE,1466,48
4850,RegionE,1467,48
4850,RegionE,1468,48
4850,RegionE,1469,48
4850,RegionE,1470,48
4851,RegionD,2390,8
4851,RegionD,2391,8
4851,RegionD,2392,8
4851,RegionD,2393,8
4852,RegionF,596,111
4852,RegionF,597,111
4852,RegionF,598,111
4853,RegionE,1923,6
4853,RegionE,1924,6
4854,RegionA,1404,17
4854,RegionA,1405,17
4854,RegionA,1406,17
4855,RegionB,1510,12
4855,RegionB,1511,12
4855,RegionB,1512,12
4855,RegionB,1513,12
4856,RegionB,2120,3
4856,RegionB,2121,3
4857,RegionE,592,68
4857,RegionE,593,68
4857,RegionE,594,68
4858,RegionC,972,3
4858,RegionC,973,3
4858,RegionC,974,3
4858,RegionC,975,3
4859,RegionF,2291,119
4859,RegionF,2292,119
4859,RegionF,2293,119
4859,RegionF,2294,119
4859,RegionF,2295,119
4860,RegionA,1728,2
4860,RegionA,1729,2
4861,RegionA,800,12
4861,RegionA,801,12
4861,RegionA,802,12
4861,RegionA,803,12
4862,RegionA,824,4
4862,RegionA,825,4
4862,RegionA,826,4
4862,RegionA,827,4
4862,RegionA,828,4
4863,RegionB,1398,2
4863,RegionB,1399,2
4863,RegionB,1400,2
4863,RegionB,1401,2
4863,RegionB,1402,2
4863,RegionB,1403,2
4864,RegionB,1948,3
4864,RegionB,1949,3
4864,RegionB,1950,3
4864,RegionB,1951,3
4865,RegionF,1914,40
4865,RegionF,1915,40
4865,RegionF,1916,40
4865,RegionF,1917,40
4865,RegionF,1918,40
4865,RegionF,1919,40
4866,RegionF,1356,39
4866,RegionF,1357,39
4866,RegionF,1358,39
4866,RegionF,1359,39
4866,RegionF,1360,39
4867,RegionB,2318,75
4867,RegionB,2319,75
4867,RegionB,2320,75
4867,RegionB,2321,75
4867,RegionB,2322,75
4867,RegionB,2323,75
4867,RegionB,2324,75
4868,RegionB,1227,5
4868,RegionB,1228,5
4869,RegionC,1346,13
4869,RegionC,1347,13
4869,RegionC,1348,13
4869,RegionC,1349,13
4870,RegionB,429,7
4871,RegionD,172,18
4871,RegionD,173,18
4871,RegionD,174,18
4871,RegionD,175,18
4871,RegionD,176,18
4871,RegionD,177,18
4872,RegionE,898,15
4872,RegionE,899,15
4872,RegionE,900,15
4872,RegionE,901,15
4872,RegionE,902,15
4873,RegionA,913,4
4873,RegionA,914,4
4874,RegionD,943,106
4874,RegionD,944,106
4874,RegionD,945,106
4874,RegionD,946,106
4874,RegionD,947,106
4874,RegionD,948,106
4874,RegionD,949,106
4875,RegionB,873,20
4875,RegionB,874,20
4875,RegionB,875,20
4876,RegionB,1969,1
4876,RegionB,1970,1
4876,RegionB,1971,1
4876,RegionB,1972,1
4876,RegionB,1973,1
4876,RegionB,1974,1
4877,RegionE,1357,86
4877,RegionE,1358,86
4878,RegionF,1539,22
4878,RegionF,1540,22
4879,RegionD,1639,5
4879,RegionD,1640,5
4879,RegionD,1641,5
4879,RegionD,1642,5
4879,RegionD,1643,5
4880,RegionA,27,7
4880,RegionA,28,7
4880,RegionA,29,7
4880,RegionA,30,7
4881,RegionB,40,8
4881,RegionB,41,8
4882,RegionB,1465,1
4882,RegionB,1466,1
4882,RegionB,1467,1
4882,RegionB,1468,1
4882,RegionB,1469,1
4882,RegionB,1470,1
4882,RegionB,1471,1
4883,RegionB,2272,1
4883,RegionB,2273,1
4883,RegionB,2274,1
4883,RegionB,2275,1
4883,RegionB,2276,1
4883,RegionB,2277,1
4883,RegionB,2278,1
4884,RegionC,583,4
4884,RegionC,584,4
4884,RegionC,585,4
4885,RegionE,1803,19
4885,RegionE,1804,19
4885,RegionE,1805,19
4885,RegionE,1806,19
4885,RegionE,1807,19
4886,RegionF,2398,3
4886,RegionF,2399,3
4886,RegionF,2400,3
4886,RegionF,2401,3
4887,RegionA,179,20
4887,RegionA,180,20
4887,RegionA,181,20
4888,RegionA,815,1
4888,RegionA,816,1
4888,RegionA,817,1
4888,RegionA,818,1
4888,RegionA,819,1
4888,RegionA,820,1
4889,RegionB,1163,6
4889,RegionB,1164,6
4889,RegionB,1165,6
4889,RegionB,1166,6
4889,RegionB,1167,6
4889,RegionB,1168,6
4889,RegionB,1169,6
4890,RegionB,896,5
4890,RegionB,897,5
4890,RegionB,898,5
4890,RegionB,899,5
4891,RegionE,713,15
4891,RegionE,714,15
4891,RegionE,715,15
4891,RegionE,716,15
4891,RegionE,717,15
4891,RegionE,718,15
4892,RegionF,2271,23
4893,RegionA,731,2
4894,RegionA,88,5
4895,RegionB,1072,2
4895,RegionB,1073,2
4896,RegionB,85,6
4896,RegionB,86,6
4896,RegionB,87,6
4896,RegionB,88,6
4896,RegionB,89,6
4896,RegionB,90,6
4897,RegionE,562,86
4897,RegionE,563,86
4897,RegionE,564,86
4897,RegionE,565,86
4897,RegionE,566,86
4897,RegionE,567,86
4897,RegionE,568,86
4898,RegionE,454,20
4899,RegionF,861,19
4899,RegionF,862,19
4899,RegionF,863,19
4899,RegionF,864,19
4899,RegionF,865,19
4900,RegionA,1868,5
4900,RegionA,1869,5
4900,RegionA,1870,5
4900,RegionA,1871,5
4901,RegionA,1514,4
4901,RegionA,1515,4
4902,RegionC,701,14
4902,RegionC,702,14
4902,RegionC,703,14
4902,RegionC,704,14
4903,RegionE,1776,127
4903,RegionE,1777,127
4903,RegionE,1778,127
4903,RegionE,1779,127
