Region,Hour,GPU_Demand
RegionB,667,247
RegionB,668,168
RegionB,669,129
RegionB,670,126
RegionB,671,240
RegionB,672,230
RegionB,673,343
RegionB,674,353
RegionB,675,262
RegionB,676,258
RegionB,677,270
RegionB,678,293
RegionB,679,288
RegionB,680,294
RegionB,681,497
RegionB,682,397
RegionB,683,343
RegionB,684,69
RegionB,685,54
RegionB,686,72
RegionB,687,135
RegionB,688,132
RegionB,689,151
RegionB,690,201
RegionB,691,192
RegionB,692,181
RegionB,693,127
RegionB,694,124
RegionB,695,127
RegionB,696,113
RegionB,697,67
RegionB,698,80
RegionB,699,175
RegionB,700,217
RegionB,701,208
RegionB,702,190
RegionB,703,171
RegionB,704,121
RegionB,705,84
RegionB,706,108
RegionB,707,197
RegionB,708,204
RegionB,709,187
RegionB,710,199
RegionB,711,207
RegionB,712,208
RegionB,713,190
RegionB,714,185
RegionB,715,201
RegionB,716,213
RegionB,717,200
RegionB,718,179
RegionB,719,117
RegionB,720,129
RegionB,721,218
RegionB,722,235
RegionB,723,221
RegionB,724,108
RegionB,725,114
RegionB,726,227
RegionB,727,212
RegionB,728,224
RegionB,729,245
RegionB,730,201
RegionB,731,173
RegionB,732,308
RegionB,733,235
RegionB,734,130
RegionB,735,144
RegionB,736,190
RegionB,737,192
RegionB,738,169
RegionB,739,220
RegionB,740,170
RegionB,741,210
RegionB,742,226
RegionB,743,97
RegionB,744,80
RegionB,745,90
RegionB,746,114
RegionB,747,142
RegionB,748,149
RegionB,749,191
RegionB,750,135
RegionB,751,149
RegionB,752,117
RegionB,753,208
RegionB,754,228
RegionB,755,285
RegionB,756,296
RegionB,757,286
RegionB,758,113
RegionB,759,96
RegionB,760,144
RegionB,761,83
RegionB,762,129
RegionB,763,122
RegionB,764,112
RegionB,765,206
RegionB,766,226
RegionB,767,225
RegionB,768,228
RegionB,769,307
RegionB,770,402
RegionB,771,361
RegionB,772,352
RegionB,773,312
RegionB,774,457
RegionB,775,305
RegionB,776,386
RegionB,777,341
RegionB,778,260
RegionB,779,247
RegionB,780,281
RegionB,781,273
RegionB,782,237
RegionB,783,245
RegionB,784,276
RegionB,785,276
RegionB,786,269
RegionB,787,156
RegionB,788,152
RegionB,789,243
RegionB,790,321
RegionB,791,230
RegionB,792,152
RegionB,793,258
RegionB,794,126
RegionB,795,141
RegionB,796,68
RegionB,797,115
RegionB,798,109
RegionB,799,147
RegionB,800,93
RegionB,801,98
RegionB,802,157
RegionB,803,105
RegionB,804,133
RegionB,805,85
RegionB,806,52
RegionB,807,192
RegionB,808,206
RegionB,809,202
RegionB,810,168
RegionB,811,146
RegionB,812,70
RegionB,813,161
RegionB,814,178
RegionB,815,202
RegionB,816,284
RegionB,817,173
RegionB,818,337
RegionB,819,370
RegionB,820,382
RegionB,821,350
RegionB,822,450
RegionB,823,380
RegionB,824,353
RegionB,825,208
RegionB,826,257
RegionB,827,282
RegionB,828,138
RegionB,829,182
RegionB,830,212
RegionB,831,225
RegionB,832,247
RegionB,833,217
RegionB,834,141
RegionB,835,132
RegionB,836,95
RegionB,837,60
RegionB,838,66
RegionB,839,96
RegionB,840,73
RegionB,841,62
RegionB,842,39
RegionB,843,66
RegionB,844,116
RegionB,845,120
RegionB,846,135
RegionB,847,97
RegionB,848,112
RegionB,849,63
RegionB,850,57
RegionB,851,70
RegionB,852,95
RegionB,853,105
RegionB,854,194
RegionB,855,112
RegionB,856,221
RegionB,857,314
RegionB,858,341
RegionB,859,318
RegionB,860,338
RegionB,861,233
RegionB,862,140
RegionB,863,214
RegionB,864,211
RegionB,865,168
RegionB,866,198
RegionB,867,184
RegionB,868,144
RegionB,869,96
RegionB,870,115
RegionB,871,109
RegionB,872,181
RegionB,873,104
RegionB,874,135
RegionB,875,135
RegionB,876,124
RegionB,877,91
RegionB,878,99
RegionB,879,181
RegionB,880,174
RegionB,881,135
RegionB,882,227
RegionB,883,144
RegionB,884,90
RegionB,885,187
RegionB,886,194
RegionB,887,243
RegionB,888,254
RegionB,889,329
RegionB,890,287
RegionB,891,220
RegionB,892,240
RegionB,893,224
RegionB,894,233
RegionB,895,212
RegionB,896,189
RegionB,897,289
RegionB,898,265
RegionB,899,228
RegionB,900,190
RegionB,901,213
RegionB,902,207
RegionB,903,197
RegionB,904,195
RegionB,905,90
RegionB,906,103
RegionB,907,96
RegionB,908,62
RegionB,909,80
RegionB,910,159
RegionB,911,163
RegionB,912,315
RegionB,913,225
RegionB,914,221
RegionB,915,181
RegionB,916,267
RegionB,917,261
RegionB,918,193
RegionB,919,194
RegionB,920,223
RegionB,921,298
RegionB,922,204
RegionB,923,76
RegionB,924,73
RegionB,925,92
RegionB,926,66
RegionB,927,62
RegionB,928,76
RegionB,929,112
RegionB,930,119
RegionB,931,126
RegionB,932,218
RegionB,933,281
RegionB,934,285
RegionB,935,279
RegionB,936,84
RegionB,937,142
RegionB,938,144
RegionB,939,121
RegionB,940,91
RegionB,941,109
RegionB,942,81
RegionB,943,110
RegionB,944,130
RegionB,945,149
RegionB,946,177
RegionB,947,162
RegionB,948,302
RegionB,949,256
RegionB,950,264
RegionB,951,270
RegionB,952,437
RegionB,953,457
RegionB,954,407
RegionB,955,288
RegionB,956,106
RegionB,957,213
RegionB,958,274
RegionB,959,297
RegionB,960,384
RegionB,961,358
RegionB,962,397
RegionB,963,275
RegionB,964,214
RegionB,965,182
RegionB,966,197
RegionB,967,103
RegionB,968,175
RegionB,969,244
RegionB,970,233
RegionB,971,94
RegionB,972,165
RegionB,973,174
RegionB,974,189
RegionB,975,147
RegionB,976,159
RegionB,977,201
RegionB,978,146
RegionB,979,166
RegionB,980,213
RegionB,981,233
RegionB,982,252
RegionB,983,237
RegionB,984,184
RegionB,985,119
RegionB,986,137
RegionB,987,239
RegionB,988,146
RegionB,989,130
RegionB,990,243
RegionB,991,255
RegionB,992,259
RegionB,993,217
RegionB,994,201
RegionB,995,90
RegionB,996,57
RegionB,997,90
RegionB,998,113
RegionB,999,190
RegionB,1000,342
RegionB,1001,252
RegionB,1002,296
RegionB,1003,266
RegionB,1004,259
RegionB,1005,265
RegionB,1006,136
RegionB,1007,147
RegionB,1008,153
RegionB,1009,157
RegionB,1010,130
RegionB,1011,105
RegionB,1012,96
RegionB,1013,91
RegionB,1014,96
RegionB,1015,119
RegionB,1016,136
RegionB,1017,168
RegionB,1018,193
RegionB,1019,235
RegionB,1020,262
RegionB,1021,160
RegionB,1022,106
RegionB,1023,172
RegionB,1024,209
RegionB,1025,295
RegionB,1026,171
RegionB,1027,251
RegionB,1028,263
RegionB,1029,170
RegionB,1030,195
RegionB,1031,166
RegionB,1032,54
RegionB,1033,56
RegionB,1034,220
RegionB,1035,384
RegionB,1036,481
RegionB,1037,320
RegionB,1038,293
RegionB,1039,247
RegionB,1040,337
RegionB,1041,281
RegionB,1042,181
RegionB,1043,189
RegionB,1044,216
RegionB,1045,211
RegionB,1046,286
RegionB,1047,211
RegionB,1048,208
RegionB,1049,129
RegionB,1050,217
RegionB,1051,206
RegionB,1052,155
RegionB,1053,245
RegionB,1054,217
RegionB,1055,166
RegionB,1056,174
RegionB,1057,167
RegionB,1058,101
RegionB,1059,128
RegionB,1060,161
RegionB,1061,152
RegionB,1062,178
RegionB,1063,198
RegionB,1064,159
RegionB,1065,165
RegionB,1066,160
RegionB,1067,164
RegionB,1068,160
RegionB,1069,288
RegionB,1070,281
RegionB,1071,258
RegionB,1072,217
RegionB,1073,276
RegionB,1074,310
RegionB,1075,334
RegionB,1076,287
RegionB,1077,293
RegionB,1078,272
RegionB,1079,323
RegionB,1080,315
RegionB,1081,221
RegionB,1082,81
RegionB,1083,136
RegionB,1084,111
RegionB,1085,123
RegionB,1086,120
RegionB,1087,158
RegionB,1088,179
RegionB,1089,117
RegionB,1090,211
RegionB,1091,116
RegionB,1092,105
RegionB,1093,70
RegionB,1094,48
RegionB,1095,56
RegionB,1096,67
RegionB,1097,118
RegionB,1098,98
RegionB,1099,92
RegionB,1100,109
RegionB,1101,49
RegionB,1102,73
RegionB,1103,219
RegionB,1104,305
RegionB,1105,294
RegionB,1106,281
RegionB,1107,312
RegionB,1108,332
RegionB,1109,66
RegionB,1110,78
RegionB,1111,273
RegionB,1112,289
RegionB,1113,203
RegionB,1114,131
RegionB,1115,95
RegionB,1116,132
RegionB,1117,115
RegionB,1118,185
RegionB,1119,283
RegionB,1120,232
RegionB,1121,261
RegionB,1122,258
RegionB,1123,135
RegionB,1124,255
RegionB,1125,231
RegionB,1126,260
RegionB,1127,256
RegionB,1128,245
RegionB,1129,270
RegionB,1130,157
RegionB,1131,197
RegionB,1132,208
RegionB,1133,108
RegionB,1134,201
RegionB,1135,191
RegionB,1136,126
RegionB,1137,62
RegionB,1138,63
RegionB,1139,101
RegionB,1140,100
RegionB,1141,114
RegionB,1142,101
RegionB,1143,114
RegionB,1144,44
RegionB,1145,37
RegionB,1146,34
RegionB,1147,146
RegionB,1148,23
RegionB,1149,204
RegionB,1150,236
RegionB,1151,242
RegionB,1152,267
RegionB,1153,292
RegionB,1154,320
RegionB,1155,320
RegionB,1156,238
RegionB,1157,160
RegionB,1158,132
RegionB,1159,139
RegionB,1160,180
RegionB,1161,169
RegionB,1162,153
RegionB,1163,133
RegionB,1164,56
RegionB,1165,54
RegionB,1166,102
RegionB,1167,242
RegionB,1168,230
RegionB,1169,240
RegionB,1170,243
RegionB,1171,185
RegionB,1172,51
RegionB,1173,165
RegionB,1174,199
RegionB,1175,217
RegionB,1176,208
RegionB,1177,190
RegionB,1178,179
RegionB,1179,193
RegionB,1180,189
RegionB,1181,69
RegionB,1182,112
RegionB,1183,173
RegionB,1184,89
RegionB,1185,212
RegionB,1186,168
RegionB,1187,124
RegionB,1188,98
RegionB,1189,197
RegionB,1190,253
RegionB,1191,273
RegionB,1192,270
RegionB,1193,282
RegionB,1194,231
RegionB,1195,252
RegionB,1196,228
RegionB,1197,139
RegionB,1198,219
RegionB,1199,208
RegionB,1200,439
RegionB,1201,444
RegionB,1202,398
RegionB,1203,284
RegionB,1204,307
RegionB,1205,336
RegionB,1206,311
RegionB,1207,221
RegionB,1208,362
RegionB,1209,344
RegionB,1210,386
RegionB,1211,374
RegionB,1212,248
RegionB,1213,230
RegionB,1214,224
RegionB,1215,72
RegionB,1216,132
RegionB,1217,116
RegionB,1218,87
RegionB,1219,143
RegionB,1220,127
RegionB,1221,137
RegionB,1222,153
RegionB,1223,135
RegionB,1224,219
RegionB,1225,354
RegionB,1226,222
RegionB,1227,292
RegionB,1228,311
RegionB,1229,192
RegionB,1230,130
RegionB,1231,217
RegionB,1232,277
RegionB,1233,445
RegionB,1234,203
RegionB,1235,227
RegionB,1236,217
RegionB,1237,228
RegionB,1238,250
RegionB,1239,84
RegionB,1240,62
RegionB,1241,58
RegionB,1242,229
RegionB,1243,275
RegionB,1244,174
RegionB,1245,139
RegionB,1246,111
RegionB,1247,129
RegionB,1248,196
RegionB,1249,59
RegionB,1250,350
RegionB,1251,369
RegionB,1252,264
RegionB,1253,236
RegionB,1254,351
RegionB,1255,254
RegionB,1256,363
RegionB,1257,276
RegionB,1258,169
RegionB,1259,180
RegionB,1260,174
RegionB,1261,136
RegionB,1262,101
RegionB,1263,209
RegionB,1264,156
RegionB,1265,28
RegionB,1266,93
RegionB,1267,124
RegionB,1268,153
RegionB,1269,128
RegionB,1270,233
RegionB,1271,313
RegionB,1272,373
RegionB,1273,263
RegionB,1274,280
RegionB,1275,298
RegionB,1276,280
RegionB,1277,263
RegionB,1278,244
RegionB,1279,240
RegionB,1280,243
RegionB,1281,314
RegionB,1282,256
RegionB,1283,175
RegionB,1284,189
RegionB,1285,209
RegionB,1286,174
RegionB,1287,113
RegionB,1288,157
RegionB,1289,109
RegionB,1290,229
RegionB,1291,249
RegionB,1292,243
RegionB,1293,71
RegionB,1294,81
RegionB,1295,207
RegionB,1296,206
RegionB,1297,187
RegionB,1298,361
RegionB,1299,365
RegionB,1300,369
RegionB,1301,322
RegionB,1302,140
RegionB,1303,151
RegionB,1304,110
RegionB,1305,118
RegionB,1306,173
RegionB,1307,219
RegionB,1308,226
RegionB,1309,265
RegionB,1310,216
RegionB,1311,188
RegionB,1312,187
RegionB,1313,168
RegionB,1314,108
RegionB,1315,131
RegionB,1316,148
RegionB,1317,142
RegionB,1318,144
RegionB,1319,169
RegionB,1320,171
RegionB,1321,152
RegionB,1322,133
RegionB,1323,190
RegionB,1324,219
RegionB,1325,166
RegionB,1326,146
RegionB,1327,183
RegionB,1328,189
RegionB,1329,206
RegionB,1330,199
RegionB,1331,177
RegionB,1332,313
RegionB,1333,449
RegionB,1334,433
RegionB,1335,448
RegionB,1336,339
RegionB,1337,244
RegionB,1338,208
RegionB,1339,229
RegionB,1340,291
RegionB,1341,275
RegionB,1342,245
RegionB,1343,278
RegionB,1344,272
RegionB,1345,363
RegionB,1346,419
RegionB,1347,391
RegionB,1348,278
RegionB,1349,307
RegionB,1350,285
RegionB,1351,181
RegionB,1352,104
RegionB,1353,161
RegionB,1354,189
RegionB,1355,129
RegionB,1356,122
RegionB,1357,198
RegionB,1358,461
RegionB,1359,507
RegionB,1360,468
RegionB,1361,442
RegionB,1362,428
RegionB,1363,343
RegionB,1364,164
RegionB,1365,186
RegionB,1366,216
RegionB,1367,198
RegionB,1368,323
RegionB,1369,381
RegionB,1370,488
RegionB,1371,588
RegionB,1372,521
RegionB,1373,375
RegionB,1374,350
RegionB,1375,164
RegionB,1376,202
RegionB,1377,293
RegionB,1378,412
RegionB,1379,514
RegionB,1380,440
RegionB,1381,272
RegionB,1382,224
RegionB,1383,217
RegionB,1384,335
RegionB,1385,304
RegionB,1386,210
RegionB,1387,139
RegionB,1388,140
RegionB,1389,148
RegionB,1390,168
RegionB,1391,176
RegionB,1392,178
RegionB,1393,160
RegionB,1394,119
RegionB,1395,127
RegionB,1396,89
RegionB,1397,65
RegionB,1398,64
RegionB,1399,45
RegionB,1400,61
RegionB,1401,76
RegionB,1402,74
RegionB,1403,48
RegionB,1404,90
RegionB,1405,75
RegionB,1406,128
RegionB,1407,137
RegionB,1408,152
RegionB,1409,270
RegionB,1410,392
RegionB,1411,331
RegionB,1412,223
RegionB,1413,191
RegionB,1414,270
RegionB,1415,360
RegionB,1416,235
RegionB,1417,238
RegionB,1418,271
RegionB,1419,297
RegionB,1420,190
RegionB,1421,139
RegionB,1422,256
RegionB,1423,259
RegionB,1424,262
RegionB,1425,340
RegionB,1426,196
RegionB,1427,223
RegionB,1428,290
RegionB,1429,189
RegionB,1430,79
RegionB,1431,107
RegionB,1432,97
RegionB,1433,101
RegionB,1434,69
RegionB,1435,64
RegionB,1436,51
RegionB,1437,100
RegionB,1438,108
RegionB,1439,96
RegionB,1440,75
RegionB,1441,101
RegionB,1442,115
RegionB,1443,86
RegionB,1444,132
RegionB,1445,232
RegionB,1446,139
RegionB,1447,121
RegionB,1448,82
RegionB,1449,117
RegionB,1450,127
RegionB,1451,142
RegionB,1452,168
RegionB,1453,208
RegionB,1454,181
RegionB,1455,324
RegionB,1456,247
RegionB,1457,240
RegionB,1458,431
RegionB,1459,333
RegionB,1460,355
RegionB,1461,211
RegionB,1462,226
RegionB,1463,120
RegionB,1464,265
RegionB,1465,201
RegionB,1466,330
RegionB,1467,304
RegionB,1468,336
RegionB,1469,366
RegionB,1470,224
RegionB,1471,207
RegionB,1472,119
RegionB,1473,121
RegionB,1474,134
RegionB,1475,141
RegionB,1476,140
RegionB,1477,223
RegionB,1478,222
RegionB,1479,227
RegionB,1480,349
RegionB,1481,359
RegionB,1482,208
RegionB,1483,204
RegionB,1484,103
RegionB,1485,90
RegionB,1486,68
RegionB,1487,110
RegionB,1488,104
RegionB,1489,132
RegionB,1490,234
RegionB,1491,217
RegionB,1492,217
RegionB,1493,119
RegionB,1494,139
RegionB,1495,138
RegionB,1496,113
RegionB,1497,258
RegionB,1498,185
RegionB,1499,190
RegionB,1500,130
RegionB,1501,72
RegionB,1502,88
RegionB,1503,102
RegionB,1504,213
RegionB,1505,295
RegionB,1506,287
RegionB,1507,256
RegionB,1508,280
RegionB,1509,306
RegionB,1510,208
RegionB,1511,293
RegionB,1512,276
RegionB,1513,257
RegionB,1514,249
RegionB,1515,221
RegionB,1516,161
RegionB,1517,153
RegionB,1518,255
RegionB,1519,188
RegionB,1520,169
RegionB,1521,165
RegionB,1522,103
RegionB,1523,61
RegionB,1524,78
RegionB,1525,101
RegionB,1526,207
RegionB,1527,211
RegionB,1528,120
RegionB,1529,120
RegionB,1530,149
RegionB,1531,126
RegionB,1532,147
RegionB,1533,129
RegionB,1534,111
RegionB,1535,119
RegionB,1536,94
RegionB,1537,119
RegionB,1538,152
RegionB,1539,146
RegionB,1540,224
RegionB,1541,321
RegionB,1542,470
RegionB,1543,364
RegionB,1544,384
RegionB,1545,393
RegionB,1546,387
RegionB,1547,249
RegionB,1548,102
RegionB,1549,106
RegionB,1550,105
RegionB,1551,55
RegionB,1552,55
RegionB,1553,57
RegionB,1554,89
RegionB,1555,179
RegionB,1556,325
RegionB,1557,384
RegionB,1558,387
RegionB,1559,285
RegionB,1560,273
RegionB,1561,281
RegionB,1562,359
RegionB,1563,410
RegionB,1564,317
RegionB,1565,369
RegionB,1566,409
RegionB,1567,416
RegionB,1568,265
RegionB,1569,236
RegionB,1570,83
RegionB,1571,103
RegionB,1572,152
RegionB,1573,200
RegionB,1574,131
RegionB,1575,182
RegionB,1576,223
RegionB,1577,182
RegionB,1578,172
RegionB,1579,99
RegionB,1580,298
RegionB,1581,290
RegionB,1582,206
RegionB,1583,73
RegionB,1584,80
RegionB,1585,103
RegionB,1586,169
RegionB,1587,249
RegionB,1588,420
RegionB,1589,390
RegionB,1590,359
RegionB,1591,150
RegionB,1592,149
RegionB,1593,163
RegionB,1594,170
RegionB,1595,180
RegionB,1596,132
RegionB,1597,122
RegionB,1598,108
RegionB,1599,254
RegionB,1600,230
RegionB,1601,252
RegionB,1602,268
RegionB,1603,127
RegionB,1604,132
RegionB,1605,143
RegionB,1606,146
RegionB,1607,158
RegionB,1608,208
RegionB,1609,231
RegionB,1610,207
RegionB,1611,310
RegionB,1612,390
RegionB,1613,231
RegionB,1614,90
RegionB,1615,136
RegionB,1616,106
RegionB,1617,109
RegionB,1618,83
RegionB,1619,211
RegionB,1620,200
RegionB,1621,196
RegionB,1622,70
RegionB,1623,51
RegionB,1624,75
RegionB,1625,70
RegionB,1626,208
RegionB,1627,266
RegionB,1628,269
RegionB,1629,273
RegionB,1630,262
RegionB,1631,256
RegionB,1632,134
RegionB,1633,145
RegionB,1634,197
RegionB,1635,183
RegionB,1636,183
RegionB,1637,181
RegionB,1638,191
RegionB,1639,95
RegionB,1640,221
RegionB,1641,247
RegionB,1642,249
RegionB,1643,184
RegionB,1644,381
RegionB,1645,371
RegionB,1646,224
RegionB,1647,157
RegionB,1648,144
RegionB,1649,53
RegionB,1650,95
RegionB,1651,180
RegionB,1652,95
RegionB,1653,62
RegionB,1654,55
RegionB,1655,69
RegionB,1656,109
RegionB,1657,206
RegionB,1658,226
RegionB,1659,231
RegionB,1660,352
RegionB,1661,268
RegionB,1662,352
RegionB,1663,338
RegionB,1664,351
RegionB,1665,307
RegionB,1666,274
RegionB,1667,252
RegionB,1668,272
RegionB,1669,249
RegionB,1670,279
RegionB,1671,161
RegionB,1672,143
RegionB,1673,206
RegionB,1674,210
RegionB,1675,206
RegionB,1676,274
RegionB,1677,258
RegionB,1678,113
RegionB,1679,156
RegionB,1680,171
RegionB,1681,160
RegionB,1682,101
RegionB,1683,138
RegionB,1684,281
RegionB,1685,302
RegionB,1686,172
RegionB,1687,173
RegionB,1688,154
RegionB,1689,184
RegionB,1690,219
RegionB,1691,207
RegionB,1692,266
RegionB,1693,325
RegionB,1694,278
RegionB,1695,401
RegionB,1696,344
RegionB,1697,331
RegionB,1698,211
RegionB,1699,228
RegionB,1700,221
RegionB,1701,163
RegionB,1702,198
RegionB,1703,187
RegionB,1704,269
RegionB,1705,321
RegionB,1706,318
RegionB,1707,245
RegionB,1708,174
RegionB,1709,145
RegionB,1710,145
RegionB,1711,135
RegionB,1712,175
RegionB,1713,187
RegionB,1714,174
RegionB,1715,183
RegionB,1716,124
RegionB,1717,260
RegionB,1718,351
RegionB,1719,362
RegionB,1720,309
RegionB,1721,286
RegionB,1722,287
RegionB,1723,237
RegionB,1724,283
RegionB,1725,245
RegionB,1726,243
RegionB,1727,159
RegionB,1728,138
RegionB,1729,137
RegionB,1730,117
RegionB,1731,110
RegionB,1732,122
RegionB,1733,180
RegionB,1734,181
RegionB,1735,204
RegionB,1736,188
RegionB,1737,448
RegionB,1738,311
RegionB,1739,275
RegionB,1740,233
RegionB,1741,158
RegionB,1742,164
RegionB,1743,156
RegionB,1744,132
RegionB,1745,114
RegionB,1746,87
RegionB,1747,64
RegionB,1748,149
RegionB,1749,196
RegionB,1750,174
RegionB,1751,145
RegionB,1752,283
RegionB,1753,304
RegionB,1754,298
RegionB,1755,202
RegionB,1756,203
RegionB,1757,186
RegionB,1758,60
RegionB,1759,89
RegionB,1760,76
RegionB,1761,174
RegionB,1762,150
RegionB,1763,209
RegionB,1764,276
RegionB,1765,369
RegionB,1766,180
RegionB,1767,194
RegionB,1768,218
RegionB,1769,286
RegionB,1770,292
RegionB,1771,319
RegionB,1772,255
RegionB,1773,267
RegionB,1774,225
RegionB,1775,118
RegionB,1776,196
RegionB,1777,328
RegionB,1778,325
RegionB,1779,195
RegionB,1780,223
RegionB,1781,199
RegionB,1782,216
RegionB,1783,347
RegionB,1784,224
RegionB,1785,265
RegionB,1786,331
RegionB,1787,429
RegionB,1788,416
RegionB,1789,328
RegionB,1790,206
RegionB,1791,99
RegionB,1792,155
RegionB,1793,105
RegionB,1794,135
RegionB,1795,158
RegionB,1796,155
RegionB,1797,283
RegionB,1798,254
RegionB,1799,224
RegionB,1800,228
RegionB,1801,262
RegionB,1802,180
RegionB,1803,314
RegionB,1804,279
RegionB,1805,259
RegionB,1806,295
RegionB,1807,110
RegionB,1808,113
RegionB,1809,96
RegionB,1810,33
RegionB,1811,31
RegionB,1812,94
RegionB,1813,202
RegionB,1814,190
RegionB,1815,126
RegionB,1816,116
RegionB,1817,177
RegionB,1818,232
RegionB,1819,433
RegionB,1820,323
RegionB,1821,225
RegionB,1822,218
RegionB,1823,267
RegionB,1824,161
RegionB,1825,190
RegionB,1826,135
RegionB,1827,255
RegionB,1828,220
RegionB,1829,220
RegionB,1830,207
RegionB,1831,189
RegionB,1832,180
RegionB,1833,233
RegionB,1834,116
RegionB,1835,171
RegionB,1836,203
RegionB,1837,210
RegionB,1838,236
RegionB,1839,219
RegionB,1840,227
RegionB,1841,200
RegionB,1842,75
RegionB,1843,75
RegionB,1844,42
RegionB,1845,49
RegionB,1846,62
RegionB,1847,60
RegionB,1848,18
RegionB,1849,124
RegionB,1850,250
RegionB,1851,250
RegionB,1852,288
RegionB,1853,251
RegionB,1854,180
RegionB,1855,85
RegionB,1856,70
RegionB,1857,85
RegionB,1858,80
RegionB,1859,95
RegionB,1860,217
RegionB,1861,204
RegionB,1862,95
RegionB,1863,79
RegionB,1864,81
RegionB,1865,109
RegionB,1866,96
RegionB,1867,128
RegionB,1868,178
RegionB,1869,159
RegionB,1870,238
RegionB,1871,245
RegionB,1872,206
RegionB,1873,174
RegionB,1874,199
RegionB,1875,186
RegionB,1876,323
RegionB,1877,92
RegionB,1878,72
RegionB,1879,152
RegionB,1880,351
RegionB,1881,237
RegionB,1882,201
RegionB,1883,203
RegionB,1884,222
RegionB,1885,244
RegionB,1886,158
RegionB,1887,91
RegionB,1888,117
RegionB,1889,199
RegionB,1890,204
RegionB,1891,211
RegionB,1892,150
RegionB,1893,130
RegionB,1894,158
RegionB,1895,143
RegionB,1896,247
RegionB,1897,391
RegionB,1898,353
RegionB,1899,199
RegionB,1900,238
RegionB,1901,274
RegionB,1902,150
RegionB,1903,124
RegionB,1904,142
RegionB,1905,91
RegionB,1906,60
RegionB,1907,95
RegionB,1908,193
RegionB,1909,294
RegionB,1910,283
RegionB,1911,174
RegionB,1912,212
RegionB,1913,230
RegionB,1914,372
RegionB,1915,215
RegionB,1916,294
RegionB,1917,414
RegionB,1918,317
RegionB,1919,216
RegionB,1920,155
RegionB,1921,140
RegionB,1922,261
RegionB,1923,273
RegionB,1924,247
RegionB,1925,298
RegionB,1926,275
RegionB,1927,172
RegionB,1928,282
RegionB,1929,259
RegionB,1930,255
RegionB,1931,146
RegionB,1932,88
RegionB,1933,109
RegionB,1934,125
RegionB,1935,117
RegionB,1936,81
RegionB,1937,81
RegionB,1938,102
RegionB,1939,202
RegionB,1940,283
RegionB,1941,404
RegionB,1942,345
RegionB,1943,283
RegionB,1944,234
RegionB,1945,194
RegionB,1946,133
RegionB,1947,129
RegionB,1948,137
RegionB,1949,82
RegionB,1950,106
RegionB,1951,115
RegionB,1952,152
RegionB,1953,168
RegionB,1954,145
RegionB,1955,106
RegionB,1956,105
RegionB,1957,151
RegionB,1958,255
RegionB,1959,273
RegionB,1960,410
RegionB,1961,401
RegionB,1962,199
RegionB,1963,207
RegionB,1964,202
RegionB,1965,149
RegionB,1966,255
RegionB,1967,180
RegionB,1968,109
RegionB,1969,140
RegionB,1970,172
RegionB,1971,206
RegionB,1972,180
RegionB,1973,190
RegionB,1974,155
RegionB,1975,57
RegionB,1976,58
RegionB,1977,91
RegionB,1978,66
RegionB,1979,188
RegionB,1980,188
RegionB,1981,246
RegionB,1982,293
RegionB,1983,321
RegionB,1984,317
RegionB,1985,208
RegionB,1986,332
RegionB,1987,87
RegionB,1988,98
RegionB,1989,95
RegionB,1990,162
RegionB,1991,187
RegionB,1992,261
RegionB,1993,247
RegionB,1994,331
RegionB,1995,294
RegionB,1996,314
RegionB,1997,109
RegionB,1998,67
RegionB,1999,58
RegionB,2000,44
RegionB,2001,77
RegionB,2002,69
RegionB,2003,110
RegionB,2004,219
RegionB,2005,240
RegionB,2006,270
RegionB,2007,221
RegionB,2008,235
RegionB,2009,205
RegionB,2010,191
RegionB,2011,258
RegionB,2012,255
RegionB,2013,485
RegionB,2014,409
RegionB,2015,430
RegionB,2016,414
RegionB,2017,304
RegionB,2018,304
RegionB,2019,392
RegionB,2020,265
RegionB,2021,324
RegionB,2022,327
RegionB,2023,202
RegionB,2024,243
RegionB,2025,233
RegionB,2026,93
RegionB,2027,110
RegionB,2028,78
RegionB,2029,157
RegionB,2030,148
RegionB,2031,255
RegionB,2032,269
RegionB,2033,258
RegionB,2034,121
RegionB,2035,142
RegionB,2036,269
RegionB,2037,131
RegionB,2038,82
RegionB,2039,179
RegionB,2040,142
RegionB,2041,30
RegionB,2042,24
RegionB,2043,56
RegionB,2044,41
RegionB,2045,165
RegionB,2046,438
RegionB,2047,496
RegionB,2048,521
RegionB,2049,400
RegionB,2050,313
RegionB,2051,378
RegionB,2052,438
RegionB,2053,399
RegionB,2054,189
RegionB,2055,180
RegionB,2056,214
RegionB,2057,183
RegionB,2058,111
RegionB,2059,205
RegionB,2060,207
RegionB,2061,193
RegionB,2062,205
RegionB,2063,199
RegionB,2064,117
RegionB,2065,137
RegionB,2066,302
RegionB,2067,319
RegionB,2068,271
RegionB,2069,211
RegionB,2070,220
RegionB,2071,197
RegionB,2072,189
RegionB,2073,72
RegionB,2074,165
RegionB,2075,141
RegionB,2076,152
RegionB,2077,197
RegionB,2078,356
RegionB,2079,376
RegionB,2080,270
RegionB,2081,285
RegionB,2082,277
RegionB,2083,329
RegionB,2084,296
RegionB,2085,262
RegionB,2086,268
RegionB,2087,268
RegionB,2088,241
RegionB,2089,233
RegionB,2090,304
RegionB,2091,177
RegionB,2092,242
RegionB,2093,374
RegionB,2094,306
RegionB,2095,331
RegionB,2096,388
RegionB,2097,646
