TaskID,Region,StartHour
6496,RegionC,1882
6497,RegionE,573
6498,RegionD,1240
6499,RegionF,279
6500,RegionA,1981
6501,RegionB,1932
6502,RegionD,738
6503,RegionE,2076
6504,RegionE,2152
6505,RegionE,530
6506,RegionF,1327
6507,RegionC,2378
6508,RegionB,2394
6509,RegionD,1653
6510,RegionB,184
6511,RegionC,651
6512,RegionC,395
6513,RegionA,435
6514,RegionA,1951
6515,RegionB,948
6516,RegionD,969
6517,RegionB,712
6518,RegionF,1573
6519,RegionF,263
6520,RegionA,1025
6521,RegionA,153
6522,RegionD,298
6523,RegionD,1533
6524,RegionE,120
6525,RegionC,1315
6526,RegionA,1841
6527,RegionA,545
6528,RegionD,2350
6529,RegionD,818
6530,RegionB,1034
6531,RegionE,1792
6532,RegionF,1171
6533,RegionA,824
6534,RegionD,663
6535,RegionB,2164
6536,RegionB,352
6537,RegionE,99
6538,RegionF,394
6539,RegionF,136
6540,RegionA,21
6541,RegionB,1671
6542,RegionD,2238
6543,RegionB,1395
6544,RegionC,2163
6545,RegionF,778
6546,RegionA,2336
6547,RegionB,2051
6548,RegionB,1460
6549,RegionE,2288
6550,RegionC,275
6551,RegionE,1751
6552,RegionF,1540
6553,RegionA,2331
6554,RegionA,520
6555,RegionD,1221
6556,RegionB,483
6557,RegionD,944
6558,RegionC,2214
6559,RegionA,92
6560,RegionA,1187
6561,RegionB,1599
6562,RegionE,1465
6563,RegionC,646
6564,RegionE,306
6565,RegionF,2356
6566,RegionA,2120
6567,RegionD,2048
6568,RegionC,1635
6569,RegionE,232
6570,RegionE,454
6571,RegionF,1929
6572,RegionA,122
6573,RegionA,1384
6574,RegionB,1068
6575,RegionB,1370
6576,RegionB,570
6577,RegionC,2240
6578,RegionF,1350
6579,RegionB,255
6580,RegionA,2021
6581,RegionB,2309
6582,RegionE,144
6583,RegionD,289
6584,RegionE,330
6585,RegionA,1961
6586,RegionA,1108
6587,RegionD,170
6588,RegionB,145
6589,RegionD,2079
6590,RegionC,1434
6591,RegionF,1956
6592,RegionA,932
6593,RegionA,226
6594,RegionB,803
6595,RegionE,1553
6596,RegionE,74
6597,RegionF,1974
6598,RegionF,1585
6599,RegionA,512
6600,RegionB,1748
6601,RegionD,564
6602,RegionB,1793
6603,RegionC,1506
6604,RegionF,793
6605,RegionA,1788
6606,RegionA,975
6607,RegionB,376
6608,RegionE,41
6609,RegionC,1691
6610,RegionF,2196
6611,RegionF,187
6612,RegionA,1023
6613,RegionA,313
6614,RegionB,519
6615,RegionD,739
6616,RegionD,179
6617,RegionF,1432
6618,RegionA,1000
6619,RegionA,531
6620,RegionD,1629
6621,RegionC,501
6622,RegionE,314
6623,RegionC,1024
6624,RegionF,843
6625,RegionA,1462
6626,RegionA,1816
6627,RegionD,1239
6628,RegionD,2258
6629,RegionD,1000
6630,RegionF,1095
6631,RegionA,2217
6632,RegionD,427
6633,RegionA,1419
6634,RegionC,1991
6635,RegionD,321
6636,RegionC,561
6637,RegionF,944
6638,RegionA,2264
6639,RegionA,502
6640,RegionB,581
6641,RegionB,962
6642,RegionE,1803
6643,RegionF,1858
6644,RegionA,87
6645,RegionA,138
6646,RegionB,1138
6647,RegionD,1573
6648,RegionD,346
6649,RegionC,1143
6650,RegionF,1572
6651,RegionA,77
6652,RegionB,1575
6653,RegionB,181
6654,RegionB,842
6655,RegionD,755
6656,RegionF,1765
6657,RegionF,214
6658,RegionC,1249
6659,RegionA,2218
6660,RegionC,106
6661,RegionE,1377
6662,RegionD,886
6663,RegionC,1396
6664,RegionB,1777
6665,RegionB,233
6666,RegionB,2266
6667,RegionC,1177
6668,RegionE,1898
6669,RegionE,2345
6670,RegionF,2327
6671,RegionC,1065
6672,RegionA,1561
6673,RegionC,975
6674,RegionB,62
6675,RegionD,1123
6676,RegionC,1023
6677,RegionA,1211
6678,RegionA,2339
6679,RegionB,158
6680,RegionD,1123
6681,RegionD,1100
6682,RegionF,1026
6683,RegionF,50
6684,RegionA,1257
6685,RegionD,1314
6686,RegionC,732
6687,RegionD,1895
6688,RegionC,1801
6689,RegionC,1910
6690,RegionA,1469
6691,RegionA,2279
6692,RegionA,1673
6693,RegionB,2373
6694,RegionB,1132
6695,RegionF,2258
6696,RegionF,262
6697,RegionA,736
6698,RegionB,1131
6699,RegionB,2027
6700,RegionB,931
6701,RegionE,714
6702,RegionC,203
6703,RegionF,468
6704,RegionC,157
6705,RegionA,2075
6706,RegionC,2375
6707,RegionD,171
6708,RegionF,933
6709,RegionD,1061
6710,RegionA,66
6711,RegionD,1447
6712,RegionD,183
6713,RegionE,961
6714,RegionD,447
6715,RegionC,2076
6716,RegionF,463
6717,RegionC,317
6718,RegionA,835
6719,RegionC,2336
6720,RegionD,1703
6721,RegionC,1746
6722,RegionF,586
6723,RegionA,1337
6724,RegionD,1475
6725,RegionB,1671
6726,RegionE,1534
6727,RegionD,1204
6728,RegionF,127
6729,RegionE,1508
6730,RegionA,1191
6731,RegionA,104
6732,RegionB,866
6733,RegionD,2092
6734,RegionE,2081
6735,RegionF,1409
6736,RegionA,1551
6737,RegionD,133
6738,RegionD,614
6739,RegionC,321
6740,RegionB,919
6741,RegionF,2062
6742,RegionF,2245
6743,RegionB,1712
6744,RegionD,496
6745,RegionD,210
6746,RegionE,1934
6747,RegionE,2148
6748,RegionF,1806
6749,RegionA,1102
6750,RegionA,2356
6751,RegionB,999
6752,RegionC,995
6753,RegionD,945
6754,RegionE,1289
6755,RegionF,472
6756,RegionB,987
6757,RegionB,1679
6758,RegionB,326
6759,RegionC,2295
6760,RegionE,313
6761,RegionE,1983
6762,RegionF,943
6763,RegionA,1715
6764,RegionA,2332
6765,RegionB,2202
6766,RegionB,1669
6767,RegionF,2395
6768,RegionF,565
6769,RegionB,1066
6770,RegionB,1399
6771,RegionB,483
6772,RegionB,1673
6773,RegionD,2068
6774,RegionC,2359
6775,RegionF,811
6776,RegionA,1859
6777,RegionA,683
6778,RegionB,1714
6779,RegionD,2271
6780,RegionE,1924
6781,RegionF,413
6782,RegionA,139
6783,RegionA,98
6784,RegionD,683
6785,RegionB,542
6786,RegionE,2168
6787,RegionE,1729
6788,RegionF,522
6789,RegionA,2281
6790,RegionA,1201
6791,RegionB,1379
6792,RegionD,441
6793,RegionE,185
6794,RegionC,1453
6795,RegionA,1674
6796,RegionD,1842
6797,RegionD,1784
6798,RegionC,1954
6799,RegionE,551
6800,RegionF,751
6801,RegionF,2086
6802,RegionA,623
6803,RegionA,1515
6804,RegionD,1857
6805,RegionC,1312
6806,RegionD,723
6807,RegionF,1144
6808,RegionA,951
6809,RegionA,2020
6810,RegionB,197
6811,RegionD,2120
6812,RegionE,2374
6813,RegionF,1747
6814,RegionF,1322
6815,RegionA,1304
6816,RegionA,586
6817,RegionB,862
6818,RegionC,2126
6819,RegionD,2355
6820,RegionF,1287
6821,RegionF,1422
6822,RegionA,678
6823,RegionA,1179
6824,RegionC,1993
6825,RegionD,916
6826,RegionC,1181
6827,RegionF,434
6828,RegionA,1141
6829,RegionA,393
6830,RegionB,2261
6831,RegionE,691
6832,RegionC,162
6833,RegionF,2203
6834,RegionE,27
6835,RegionA,105
6836,RegionB,832
6837,RegionC,2339
6838,RegionD,1822
6839,RegionE,516
6840,RegionF,1208
6841,RegionA,491
6842,RegionA,1770
6843,RegionB,1077
6844,RegionB,560
6845,RegionD,477
6846,RegionE,323
6847,RegionF,911
6848,RegionC,304
6849,RegionB,641
6850,RegionD,1373
6851,RegionD,1857
6852,RegionE,2100
6853,RegionF,303
6854,RegionA,1289
6855,RegionA,1775
6856,RegionA,2135
6857,RegionC,779
6858,RegionE,145
6859,RegionF,32
6860,RegionE,560
6861,RegionB,1540
6862,RegionA,801
6863,RegionB,1925
6864,RegionB,1984
6865,RegionC,2034
6866,RegionE,539
6867,RegionF,363
6868,RegionD,877
6869,RegionA,1778
6870,RegionB,2009
6871,RegionE,854
6872,RegionF,729
6873,RegionD,1712
6874,RegionB,1077
6875,RegionD,1557
6876,RegionD,2391
6877,RegionB,1428
6878,RegionD,2172
6879,RegionF,737
6880,RegionF,949
6881,RegionA,1986
6882,RegionB,1606
6883,RegionD,1462
6884,RegionE,1970
6885,RegionD,395
6886,RegionC,460
6887,RegionA,1718
6888,RegionA,1332
6889,RegionB,1740
6890,RegionB,721
6891,RegionD,1306
6892,RegionF,465
6893,RegionF,1630
6894,RegionC,524
6895,RegionB,2003
6896,RegionD,1687
6897,RegionE,961
6898,RegionC,1191
6899,RegionE,2078
6900,RegionA,1675
6901,RegionA,2303
6902,RegionB,1071
6903,RegionD,1300
6904,RegionD,1603
6905,RegionE,1741
6906,RegionF,1067
6907,RegionA,1099
6908,RegionB,896
6909,RegionC,186
6910,RegionD,1833
6911,RegionD,906
6912,RegionF,682
6913,RegionA,844
6914,RegionD,451
6915,RegionD,1350
6916,RegionB,2210
6917,RegionB,86
6918,RegionE,369
6919,RegionF,1365
6920,RegionA,2264
6921,RegionA,201
6922,RegionD,862
6923,RegionC,2193
6924,RegionC,643
6925,RegionF,1620
6926,RegionF,939
6927,RegionA,661
6928,RegionB,1357
6929,RegionC,883
6930,RegionE,1018
6931,RegionC,147
6932,RegionD,2156
6933,RegionA,2054
6934,RegionB,1986
6935,RegionB,642
6936,RegionC,1234
6937,RegionC,942
6938,RegionF,1012
6939,RegionF,1115
6940,RegionC,506
6941,RegionB,1641
6942,RegionB,1105
6943,RegionB,313
6944,RegionC,2066
6945,RegionF,1701
6946,RegionA,60
6947,RegionD,2218
6948,RegionD,621
6949,RegionB,1602
6950,RegionC,1278
6951,RegionE,1741
6952,RegionF,95
6953,RegionA,1122
6954,RegionB,830
6955,RegionB,1082
6956,RegionE,2360
6957,RegionD,1542
6958,RegionE,1759
6959,RegionA,910
6960,RegionA,2297
6961,RegionB,1979
6962,RegionC,2184
6963,RegionE,1001
6964,RegionE,70
6965,RegionF,1612
6966,RegionA,2238
6967,RegionD,443
6968,RegionB,917
6969,RegionE,101
6970,RegionD,950
6971,RegionE,1514
6972,RegionA,2306
6973,RegionA,1272
6974,RegionB,588
6975,RegionD,342
6976,RegionB,2297
6977,RegionC,850
6978,RegionF,1023
6979,RegionA,578
6980,RegionB,1939
6981,RegionD,2320
6982,RegionB,241
6983,RegionD,1032
6984,RegionE,1275
6985,RegionF,1383
6986,RegionA,149
6987,RegionB,2315
6988,RegionD,1665
6989,RegionB,1098
6990,RegionE,856
6991,RegionF,2001
6992,RegionB,2047
6993,RegionB,965
6994,RegionB,1889
6995,RegionE,1978
6996,RegionE,2272
6997,RegionF,333
6998,RegionE,1743
6999,RegionC,317
7000,RegionB,521
7001,RegionB,663
7002,RegionE,497
7003,RegionC,808
7004,RegionF,465
7005,RegionA,1737
7006,RegionA,699
7007,RegionD,2148
7008,RegionC,572
7009,RegionE,2240
7010,RegionE,1635
7011,RegionE,1215
7012,RegionA,1783
7013,RegionB,1110
7014,RegionD,1320
7015,RegionE,1522
7016,RegionE,679
7017,RegionC,1188
7018,RegionA,837
7019,RegionD,1520
7020,RegionD,1029
7021,RegionC,1895
7022,RegionB,1352
7023,RegionF,554
7024,RegionE,2147
7025,RegionB,1940
7026,RegionA,1301
7027,RegionB,734
7028,RegionB,1927
7029,RegionC,22
7030,RegionE,768
7031,RegionF,384
7032,RegionD,1878
7033,RegionB,387
7034,RegionB,1919
7035,RegionE,640
7036,RegionC,1435
7037,RegionF,2290
7038,RegionA,1412
7039,RegionD,57
7040,RegionB,1124
7041,RegionC,1745
7042,RegionE,1252
7043,RegionE,1651
7044,RegionF,2298
7045,RegionC,829
7046,RegionA,624
7047,RegionB,886
7048,RegionD,730
7049,RegionD,2308
7050,RegionC,518
7051,RegionA,1568
7052,RegionB,2357
7053,RegionD,1135
7054,RegionE,1939
7055,RegionC,688
7056,RegionC,949
7057,RegionE,374
7058,RegionC,600
7059,RegionA,675
7060,RegionC,1
7061,RegionD,318
7062,RegionC,561
7063,RegionF,1800
7064,RegionA,1932
7065,RegionA,1239
7066,RegionD,480
7067,RegionB,2294
7068,RegionD,1545
7069,RegionE,1943
7070,RegionF,1276
7071,RegionB,1298
7072,RegionD,320
7073,RegionD,876
7074,RegionB,1137
7075,RegionE,585
7076,RegionE,2295
7077,RegionA,2007
7078,RegionD,1026
7079,RegionD,492
7080,RegionD,1783
7081,RegionE,1426
7082,RegionC,103
7083,RegionF,1909
7084,RegionB,1417
7085,RegionD,1737
7086,RegionB,2292
7087,RegionB,1566
7088,RegionD,733
7089,RegionF,43
7090,RegionF,1810
7091,RegionA,2154
7092,RegionA,22
7093,RegionD,1271
7094,RegionD,385
7095,RegionE,1039
7096,RegionF,53
7097,RegionB,1118
7098,RegionA,1126
7099,RegionD,1960
7100,RegionC,179
7101,RegionE,1036
7102,RegionE,234
7103,RegionF,124
7104,RegionC,1928
7105,RegionD,1861
7106,RegionC,711
7107,RegionD,2234
7108,RegionC,156
7109,RegionF,118
7110,RegionA,627
7111,RegionD,724
7112,RegionA,339
7113,RegionC,489
7114,RegionC,1816
7115,RegionF,255
7116,RegionF,399
7117,RegionC,1136
7118,RegionA,68
7119,RegionC,1296
7120,RegionE,693
7121,RegionE,1500
7122,RegionF,58
7123,RegionA,1651
7124,RegionA,251
7125,RegionA,790
7126,RegionD,604
7127,RegionE,1092
7128,RegionC,706
7129,RegionF,182
7130,RegionA,813
7131,RegionD,2070
7132,RegionB,708
7133,RegionE,13
7134,RegionD,1121
7135,RegionF,1436
7136,RegionA,1398
7137,RegionA,2327
7138,RegionD,352
7139,RegionD,1896
7140,RegionB,476
7141,RegionC,747
7142,RegionF,353
7143,RegionA,1300
7144,RegionD,82
7145,RegionB,42
7146,RegionB,1534
7147,RegionD,332
7148,RegionF,1010
7149,RegionF,782
7150,RegionC,543
7151,RegionB,218
7152,RegionC,1175
7153,RegionB,1142
7154,RegionC,2314
7155,RegionF,1695
7156,RegionA,771
7157,RegionB,816
7158,RegionB,1208
7159,RegionC,1800
7160,RegionD,378
7161,RegionE,1454
7162,RegionF,1489
7163,RegionA,2142
7164,RegionB,698
7165,RegionB,2397
7166,RegionD,637
7167,RegionE,2329
7168,RegionC,1777
7169,RegionA,1182
7170,RegionA,1401
7171,RegionD,2063
7172,RegionD,1101
7173,RegionB,2102
7174,RegionC,1057
7175,RegionE,1915
7176,RegionA,128
7177,RegionA,2117
7178,RegionD,763
7179,RegionD,572
7180,RegionD,1322
7181,RegionE,2309
7182,RegionA,138
7183,RegionA,428
7184,RegionD,1469
7185,RegionB,650
7186,RegionD,1947
7187,RegionE,1379
7188,RegionF,410
7189,RegionA,1466
7190,RegionB,666
7191,RegionB,2239
7192,RegionB,89
7193,RegionD,1869
7194,RegionF,2359
7195,RegionA,1781
7196,RegionD,1635
7197,RegionB,997
7198,RegionC,1528
7199,RegionE,1383
7200,RegionE,1643
7201,RegionF,164
7202,RegionA,2076
7203,RegionA,1724
7204,RegionB,1103
7205,RegionE,1641
7206,RegionE,116
7207,RegionC,2097
7208,RegionF,1231
7209,RegionC,2146
7210,RegionA,2326
7211,RegionB,532
7212,RegionE,1364
7213,RegionC,370
7214,RegionF,579
7215,RegionA,1878
7216,RegionB,677
7217,RegionB,3
7218,RegionE,604
7219,RegionC,704
7220,RegionE,1259
7221,RegionE,756
7222,RegionA,832
7223,RegionB,369
7224,RegionD,1002
7225,RegionB,2274
7226,RegionD,20
7227,RegionE,652
7228,RegionA,409
7229,RegionA,2252
7230,RegionD,1614
7231,RegionD,870
7232,RegionD,1541
7233,RegionE,994
7234,RegionE,1587
7235,RegionA,1303
7236,RegionA,1637
7237,RegionC,1159
7238,RegionE,1739
7239,RegionE,1613
7240,RegionF,293
7241,RegionA,2000
7242,RegionD,110
7243,RegionA,729
7244,RegionB,1511
7245,RegionD,1392
7246,RegionF,6
7247,RegionF,1630
7248,RegionA,942
7249,RegionA,2047
7250,RegionB,181
7251,RegionB,1236
7252,RegionD,380
7253,RegionE,1573
7254,RegionF,736
7255,RegionA,617
7256,RegionB,1274
7257,RegionC,1968
7258,RegionB,1069
7259,RegionE,735
7260,RegionD,1631
7261,RegionB,2119
7262,RegionA,1904
7263,RegionB,1418
7264,RegionE,415
7265,RegionE,1656
7266,RegionC,658
7267,RegionF,527
7268,RegionC,2076
7269,RegionB,1862
7270,RegionB,1991
7271,RegionE,1645
7272,RegionD,223
7273,RegionF,1740
7274,RegionA,474
7275,RegionD,1844
7276,RegionD,1527
7277,RegionC,1372
7278,RegionE,1494
7279,RegionC,732
7280,RegionF,2177
7281,RegionA,327
7282,RegionA,28
7283,RegionC,1056
7284,RegionB,2109
7285,RegionE,1863
7286,RegionE,198
7287,RegionA,1153
7288,RegionA,497
7289,RegionB,1885
7290,RegionC,205
7291,RegionE,1512
7292,RegionE,1743
7293,RegionF,1213
7294,RegionA,2223
7295,RegionB,732
7296,RegionB,1461
7297,RegionD,71
7298,RegionD,1329
7299,RegionE,145
7300,RegionA,457
7301,RegionA,149
7302,RegionD,1622
7303,RegionB,717
7304,RegionB,2191
7305,RegionC,516
7306,RegionF,592
7307,RegionB,2021
7308,RegionB,1125
7309,RegionB,1876
7310,RegionE,999
7311,RegionE,2144
7312,RegionF,1877
7313,RegionF,313
7314,RegionA,1526
7315,RegionA,601
7316,RegionD,414
7317,RegionD,2099
7318,RegionF,322
7319,RegionF,1236
7320,RegionA,1641
7321,RegionA,753
7322,RegionD,1052
7323,RegionE,324
7324,RegionD,476
7325,RegionC,2338
7326,RegionF,1241
7327,RegionC,2105
7328,RegionD,998
7329,RegionD,200
7330,RegionD,2348
7331,RegionD,881
7332,RegionF,1125
7333,RegionA,760
7334,RegionA,2054
7335,RegionD,187
7336,RegionD,1632
7337,RegionB,1167
7338,RegionE,20
7339,RegionF,848
7340,RegionA,1697
7341,RegionD,531
7342,RegionC,1093
7343,RegionD,1303
7344,RegionC,906
7345,RegionC,74
7346,RegionA,1329
7347,RegionA,261
7348,RegionD,1178
7349,RegionD,1886
7350,RegionE,1723
7351,RegionF,1346
7352,RegionF,1593
7353,RegionA,2284
7354,RegionA,1404
7355,RegionB,1309
7356,RegionC,1820
7357,RegionC,1892
7358,RegionF,2043
7359,RegionA,2180
7360,RegionD,696
7361,RegionD,1597
7362,RegionC,1650
7363,RegionB,2340
7364,RegionC,1992
7365,RegionF,1414
7366,RegionA,850
7367,RegionD,2169
7368,RegionB,1245
7369,RegionC,1291
7370,RegionD,1914
7371,RegionC,638
7372,RegionF,2395
7373,RegionA,1440
7374,RegionD,1767
7375,RegionC,95
7376,RegionD,2279
7377,RegionE,2010
7378,RegionC,1537
7379,RegionB,539
7380,RegionB,505
7381,RegionB,1620
7382,RegionB,865
7383,RegionC,2337
7384,RegionE,731
7385,RegionE,1642
7386,RegionC,1673
7387,RegionB,891
7388,RegionC,1142
7389,RegionD,1487
7390,RegionE,432
7391,RegionF,1301
7392,RegionA,2193
7393,RegionD,1606
7394,RegionA,1654
7395,RegionC,1900
7396,RegionD,1840
7397,RegionC,727
7398,RegionF,1181
7399,RegionA,2181
7400,RegionB,1900
7401,RegionD,705
7402,RegionE,402
7403,RegionD,2376
7404,RegionF,1712
7405,RegionA,1680
7406,RegionA,118
7407,RegionD,918
7408,RegionB,2061
7409,RegionB,2337
7410,RegionF,1674
7411,RegionE,1331
7412,RegionB,1023
7413,RegionA,2331
7414,RegionD,1932
7415,RegionE,372
7416,RegionD,93
7417,RegionF,1594
7418,RegionF,2094
7419,RegionA,661
7420,RegionB,1511
7421,RegionD,980
7422,RegionB,1934
7423,RegionF,818
7424,RegionF,543
7425,RegionA,265
7426,RegionA,847
7427,RegionD,1888
7428,RegionC,1003
7429,RegionE,1817
7430,RegionC,724
7431,RegionF,2048
7432,RegionC,455
7433,RegionD,1356
7434,RegionB,1002
7435,RegionD,286
7436,RegionC,132
7437,RegionF,1664
7438,RegionA,1925
7439,RegionA,288
7440,RegionB,1065
7441,RegionE,2200
7442,RegionC,2187
7443,RegionF,97
7444,RegionF,1969
7445,RegionC,244
7446,RegionB,1631
7447,RegionD,163
7448,RegionD,1636
7449,RegionE,2095
7450,RegionF,1802
7451,RegionA,508
7452,RegionA,597
7453,RegionB,2374
7454,RegionB,692
7455,RegionD,1691
7456,RegionF,1391
7457,RegionE,995
7458,RegionA,860
7459,RegionB,397
7460,RegionC,303
7461,RegionD,2013
7462,RegionC,1064
7463,RegionE,1209
7464,RegionA,1821
7465,RegionA,1844
7466,RegionD,1056
7467,RegionD,1127
7468,RegionE,146
7469,RegionC,606
7470,RegionF,1181
7471,RegionA,905
7472,RegionB,2308
7473,RegionB,1192
7474,RegionC,648
7475,RegionE,1248
7476,RegionE,1801
7477,RegionF,1207
7478,RegionA,526
7479,RegionA,1197
7480,RegionC,1053
7481,RegionE,933
7482,RegionC,866
7483,RegionF,1240
7484,RegionA,2393
7485,RegionA,1062
7486,RegionB,2083
7487,RegionE,2116
7488,RegionD,1953
7489,RegionF,697
7490,RegionF,638
7491,RegionC,2052
7492,RegionB,2143
7493,RegionC,1548
7494,RegionD,692
7495,RegionE,1974
7496,RegionC,1982
7497,RegionA,58
7498,RegionD,265
7499,RegionB,920
7500,RegionC,845
7501,RegionC,614
7502,RegionE,489
7503,RegionF,806
7504,RegionA,2043
7505,RegionB,2332
7506,RegionD,49
7507,RegionE,2146
7508,RegionC,829
7509,RegionE,134
7510,RegionA,404
7511,RegionA,2078
7512,RegionA,1111
7513,RegionD,2190
7514,RegionE,2202
7515,RegionC,229
7516,RegionF,2321
7517,RegionB,1015
7518,RegionA,1048
7519,RegionD,748
7520,RegionE,1003
7521,RegionC,1868
7522,RegionC,164
7523,RegionA,1088
7524,RegionD,1136
7525,RegionA,778
7526,RegionD,260
7527,RegionB,2140
7528,RegionE,249
7529,RegionD,932
7530,RegionA,2398
7531,RegionD,1954
7532,RegionB,402
7533,RegionE,209
7534,RegionD,299
7535,RegionC,1959
7536,RegionF,1810
7537,RegionA,1949
7538,RegionA,409
7539,RegionD,880
7540,RegionE,1995
7541,RegionD,2331
7542,RegionD,2382
7543,RegionA,456
7544,RegionD,1813
7545,RegionD,797
7546,RegionE,1868
7547,RegionC,1031
7548,RegionE,1108
7549,RegionF,723
7550,RegionA,2077
7551,RegionB,2106
7552,RegionC,1227
7553,RegionD,2179
7554,RegionC,1397
7555,RegionF,2298
7556,RegionA,1264
7557,RegionD,1802
7558,RegionA,746
7559,RegionC,26
7560,RegionD,2087
7561,RegionE,2030
7562,RegionE,732
7563,RegionA,1769
7564,RegionD,1247
7565,RegionB,1815
7566,RegionD,2206
7567,RegionC,792
7568,RegionC,949
7569,RegionA,1258
7570,RegionD,1250
7571,RegionB,2172
7572,RegionC,421
7573,RegionE,1229
7574,RegionF,861
7575,RegionF,633
7576,RegionA,640
7577,RegionA,1622
7578,RegionB,646
7579,RegionE,643
7580,RegionD,2115
7581,RegionE,1707
7582,RegionF,1103
7583,RegionA,1076
7584,RegionB,1243
7585,RegionC,593
7586,RegionD,1366
7587,RegionF,1449
7588,RegionF,1291
7589,RegionA,1261
7590,RegionB,2307
7591,RegionB,1708
7592,RegionB,1655
7593,RegionC,1674
7594,RegionE,573
7595,RegionF,1123
7596,RegionA,828
7597,RegionA,1048
7598,RegionC,1529
7599,RegionB,1318
7600,RegionD,1566
7601,RegionF,2285
7602,RegionA,816
7603,RegionA,2060
7604,RegionB,1122
7605,RegionB,304
7606,RegionC,657
7607,RegionE,1964
7608,RegionF,1924
7609,RegionA,1597
7610,RegionD,1994
7611,RegionB,1147
7612,RegionE,1536
7613,RegionC,415
7614,RegionC,1403
7615,RegionA,2203
7616,RegionA,1794
7617,RegionB,454
7618,RegionC,550
7619,RegionE,303
7620,RegionE,1694
7621,RegionE,616
7622,RegionB,1224
7623,RegionD,819
7624,RegionD,360
7625,RegionD,1004
7626,RegionD,2345
7627,RegionF,1067
7628,RegionA,2175
7629,RegionA,89
7630,RegionA,278
7631,RegionD,1285
7632,RegionD,1826
7633,RegionF,879
7634,RegionD,1315
7635,RegionA,932
7636,RegionB,1483
7637,RegionB,815
7638,RegionE,1060
7639,RegionD,94
7640,RegionC,488
7641,RegionF,1682
7642,RegionA,1623
7643,RegionB,196
7644,RegionD,246
7645,RegionE,1529
7646,RegionC,2317
7647,RegionF,131
7648,RegionB,1339
7649,RegionD,2015
7650,RegionB,2354
7651,RegionC,274
7652,RegionE,309
7653,RegionF,377
7654,RegionF,460
7655,RegionC,648
7656,RegionD,359
7657,RegionD,1918
7658,RegionE,781
7659,RegionC,1765
7660,RegionF,1907
7661,RegionA,623
7662,RegionD,1353
7663,RegionA,744
7664,RegionE,2356
7665,RegionD,1859
7666,RegionF,1771
7667,RegionE,1644
7668,RegionC,1203
7669,RegionA,1597
7670,RegionB,34
7671,RegionB,1320
7672,RegionD,616
7673,RegionE,912
7674,RegionA,1337
7675,RegionD,1874
7676,RegionD,820
7677,RegionD,1452
7678,RegionE,2362
7679,RegionC,773
7680,RegionE,844
7681,RegionA,743
7682,RegionA,107
7683,RegionD,161
7684,RegionB,2212
7685,RegionD,283
7686,RegionE,1291
7687,RegionA,855
7688,RegionA,1240
7689,RegionA,1737
7690,RegionC,954
7691,RegionB,1455
7692,RegionC,562
7693,RegionF,504
7694,RegionA,104
7695,RegionB,854
7696,RegionB,201
7697,RegionC,1796
7698,RegionD,813
7699,RegionC,1558
7700,RegionF,510
7701,RegionA,717
7702,RegionD,2368
7703,RegionD,2115
7704,RegionB,667
7705,RegionC,492
7706,RegionF,1467
7707,RegionB,1297
7708,RegionB,782
7709,RegionB,371
7710,RegionE,1473
7711,RegionD,1045
7712,RegionF,458
7713,RegionF,66
7714,RegionA,1556
7715,RegionB,1639
7716,RegionB,1452
7717,RegionD,1269
7718,RegionC,1778
7719,RegionF,1231
7720,RegionA,345
7721,RegionD,1596
7722,RegionB,64
7723,RegionC,1324
7724,RegionB,576
7725,RegionC,726
7726,RegionF,37
7727,RegionA,2124
7728,RegionA,574
7729,RegionD,1924
7730,RegionB,250
7731,RegionE,859
7732,RegionF,1200
7733,RegionA,1699
7734,RegionA,1717
7735,RegionA,715
7736,RegionD,620
7737,RegionE,743
7738,RegionE,448
7739,RegionE,122
7740,RegionA,835
7741,RegionB,1653
7742,RegionD,1528
7743,RegionC,1315
7744,RegionC,105
7745,RegionE,116
7746,RegionA,140
7747,RegionD,591
7748,RegionB,190
7749,RegionD,1544
7750,RegionE,2151
7751,RegionC,647
7752,RegionD,61
7753,RegionA,912
7754,RegionA,1719
7755,RegionB,460
7756,RegionC,1902
7757,RegionD,2198
7758,RegionE,550
7759,RegionF,2
7760,RegionA,1950
7761,RegionB,1052
7762,RegionB,1322
7763,RegionE,2211
7764,RegionD,394
7765,RegionF,2018
7766,RegionB,2339
7767,RegionA,515
7768,RegionB,2108
7769,RegionB,584
7770,RegionC,336
7771,RegionF,388
7772,RegionF,1654
7773,RegionA,431
7774,RegionA,926
7775,RegionC,756
7776,RegionE,1233
7777,RegionD,1892
7778,RegionF,2129
7779,RegionA,2364
7780,RegionA,539
7781,RegionB,1728
7782,RegionC,594
7783,RegionE,140
7784,RegionF,1577
7785,RegionF,196
7786,RegionA,746
7787,RegionA,585
7788,RegionD,139
7789,RegionB,663
7790,RegionD,1321
7791,RegionC,2343
7792,RegionA,1981
7793,RegionA,769
7794,RegionD,2364
7795,RegionC,1851
7796,RegionB,1856
7797,RegionF,1076
7798,RegionF,1801
7799,RegionA,1144
7800,RegionD,2107
7801,RegionB,1381
7802,RegionB,1045
7803,RegionD,1996
7804,RegionF,1869
7805,RegionF,395
7806,RegionC,1402
7807,RegionD,1076
7808,RegionB,1496
7809,RegionD,104
7810,RegionF,517
7811,RegionD,930
7812,RegionA,455
7813,RegionA,2254
7814,RegionD,1211
7815,RegionB,1423
7816,RegionD,1853
7817,RegionE,2266
